PhotonEnergy_eV,1s1/2,2s1/2,3s1/2,4s1/2,5s1/2,2p1/2,2p3/2,3p1/2,3p3/2,4p1/2,4p3/2,5p1/2,5p3/2,3d3/2,3d5/2,4d3/2,4d5/2,4f5/2,4f7/2
10,2.29328127378596,-90742570.4962479,-7.92609323867698,-8032452167.09444,-24290.8026058013,-1565.86503518576,-1197.27306353531,-109.253357149311,-14.6563470690102,-12.991443265179,-24.9295261561851,-11.7691562515456,-4.28032760898008,-18.5689281584144,-105.602576928078,-20.1216792983936,-65.6509330912501,-8.82973546224481,-12.6063654071405
10.0926219098705,2.29370683074386,-86844895.0817343,-7.88261199079442,-7317144049.67399,-23340.1242700745,-1553.78247230709,-1188.33087222366,-108.639588021746,-14.6082125505196,-12.9331587885157,-24.8158274569901,-11.7141555444323,-4.26580972558413,-18.5088586100558,-104.988363051353,-20.0500936433927,-65.2533453948044,-8.80977901880683,-12.547621152128
10.1861017015598,2.29413299861493,-83121542.6797065,-7.83933509417763,-6667483369.70571,-22429.0387782476,-1541.79151423064,-1179.45408559079,-108.029069048274,-14.5602096572219,-12.8750695277502,-24.7025524993438,-11.6593428773793,-4.25131270935938,-18.4489344901298,-104.377483286192,-19.9787199801551,-64.8580457153541,-8.78982187176753,-12.4890876039353
10.2804473209331,2.29455977821736,-79564421.5550233,-7.79626152550676,-6077273942.34396,-21555.8056803255,-1529.8914719358,-1170.64222937288,-107.421783238016,-14.5123380532188,-12.8171748538414,-24.5896997766013,-11.6047176456151,-4.23683652551813,-18.389155451426,-103.769919934888,-19.9075577105998,-64.4650212783878,-8.76986307897115,-12.4307639448486
10.3756667874519,2.29498717036988,-76165828.7365072,-7.75339026688078,-5540919986.74367,-20718.7647966457,-1518.0816615671,-1161.89483273385,-106.817713661368,-14.4645974034812,-12.7594741398431,-24.4772677875153,-11.5502792463643,-4.22238113936056,-18.3295211476701,-103.165655393373,-19.8366062384616,-64.0742593802732,-8.74990169083309,-12.3726493603292
10.4717681948552,2.29541517589177,-72918430.729023,-7.71072030578727,-5053366490.26223,-19916.3323517742,-1506.36140439556,-1153.21142824056,-106.216843445117,-14.4169873738362,-12.7019667608974,-24.3652550362177,-11.496027078841,-4.2079465162747,-18.2700312335224,-102.564672150715,-19.765864969286,-63.685747387865,-8.72993675102763,-12.3147430390041
10.568759711848,2.29584379560286,-69815245.2117771,-7.66825063507227,-4610045636.21914,-19146.9973021288,-1494.73002678032,-1144.59155183816,-105.61915576692,-14.3695076309511,-12.6446520942274,-24.2536600321999,-11.4419605442422,-4.19353262173644,-18.2106853645755,-101.966952788634,-19.6953333104238,-63.299472738115,-8.70996729719539,-12.2570441726569
10.6666495827954,2.29627303032349,-66849623.6709635,-7.62598025291048,-4206828664.85993,-18409.3178472616,-1483.18686013053,-1136.0347428256,-105.024633849074,-14.322157842316,-12.5875295191313,-24.1424812902942,-11.388079045742,-4.17913942130956,-18.1514831973523,-101.372479981005,-19.6250106710265,-62.9154229376847,-8.68999236166935,-12.1995519562177
10.7654461284232,2.29670288087454,-64015234.9176792,-7.58390816277546,-3839982604.09973,-17701.918115274,-1471.73124086759,-1127.54054383141,-104.433260951483,-14.274937676222,-12.5305984169752,-24.0317173306543,-11.3343819884847,-4.1647668806457,-18.0924243893041,-100.781236493378,-19.554896462041,-62.5335855625592,-8.67001097221857,-12.1422655877544
10.8651577465254,2.29713334807742,-61306049.4446763,-7.54203337341006,-3506131366.29775,-17023.4850133465,-1460.36251038756,-1119.10850078953,-103.845020363771,-14.2278468017375,-12.4738581711863,-23.9213666787371,-11.2808687795784,-4.1504149654844,-18.0335085988082,-100.193205182492,-19.4849900962047,-62.1539482576642,-8.65002215280816,-12.0851842684628
10.9657929126781,2.29756443275404,-58716324.5780306,-7.50035489879713,-3202220760.54515,-16372.7652348524,-1449.08001502403,-1110.73816291544,-103.259895396419,-14.1808848886792,-12.4173081672468,-23.8114278652833,-11.2275388280892,-4.13608364165308,-17.9747354851667,-99.6083689957919,-19.4152909880406,-61.7764987364843,-8.63002492437466,-12.0283072026575
11.0673601809597,2.29799613572682,-56240590.3821521,-7.45887175813023,-2925487017.43262,-15748.562414978,-1437.88310601104,-1102.42908268238,-102.677869370871,-14.1340516075789,-12.3609477926867,-23.7018994262988,-11.1743915450345,-4.12177287506707,-17.9161047086034,-99.0267109709515,-19.345798553852,-61.4012247806841,-8.61001830561534,-11.9716335977629
11.1698681846782,2.29842845781871,-53873636.2788168,-7.41758297578464,-2673428465.64818,-15149.7344272024,-1426.7711394465,-1094.18081579778,-102.098925608485,-14.0873466296451,-12.3047764370777,-23.5927799030361,-11.1214263433764,-4.10748263172959,-17.8576159302628,-98.4482142353961,-19.2765122117181,-61.0281142397309,-8.59000131379033,-11.9151626643035
