PhotonEnergy_eV,1s1/2,2s1/2,3s1/2,4s1/2,5s1/2,2p1/2,2p3/2,3p1/2,3p3/2,4p1/2,4p3/2,5p1/2,5p3/2,3d3/2,3d5/2,4d3/2,4d5/2,4f5/2,4f7/2
10,2.29794428085854,-115090553.039858,-8.77980668959595,-12015984533.6489,-31138.0079859121,-1598.57458748773,-1222.32863443961,-111.619059861337,-14.9831645901024,-13.3222152953979,-25.5368242954654,-12.0823354697356,-4.41719412580289,-18.9959553467624,-107.9017367398,-20.5638490412628,-67.070629836428,-9.00284215908373,-12.8848953181988
10.0926219098705,2.29837780586016,-110097872.154564,-8.73221730037192,-10934007156.3409,-29903.9093628931,-1586.24361536083,-1213.20263268606,-110.99257178863,-14.9340358122303,-13.2627340058412,-25.420751224221,-12.026186761165,-4.40239504024876,-18.9346796125255,-107.274807796516,-20.4908004776476,-66.6647226330497,-8.98250447785891,-12.8249787446282
10.1861017015598,2.29881195538823,-105330615.312512,-8.68485323602114,-9952392789.4731,-28721.8087829875,-1574.00611803075,-1204.14337061143,-110.369400213117,-14.8850412856931,-13.2034518622084,-25.305110489497,-11.9702298827011,-4.38761724249934,-18.8735522165786,-106.651280931858,-20.4179681457466,-66.261150261597,-8.96216665700942,-12.7652773043865
10.2804473209331,2.29924673028418,-100778222.850047,-8.63771336020422,-9061570550.55478,-27589.3953980166,-1561.86139245387,-1195.1503642963,-109.749527800943,-14.8361806676527,-13.1443682225802,-25.1899005539458,-11.9144642172037,-4.37286069696616,-18.8125728044414,-106.031138088192,-20.3453514351173,-65.8598996873909,-8.94182775337708,-12.705790163269
10.3756667874519,2.29968213139004,-96430646.9313849,-8.59079654264061,-8252906261.55087,-26504.466044958,-1549.80874085668,-1186.22313331868,-109.132937281299,-14.787453616159,-13.0854824471738,-25.0751198857274,-11.8588891495693,-4.35812536814986,-18.751741022588,-105.414361303419,-20.2729497371693,-65.4609579480717,-8.92148681637652,-12.6465164903078
10.4717681948552,2.30011815954844,-92278325.9370571,-8.54410165907455,-7518608504.16729,-25464.9200079963,-1537.84747069638,-1177.36120072876,-108.519611441523,-14.7388597901359,-13.0267938983372,-24.9607669584897,-11.8035040667236,-4.34341122064022,-18.6910565184452,-104.800932710473,-20.2007624451585,-65.0643121531988,-8.90114288868289,-12.5874554577618
10.568759711848,2.30055481560255,-88312160.1728403,-8.49762759124121,-6851644317.56909,-24468.7540455405,-1525.97689462166,-1168.5640930237,-107.909533121577,-14.690398849366,-12.9683019405414,-24.8468402513489,-11.748308357616,-4.32871821911616,-18.63051894039,-104.190834536818,-20.1287889541824,-64.6699494838535,-8.88079500693934,-12.5286062411071
10.6666495827954,2.30099210039615,-84523488.8291543,-8.45137322683306,-6245663526.87063,-23514.0576683153,-1514.19633043391,-1159.8313401227,-107.3026852078,-14.6420704544727,-12.910005940374,-24.73333824887,-11.6933014132123,-4.3140463283457,-18.570127937748,-103.584049103947,-20.0570286611749,-64.2778571922424,-8.86044220248301,-12.4699680190271
10.7654461284232,2.30143001477357,-80904068.1247043,-8.40533745946642,-5694930799.11963,-22599.0086553782,-1502.50510104861,-1151.16247534226,-106.699050625874,-14.5938742668989,-12.8519052665321,-24.6202594410478,-11.6384826264884,-4.29939551318604,-18.5098831607907,-102.980558826887,-19.9854809649008,-63.8880226013051,-8.84008350208877,-12.4115399734033
10.8651577465254,2.30186855957969,-77446050.5717572,-8.35951918864817,-5194264620.03272,-21721.8687956327,-1490.90253445707,-1142.55703537153,-106.098612332919,-14.5458099488825,-12.7939992898159,-24.5076023232872,-11.5838513924239,-4.28476573858349,-18.449784260734,-102.380346213708,-19.9141452659513,-63.500433104322,-8.81971792872918,-12.3533212893055
10.9657929126781,2.30230773565998,-74141965.3038416,-8.31391731974274,-4738982470.75568,-20880.979843077,-1479.3879636884,-1134.01456024795,-105.501353308634,-14.4978771634279,-12.7362873831213,-24.3953653963844,-11.5294071079958,-4.27015696957351,-18.389830889736,-101.783393865027,-19.8430209667384,-63.115076164526,-8.79934450234987,-12.2953111549823
11.0673601809597,2.30274754386042,-70984699.4098588,-8.26853076393921,-4324851560.57242,-20074.7596746618,-1467.96072677184,-1125.53459333299,-104.907256545379,-14.4500755742728,-12.678768921434,-24.2835471665075,-11.4751491721715,-4.25556917128071,-18.3300227008948,-101.18968447352,-19.77210747149,-62.7319393147149,-8.77896224065882,-12.2375087618514
11.1698681846782,2.30318798502757,-67967480.2216469,-8.22335843821869,-3948044539.82751,-19301.6986402313,-1456.62016669933,-1117.11668128808,-104.316305037129,-14.4024048458493,-12.6214432818217,-24.1721461451774,-11.4210769859029,-4.24100230891886,-18.2703593482465,-100.599200823441,-19.7014041862451,-62.3510101568672,-8.75857015992851,-12.1799133044907
11.2733256371049,2.30362906000852,-65083858.504883,-8.17839926532174,-3605099678.26386,-18560.3560945853,-1445.36563138832,-1108.76037405078,-103.728481767182,-14.3548646432392,-12.5643098434284,-24.0611608492488,-11.3671899521201,-4.2264563477909,-18.2108404867634,-100.011925790134,-19.6309105188483,-61.9722763617588,-8.73816727580958,-12.1225239806287
11.3777413322149,2.30407076965088,-62327692.5059234,-8.13365217371619,-3292885048.33352,-17849.3571022375,-1434.19647364496,-1100.46522481104,-103.143769694542,-14.3074546321218,-12.5073679874671,-23.9505898008915,-11.3134874757242,-4.21193125328894,-18.1514657723517,-99.4278423395504,-19.5606258789449,-61.5957256685832,-8.71775260415461,-12.0653399911348
11.4831241454351,2.30451311480281,-59693132.8097393,-8.08911609756501,-3008566301.54177,-17167.3893059466,-1423.11205112745,-1092.23078998768,-102.562151738861,-14.2601744787137,-12.4506170972132,-23.8404315275712,-11.2599689635818,-4.19742699089426,-18.0922348618496,-98.8469335277768,-19.4905496779762,-61.2213458845724,-8.69732516185092,-12.0083605400108
11.5894830343981,2.30495609631297,-57174607.9665102,-8.04478997669435,-2749577669.16807,-16513.1999505769,-1412.11172630975,-1084.05662920503,-101.983610763855,-14.2130238496993,-12.394056557998,-23.7306845620309,-11.2066338245185,-4.18294352617735,-18.0331474130252,-98.2691825005539,-19.4206813291741,-60.8491248846211,-8.67688396766077,-11.951584834381
11.6968270397039,2.30539971503056,-54766810.8467302,-8.00067275656188,-2513595857.35371,-15885.5930542929,-1401.19486644553,-1075.94230526976,-101.408129559093,-14.1660024121502,-12.3376857572021,-23.6213474422722,-11.1534814693121,-4.16848082479787,-17.9742030845748,-97.6945724928053,-19.3510202475564,-60.4790506109118,-8.65642804306784,-11.8950120844836
11.805165285688,2.30584397180528,-52464685.686822,-7.95676338822523,-2298516541.05482,-15283.4267195209,-1390.36084353239,-1067.88738414784,-100.835690820064,-14.119109833433,-12.2815040842487,-23.5124187115362,-11.1005113106869,-4.15403885250472,-17.9154015361202,-97.1230868281665,-19.2815658499216,-60.1111110725432,-8.63595641312841,-11.838641503661
11.9145069811978,2.30628886748734,-50263415.7893062,-7.91306082831059,-2102433192.18559,-14705.6105765099,-1379.60903427631,-1059.89143494171,-100.266277126439,-14.0723457811036,-12.2255109305968,-23.4038969182857,-11.0477227633069,-4.13961757513602,-17.8567424282076,-96.5547089185162,-19.2123175548441,-59.7452943451598,-8.61546810732601,-11.7824723083513
12.0248614203741,2.30673440292744,-48158411.8434845,-7.86956403898167,-1923618004.8208,-14151.1033527072,-1368.93882005649,-1051.95402986758,-99.6998709184357,-14.0257099227854,-12.1697056897351,-23.2957806161858,-10.99511524377,-4.1252169586191,-17.798225422305,-95.9894222635105,-19.1432747826694,-59.3815885705838,-8.59496216042807,-11.7265037180789
12.1362379834424,2.30718057897677,-46145300.8344198,-7.82627198790853,-1760504704.94392,-13618.9105615218,-1358.34958689027,-1044.07474423294,-99.1364544712245,-13.9792019260315,-12.1140877571752,-23.188068364086,-10.9426881706015,-4.11083696897056,-17.7398501808003,-95.4272104501197,-19.0744369555086,-59.0199819564489,-8.57443761334312,-11.6707349554458
12.2486461375093,2.30762739648703,-44219915.5097163,-7.78318364823696,-1611673054.23633,-13108.0823043895,-1347.84072539848,-1036.2531564142,-98.5760098673059,-13.9328214581659,-12.0586565304451,-23.0807587260015,-10.890440964248,-4.09647757229625,-17.6816163669995,-94.8680571521672,-19.0058034972344,-58.6604627758367,-8.55389351397729,-11.6151652461225
