Shell,Y,k / eV,,,,,,,,,,
,,1500,2000,3000,4000,5000,6000,7000,8000,9000,10000,
3s1/2,?,2.613E+01,1.586E+01,7.492E+00,4.263E+00,2.704E+00,1.844E+00,1.323E+00,9.875E-01,7.594E-01,5.983E-01,
Eb=,?,1.991E+00,1.994E+00,1.997E+00,1.997E+00,1.995E+00,1.991E+00,1.987E+00,1.981E+00,1.974E+00,1.967E+00,
393.6 eV,?,-1.840E-02,-8.140E-02,-5.440E-02,6.080E-02,2.070E-01,3.620E-01,5.170E-01,6.680E-01,8.130E-01,9.520E-01,
,?,-6.340E-05,-7.270E-05,-8.300E-05,-8.820E-05,-9.080E-05,-9.170E-05,-9.150E-05,-9.060E-05,-8.900E-05,-8.670E-05,
3p1/2,?,3.202E+01,1.745E+01,6.783E+00,3.276E+00,1.809E+00,1.094E+00,7.065E-01,4.799E-01,3.391E-01,2.473E-01,
Eb=,?,1.614E+00,1.583E+00,1.492E+00,1.401E+00,1.317E+00,1.239E+00,1.169E+00,1.104E+00,1.045E+00,9.900E-01,
312.4 eV,?,6.070E-02,2.050E-01,4.890E-01,7.210E-01,9.070E-01,1.060E+00,1.180E+00,1.290E+00,1.370E+00,1.450E+00,
,?,4.110E-03,8.320E-03,1.930E-02,3.260E-02,4.730E-02,6.250E-02,7.790E-02,9.330E-02,1.090E-01,1.240E-01,
3p3/2,?,6.225E+01,3.342E+01,1.274E+01,6.070E+00,3.316E+00,1.987E+00,1.274E+00,8.593E-01,6.035E-01,4.378E-01,
Eb=,?,1.640E+00,1.614E+00,1.531E+00,1.443E+00,1.360E+00,1.284E+00,1.213E+00,1.149E+00,1.090E+00,1.035E+00,
300.3 eV,?,6.730E-02,2.170E-01,5.100E-01,7.500E-01,9.420E-01,1.100E+00,1.220E+00,1.330E+00,1.420E+00,1.490E+00,
,?,5.870E-03,9.970E-03,1.990E-02,3.210E-02,4.560E-02,5.970E-02,7.420E-02,8.870E-02,1.030E-01,1.180E-01,
3d3/2,?,2.933E+01,1.155E+01,2.866E+00,1.012E+00,4.401E-01,2.194E-01,1.206E-01,7.130E-02,4.460E-02,2.919E-02,
Eb=,?,1.177E+00,1.094E+00,9.340E-01,8.050E-01,7.040E-01,6.230E-01,5.560E-01,4.980E-01,4.490E-01,4.050E-01,
159.6 eV,?,4.600E-01,6.110E-01,8.220E-01,9.560E-01,1.050E+00,1.110E+00,1.160E+00,1.190E+00,1.220E+00,1.240E+00,
,?,7.220E-02,9.220E-02,1.340E-01,1.750E-01,2.140E-01,2.520E-01,2.880E-01,3.210E-01,3.530E-01,3.830E-01,
3d5/2,?,4.246E+01,1.667E+01,4.115E+00,1.446E+00,6.261E-01,3.109E-01,1.703E-01,1.003E-01,6.255E-02,4.081E-02,
