Shell,Xe,k / eV,,,,,,,,,,
,,1500,2000,3000,4000,5000,6000,7000,8000,9000,10000,
3s1/2,?,4.787E+01,3.175E+01,1.643E+01,9.886E+00,6.542E+00,4.619E+00,3.415E+00,2.615E+00,2.057E+00,1.654E+00,
Eb=,?,1.962E+00,1.966E+00,1.974E+00,1.981E+00,1.985E+00,1.988E+00,1.989E+00,1.989E+00,1.988E+00,1.986E+00,
1148.4 eV,?,6.130E-01,3.070E-01,5.430E-03,-1.040E-01,-1.190E-01,-8.240E-02,-1.660E-02,6.730E-02,1.620E-01,2.640E-01,
,?,-6.170E-05,-2.350E-04,-3.680E-04,-4.320E-04,-4.680E-04,-4.920E-04,-5.120E-04,-5.260E-04,-5.370E-04,-5.460E-04,
3p1/2,?,6.968E+01,4.473E+01,2.110E+01,1.153E+01,6.976E+00,4.533E+00,3.106E+00,2.216E+00,1.634E+00,1.237E+00,
Eb=,?,1.409E+00,1.563E+00,1.608E+00,1.579E+00,1.535E+00,1.486E+00,1.438E+00,1.389E+00,1.342E+00,1.297E+00,
999.0 eV,?,1.830E-01,-3.720E-03,4.970E-02,2.430E-01,4.450E-01,6.350E-01,8.090E-01,9.640E-01,1.100E+00,1.220E+00,
,?,1.970E-02,3.010E-03,2.930E-03,7.770E-03,1.430E-02,2.230E-02,3.130E-02,4.080E-02,5.060E-02,6.050E-02,
3p3/2,?,1.470E+02,9.012E+01,4.044E+01,2.145E+01,1.270E+01,8.111E+00,5.478E+00,3.861E+00,2.815E+00,2.110E+00,
Eb=,?,1.454E+00,1.601E+00,1.659E+00,1.641E+00,1.604E+00,1.561E+00,1.515E+00,1.469E+00,1.424E+00,1.379E+00,
937.0 eV,?,1.090E-01,-2.960E-02,6.340E-02,2.750E-01,4.920E-01,6.950E-01,8.790E-01,1.040E+00,1.190E+00,1.320E+00,
,?,1.310E-02,4.850E-03,8.010E-03,1.280E-02,1.820E-02,2.460E-02,3.190E-02,3.980E-02,4.780E-02,5.610E-02,
3d3/2,?,1.927E+02,8.467E+01,2.461E+01,9.722E+00,4.596E+00,2.446E+00,1.416E+00,8.741E-01,5.674E-01,3.835E-01,
Eb=,?,1.161E+00,1.233E+00,1.200E+00,1.117E+00,1.031E+00,9.490E-01,8.720E-01,8.030E-01,7.410E-01,6.850E-01,
690.6 eV,?,5.310E-02,2.560E-01,5.910E-01,8.320E-01,1.020E+00,1.160E+00,1.270E+00,1.350E+00,1.420E+00,1.480E+00,
,?,4.180E-02,6.030E-02,8.880E-02,1.150E-01,1.430E-01,1.710E-01,1.970E-01,2.230E-01,2.480E-01,2.720E-01,
3d5/2,?,2.760E+02,1.205E+02,3.472E+01,1.363E+01,6.407E+00,3.392E+00,1.955E+00,1.201E+00,7.765E-01,5.228E-01,
Eb=,?,1.176E+00,1.224E+00,1.169E+00,1.079E+00,9.930E-01,9.130E-01,8.400E-01,7.750E-01,7.180E-01,6.670E-01,
674.7 eV,?,7.120E-02,2.750E-01,6.020E-01,8.330E-01,1.010E+00,1.140E+00,1.250E+00,1.330E+00,1.400E+00,1.460E+00,
,?,4.110E-02,6.010E-02,9.110E-02,1.200E-01,1.500E-01,1.800E-01,2.080E-01,2.340E-01,2.600E-01,2.850E-01,
4s1/2,?,1.291E+01,7.811E+00,3.738E+00,2.176E+00,1.416E+00,9.893E-01,7.266E-01,5.535E-01,4.339E-01,3.479E-01,
Eb=,?,1.974E+00,1.976E+00,1.981E+00,1.985E+00,1.988E+00,1.989E+00,1.989E+00,1.988E+00,1.986E+00,1.984E+00,
217.7 eV,?,1.250E-01,2.070E-02,-9.060E-02,-1.140E-01,-8.700E-02,-2.940E-02,4.780E-02,1.380E-01,2.350E-01,3.380E-01,
,?,-2.180E-04,-2.790E-04,-3.590E-04,-4.060E-04,-4.360E-04,-4.600E-04,-4.790E-04,-4.940E-04,-5.070E-04,-5.150E-04,
4p1/2,?,1.510E+01,8.959E+00,4.004E+00,2.158E+00,1.301E+00,8.460E-01,5.805E-01,4.150E-01,3.065E-01,2.324E-01,
Eb=,?,1.692E+00,1.689E+00,1.644E+00,1.587E+00,1.531E+00,1.476E+00,1.424E+00,1.373E+00,1.325E+00,1.279E+00,
163.9 eV,?,-2.130E-02,-2.990E-03,1.540E-01,3.480E-01,5.360E-01,7.120E-01,8.720E-01,1.020E+00,1.140E+00,1.260E+00,
,?,-1.240E-03,-7.890E-04,1.880E-03,6.700E-03,1.340E-02,2.160E-02,3.060E-02,4.010E-02,4.990E-02,5.990E-02,
4p3/2,?,3.064E+01,1.768E+01,7.608E+00,3.996E+00,2.363E+00,1.512E+00,1.023E+00,7.228E-01,5.282E-01,3.967E-01,
Eb=,?,1.710E+00,1.722E+00,1.696E+00,1.651E+00,1.601E+00,1.551E+00,1.502E+00,1.454E+00,1.407E+00,1.362E+00,
156.5 eV,?,-3.220E-02,-3.020E-03,1.710E-01,3.790E-01,5.810E-01,7.680E-01,9.380E-01,1.090E+00,1.230E+00,1.350E+00,
,?,1.340E-03,3.080E-03,6.650E-03,1.100E-02,1.650E-02,2.320E-02,3.050E-02,3.840E-02,4.660E-02,5.500E-02,
4d3/2,?,2.336E+01,1.095E+01,3.441E+00,1.427E+00,6.967E-01,3.793E-01,2.233E-01,1.396E-01,9.154E-02,6.238E-02,
Eb=,?,1.355E+00,1.317E+00,1.207E+00,1.102E+00,1.009E+00,9.240E-01,8.480E-01,7.790E-01,7.190E-01,6.640E-01,
69.5 eV,?,2.110E-01,3.820E-01,6.570E-01,8.650E-01,1.030E+00,1.160E+00,1.260E+00,1.350E+00,1.410E+00,1.470E+00,
,?,3.820E-02,5.270E-02,8.030E-02,1.090E-01,1.390E-01,1.670E-01,1.940E-01,2.200E-01,2.460E-01,2.710E-01,
4d5/2,?,3.354E+01,1.561E+01,4.857E+00,1.998E+00,9.693E-01,5.246E-01,3.073E-01,1.912E-01,1.248E-01,8.467E-02,
Eb=,?,1.339E+00,1.288E+00,1.166E+00,1.059E+00,9.670E-01,8.860E-01,8.150E-01,7.520E-01,6.960E-01,6.470E-01,
67.6 eV,?,2.240E-01,3.930E-01,6.600E-01,8.600E-01,1.020E+00,1.140E+00,1.240E+00,1.330E+00,1.390E+00,1.450E+00,
,?,3.810E-02,5.350E-02,8.370E-02,1.150E-01,1.460E-01,1.760E-01,2.050E-01,2.320E-01,2.590E-01,2.840E-01,
5s1/2,?,1.719E+00,1.029E+00,4.863E-01,2.812E-01,1.822E-01,1.270E-01,9.310E-02,7.084E-02,5.547E-02,4.444E-02,
Eb=,?,1.975E+00,1.978E+00,1.982E+00,1.986E+00,1.988E+00,1.989E+00,1.989E+00,1.988E+00,1.986E+00,1.983E+00,
23.4 eV,?,8.120E-02,-6.680E-03,-9.810E-02,-1.120E-01,-7.940E-02,-1.830E-02,6.060E-02,1.510E-01,2.480E-01,3.500E-01,
,?,-2.260E-04,-2.820E-04,-3.560E-04,-4.010E-04,-4.330E-04,-4.550E-04,-4.740E-04,-4.870E-04,-4.990E-04,-5.080E-04,
5p1/2,?,1.503E+00,8.842E-01,3.918E-01,2.104E-01,1.266E-01,8.223E-02,5.640E-02,4.032E-02,2.978E-02,2.258E-02,
Eb=,?,1.714E+00,1.702E+00,1.649E+00,1.588E+00,1.529E+00,1.473E+00,1.420E+00,1.371E+00,1.324E+00,1.279E+00,
13.4 eV,?,-2.510E-02,6.150E-03,1.700E-01,3.650E-01,5.520E-01,7.240E-01,8.800E-01,1.020E+00,1.150E+00,1.260E+00,
,?,-1.650E-03,-1.080E-03,1.640E-03,6.550E-03,1.310E-02,2.080E-02,2.960E-02,3.900E-02,4.890E-02,5.920E-02,
5p3/2,?,2.885E+00,1.653E+00,7.066E-01,3.702E-01,2.186E-01,1.398E-01,9.458E-02,6.682E-02,4.884E-02,3.668E-02,
Eb=,?,1.733E+00,1.735E+00,1.701E+00,1.651E+00,1.599E+00,1.548E+00,1.498E+00,1.450E+00,1.405E+00,1.361E+00,
12.1 eV,?,-3.280E-02,7.790E-03,1.880E-01,3.970E-01,5.970E-01,7.800E-01,9.460E-01,1.100E+00,1.230E+00,1.350E+00,
,?,1.160E-03,2.860E-03,6.360E-03,1.080E-02,1.610E-02,2.240E-02,2.940E-02,3.710E-02,4.540E-02,5.410E-02,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
