Shell,Yb,k / eV,,,,,,,,,,
,,1500,2000,3000,4000,5000,6000,7000,8000,9000,10000,
4s1/2,?,2.221E+01,1.435E+01,7.364E+00,4.450E+00,2.967E+00,2.112E+00,1.576E+00,1.219E+00,9.683E-01,7.863E-01,
Eb=,?,1.915E+00,1.921E+00,1.931E+00,1.938E+00,1.945E+00,1.951E+00,1.956E+00,1.959E+00,1.962E+00,1.964E+00,
487.2 eV,?,4.540E-01,3.320E-01,1.270E-01,-9.510E-03,-9.360E-02,-1.380E-01,-1.530E-01,-1.470E-01,-1.240E-01,-8.850E-02,
,?,-3.100E-04,-6.520E-04,-1.070E-03,-1.340E-03,-1.530E-03,-1.670E-03,-1.780E-03,-1.870E-03,-1.940E-03,-2.010E-03,
4p1/2,?,2.631E+01,1.754E+01,9.035E+00,5.330E+00,3.438E+00,2.361E+00,1.698E+00,1.265E+00,9.698E-01,7.605E-01,
Eb=,?,1.577E+00,1.651E+00,1.690E+00,1.681E+00,1.657E+00,1.627E+00,1.594E+00,1.561E+00,1.528E+00,1.495E+00,
396.7 eV,?,2.370E-01,8.340E-02,-1.900E-02,2.950E-02,1.400E-01,2.740E-01,4.140E-01,5.530E-01,6.880E-01,8.170E-01,
,?,2.450E-03,-2.070E-03,-3.630E-03,-3.200E-03,-1.570E-03,1.120E-03,4.810E-03,9.270E-03,1.440E-02,2.010E-02,
4p3/2,?,6.087E+01,3.810E+01,1.818E+01,1.022E+01,6.358E+00,4.243E+00,2.980E+00,2.176E+00,1.638E+00,1.265E+00,
Eb=,?,1.569E+00,1.661E+00,1.731E+00,1.745E+00,1.737E+00,1.719E+00,1.696E+00,1.670E+00,1.642E+00,1.613E+00,
343.5 eV,?,1.400E-01,1.860E-02,-3.980E-02,3.770E-02,1.710E-01,3.260E-01,4.840E-01,6.410E-01,7.910E-01,9.340E-01,
,?,2.240E-03,8.080E-04,3.870E-03,7.110E-03,9.930E-03,1.270E-02,1.560E-02,1.880E-02,2.240E-02,2.610E-02,
4d3/2,?,7.298E+01,3.961E+01,1.481E+01,6.846E+00,3.628E+00,2.112E+00,1.317E+00,8.654E-01,5.926E-01,4.197E-01,
Eb=,?,1.287E+00,1.358E+00,1.368E+00,1.322E+00,1.261E+00,1.198E+00,1.135E+00,1.075E+00,1.018E+00,9.630E-01,
198.1 eV,?,-3.590E-02,4.970E-02,3.110E-01,5.690E-01,7.930E-01,9.810E-01,1.140E+00,1.280E+00,1.390E+00,1.490E+00,
,?,1.350E-02,2.670E-02,4.870E-02,6.820E-02,8.740E-02,1.070E-01,1.260E-01,1.450E-01,1.640E-01,1.820E-01,
4d5/2,?,1.044E+02,5.588E+01,2.053E+01,9.380E+00,4.923E+00,2.842E+00,1.760E+00,1.149E+00,7.819E-01,5.506E-01,
Eb=,?,1.324E+00,1.359E+00,1.329E+00,1.262E+00,1.189E+00,1.120E+00,1.055E+00,9.940E-01,9.380E-01,8.850E-01,
184.9 eV,?,-2.690E-02,7.390E-02,3.440E-01,5.970E-01,8.090E-01,9.850E-01,1.130E+00,1.260E+00,1.370E+00,1.460E+00,
,?,1.330E-02,2.560E-02,4.830E-02,7.060E-02,9.330E-02,1.160E-01,1.390E-01,1.610E-01,1.820E-01,2.030E-01,
4f5/2,?,2.959E+01,1.100E+01,2.484E+00,8.188E-01,3.370E-01,1.605E-01,8.466E-02,4.818E-02,2.908E-02,1.840E-02,
Eb=,?,1.061E+00,1.029E+00,9.260E-01,8.250E-01,7.380E-01,6.650E-01,6.010E-01,5.460E-01,4.950E-01,4.500E-01,
7.0 eV,?,3.600E-01,5.200E-01,7.630E-01,9.280E-01,1.050E+00,1.130E+00,1.200E+00,1.260E+00,1.310E+00,1.350E+00,
,?,9.910E-02,1.250E-01,1.730E-01,2.180E-01,2.620E-01,3.020E-01,3.400E-01,3.750E-01,4.080E-01,4.400E-01,
4f7/2,?,3.719E+01,1.377E+01,3.089E+00,1.012E+00,4.146E-01,1.965E-01,1.033E-01,5.856E-02,3.524E-02,2.223E-02,
Eb=,?,1.056E+00,1.020E+00,9.150E-01,8.170E-01,7.350E-01,6.660E-01,6.060E-01,5.540E-01,5.080E-01,4.660E-01,
5.8 eV,?,3.680E-01,5.290E-01,7.720E-01,9.360E-01,1.050E+00,1.140E+00,1.210E+00,1.260E+00,1.310E+00,1.340E+00,
,?,9.900E-02,1.250E-01,1.740E-01,2.200E-01,2.650E-01,3.060E-01,3.440E-01,3.800E-01,4.140E-01,4.460E-01,
5s1/2,?,3.571E+00,2.242E+00,1.123E+00,6.707E-01,4.439E-01,3.144E-01,2.337E-01,1.801E-01,1.428E-01,1.158E-01,
Eb=,?,1.923E+00,1.928E+00,1.935E+00,1.942E+00,1.948E+00,1.953E+00,1.957E+00,1.961E+00,1.963E+00,1.965E+00,
54.1 eV,?,3.160E-01,2.210E-01,6.210E-02,-4.800E-02,-1.140E-01,-1.460E-01,-1.520E-01,-1.390E-01,-1.110E-01,-7.250E-02,
,?,-5.040E-04,-7.580E-04,-1.110E-03,-1.350E-03,-1.520E-03,-1.660E-03,-1.760E-03,-1.840E-03,-1.910E-03,-1.970E-03,
5p1/2,?,3.329E+00,2.154E+00,1.085E+00,6.343E-01,4.070E-01,2.786E-01,1.999E-01,1.488E-01,1.139E-01,8.931E-02,
Eb=,?,1.668E+00,1.705E+00,1.713E+00,1.693E+00,1.663E+00,1.630E+00,1.595E+00,1.560E+00,1.526E+00,1.492E+00,
27.4 eV,?,1.300E-01,2.740E-02,-1.830E-02,5.140E-02,1.700E-01,3.050E-01,4.450E-01,5.810E-01,7.130E-01,8.390E-01,
,?,-3.410E-03,-4.060E-03,-4.300E-03,-3.740E-03,-2.110E-03,5.940E-04,4.240E-03,8.690E-03,1.380E-02,1.940E-02,
5p3/2,?,6.948E+00,4.268E+00,2.008E+00,1.122E+00,6.961E-01,4.636E-01,3.252E-01,2.373E-01,1.785E-01,1.378E-01,
Eb=,?,1.651E+00,1.712E+00,1.754E+00,1.757E+00,1.744E+00,1.722E+00,1.697E+00,1.669E+00,1.640E+00,1.611E+00,
21.4 eV,?,6.810E-02,-1.430E-02,-3.070E-02,6.240E-02,2.010E-01,3.560E-01,5.130E-01,6.670E-01,8.140E-01,9.540E-01,
,?,-1.240E-03,8.260E-05,3.710E-03,6.700E-03,9.310E-03,1.190E-02,1.470E-02,1.780E-02,2.130E-02,2.500E-02,
6s1/2,?,2.108E-01,1.316E-01,6.562E-02,3.911E-02,2.585E-02,1.829E-02,1.359E-02,1.047E-02,8.295E-03,6.721E-03,
Eb=,?,1.923E+00,1.928E+00,1.935E+00,1.942E+00,1.948E+00,1.953E+00,1.957E+00,1.960E+00,1.963E+00,1.964E+00,
6.0 eV,?,3.080E-01,2.150E-01,5.790E-02,-5.050E-02,-1.150E-01,-1.460E-01,-1.520E-01,-1.390E-01,-1.120E-01,-7.230E-02,
,?,-5.150E-04,-7.660E-04,-1.120E-03,-1.350E-03,-1.520E-03,-1.650E-03,-1.750E-03,-1.850E-03,-1.930E-03,-1.990E-03,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
