Shell,W,k / eV,,,,,,,,,,
,,1500,2000,3000,4000,5000,6000,7000,8000,9000,10000,
4s1/2,?,2.379E+01,1.568E+01,8.236E+00,5.047E+00,3.396E+00,2.434E+00,1.825E+00,1.416E+00,1.129E+00,9.195E-01,
Eb=,?,1.884E+00,1.896E+00,1.909E+00,1.918E+00,1.925E+00,1.932E+00,1.938E+00,1.942E+00,1.946E+00,1.950E+00,
595.0 eV,?,5.500E-01,4.280E-01,2.170E-01,6.260E-02,-4.360E-02,-1.120E-01,-1.500E-01,-1.650E-01,-1.610E-01,-1.440E-01,
,?,-1.500E-04,-6.820E-04,-1.300E-03,-1.690E-03,-1.970E-03,-2.180E-03,-2.350E-03,-2.490E-03,-2.610E-03,-2.710E-03,
4p1/2,?,2.777E+01,1.914E+01,1.027E+01,6.219E+00,4.086E+00,2.845E+00,2.070E+00,1.557E+00,1.203E+00,9.506E-01,
Eb=,?,1.507E+00,1.617E+00,1.681E+00,1.687E+00,1.673E+00,1.650E+00,1.623E+00,1.594E+00,1.564E+00,1.534E+00,
491.6 eV,?,3.440E-01,1.700E-01,-4.960E-04,-5.010E-03,7.030E-02,1.820E-01,3.090E-01,4.400E-01,5.690E-01,6.940E-01,
,?,6.820E-03,-1.170E-03,-4.310E-03,-4.440E-03,-3.480E-03,-1.570E-03,1.170E-03,4.610E-03,8.650E-03,1.310E-02,
4p3/2,?,6.838E+01,4.361E+01,2.136E+01,1.221E+01,7.692E+00,5.182E+00,3.668E+00,2.696E+00,2.042E+00,1.584E+00,
Eb=,?,1.494E+00,1.617E+00,1.714E+00,1.745E+00,1.750E+00,1.741E+00,1.726E+00,1.705E+00,1.683E+00,1.658E+00,
425.3 eV,?,2.130E-01,7.330E-02,-4.310E-02,-1.180E-02,9.100E-02,2.260E-01,3.740E-01,5.240E-01,6.710E-01,8.120E-01,
,?,5.050E-03,7.770E-04,3.090E-03,6.740E-03,9.860E-03,1.270E-02,1.530E-02,1.800E-02,2.070E-02,2.350E-02,
4d3/2,?,8.775E+01,4.946E+01,1.936E+01,9.201E+00,4.970E+00,2.936E+00,1.853E+00,1.230E+00,8.498E-01,6.068E-01,
Eb=,?,1.229E+00,1.333E+00,1.379E+00,1.354E+00,1.306E+00,1.251E+00,1.193E+00,1.137E+00,1.083E+00,1.032E+00,
258.8 eV,?,-4.630E-02,-6.060E-03,2.170E-01,4.720E-01,7.030E-01,9.030E-01,1.070E+00,1.220E+00,1.350E+00,1.460E+00,
,?,8.610E-03,2.100E-02,4.310E-02,6.200E-02,7.980E-02,9.700E-02,1.140E-01,1.300E-01,1.470E-01,1.630E-01,
4d5/2,?,1.259E+02,6.980E+01,2.677E+01,1.255E+01,6.708E+00,3.926E+00,2.458E+00,1.620E+00,1.112E+00,7.891E-01,
Eb=,?,1.292E+00,1.352E+00,1.349E+00,1.296E+00,1.232E+00,1.166E+00,1.103E+00,1.044E+00,9.890E-01,9.390E-01,
245.4 eV,?,-4.620E-02,1.440E-02,2.560E-01,5.090E-01,7.320E-01,9.190E-01,1.080E+00,1.210E+00,1.330E+00,1.430E+00,
,?,8.950E-03,2.000E-02,4.180E-02,6.300E-02,8.420E-02,1.050E-01,1.250E-01,1.450E-01,1.650E-01,1.840E-01,
4f5/2,?,5.206E+01,2.008E+01,4.740E+00,1.600E+00,6.687E-01,3.223E-01,1.718E-01,9.876E-02,6.017E-02,3.840E-02,
Eb=,?,1.058E+00,1.045E+00,9.610E-01,8.660E-01,7.790E-01,7.060E-01,6.420E-01,5.870E-01,5.380E-01,4.920E-01,
37.4 eV,?,3.000E-01,4.590E-01,7.200E-01,9.060E-01,1.040E+00,1.140E+00,1.220E+00,1.280E+00,1.340E+00,1.380E+00,
,?,9.200E-02,1.170E-01,1.630E-01,2.060E-01,2.460E-01,2.840E-01,3.210E-01,3.560E-01,3.900E-01,4.210E-01,
4f7/2,?,6.659E+01,2.559E+01,5.999E+00,2.013E+00,8.370E-01,4.015E-01,2.131E-01,1.220E-01,7.410E-02,4.714E-02,
Eb=,?,1.055E+00,1.037E+00,9.490E-01,8.550E-01,7.720E-01,7.020E-01,6.430E-01,5.910E-01,5.460E-01,5.040E-01,
35.1 eV,?,3.090E-01,4.700E-01,7.320E-01,9.160E-01,1.050E+00,1.150E+00,1.220E+00,1.280E+00,1.340E+00,1.380E+00,
,?,9.200E-02,1.170E-01,1.630E-01,2.070E-01,2.490E-01,2.880E-01,3.260E-01,3.620E-01,3.960E-01,4.280E-01,
5s1/2,?,4.491E+00,2.842E+00,1.445E+00,8.728E-01,5.822E-01,4.147E-01,3.096E-01,2.394E-01,1.903E-01,1.547E-01,
Eb=,?,1.899E+00,1.906E+00,1.915E+00,1.923E+00,1.929E+00,1.935E+00,1.940E+00,1.945E+00,1.948E+00,1.951E+00,
77.1 eV,?,3.750E-01,2.880E-01,1.280E-01,5.150E-03,-7.900E-02,-1.310E-01,-1.580E-01,-1.640E-01,-1.540E-01,-1.320E-01,
,?,-5.500E-04,-8.970E-04,-1.380E-03,-1.720E-03,-1.970E-03,-2.170E-03,-2.330E-03,-2.460E-03,-2.580E-03,-2.670E-03,
5p1/2,?,4.230E+00,2.791E+00,1.451E+00,8.677E-01,5.663E-01,3.928E-01,2.849E-01,2.139E-01,1.651E-01,1.303E-01,
Eb=,?,1.642E+00,1.691E+00,1.715E+00,1.705E+00,1.683E+00,1.655E+00,1.626E+00,1.595E+00,1.564E+00,1.533E+00,
46.7 eV,?,2.000E-01,7.860E-02,-1.790E-02,9.850E-03,9.860E-02,2.150E-01,3.440E-01,4.740E-01,6.010E-01,7.240E-01,
,?,-3.780E-03,-4.800E-03,-5.210E-03,-5.020E-03,-4.020E-03,-2.110E-03,6.610E-04,4.170E-03,8.210E-03,1.270E-02,
5p3/2,?,9.743E+00,6.052E+00,2.908E+00,1.650E+00,1.035E+00,6.960E-01,4.918E-01,3.611E-01,2.733E-01,2.119E-01,
Eb=,?,1.613E+00,1.686E+00,1.747E+00,1.763E+00,1.760E+00,1.748E+00,1.729E+00,1.707E+00,1.683E+00,1.658E+00,
36.5 eV,?,1.150E-01,1.660E-02,-4.460E-02,1.000E-02,1.220E-01,2.600E-01,4.080E-01,5.570E-01,7.020E-01,8.410E-01,
,?,-1.610E-03,-8.460E-04,3.040E-03,6.470E-03,9.310E-03,1.190E-02,1.440E-02,1.710E-02,1.990E-02,2.270E-02,
5d3/2,?,5.161E+00,2.899E+00,1.141E+00,5.453E-01,2.957E-01,1.752E-01,1.108E-01,7.372E-02,5.103E-02,3.649E-02,
Eb=,?,1.323E+00,1.385E+00,1.401E+00,1.365E+00,1.311E+00,1.253E+00,1.195E+00,1.137E+00,1.082E+00,1.029E+00,
6.1 eV,?,-3.570E-02,2.350E-02,2.500E-01,4.990E-01,7.240E-01,9.210E-01,1.090E+00,1.230E+00,1.360E+00,1.470E+00,
,?,9.270E-03,2.120E-02,4.160E-02,5.970E-02,7.730E-02,9.490E-02,1.120E-01,1.300E-01,1.470E-01,1.630E-01,
6s1/2,?,3.593E-01,2.257E-01,1.139E-01,6.861E-02,4.567E-02,3.248E-02,2.422E-02,1.871E-02,1.486E-02,1.207E-02,
Eb=,?,1.899E+00,1.906E+00,1.915E+00,1.922E+00,1.929E+00,1.935E+00,1.940E+00,1.945E+00,1.949E+00,1.952E+00,
