Shell,V,k / eV,,,,,,,,,,
,,1500,2000,3000,4000,5000,6000,7000,8000,9000,10000,
2s1/2,?,4.700E+01,2.709E+01,1.170E+01,6.186E+00,3.690E+00,2.386E+00,1.635E+00,1.170E+00,8.671E-01,6.605E-01,
Eb=,?,2.000E+00,1.999E+00,1.995E+00,1.988E+00,1.979E+00,1.971E+00,1.962E+00,1.952E+00,1.943E+00,1.933E+00,
628.2 eV,?,-2.680E-02,9.480E-02,3.730E-01,6.240E-01,8.460E-01,1.040E+00,1.220E+00,1.390E+00,1.540E+00,1.680E+00,
,?,-1.150E-05,-1.010E-05,-8.320E-06,-7.260E-06,-6.240E-06,-5.040E-06,-3.590E-06,-1.880E-06,2.030E-07,2.670E-06,
2p1/2,?,4.025E+01,1.745E+01,5.092E+00,2.048E+00,9.893E-01,5.390E-01,3.198E-01,2.022E-01,1.343E-01,9.286E-02,
Eb=,?,1.418E+00,1.326E+00,1.156E+00,1.015E+00,8.960E-01,7.980E-01,7.140E-01,6.420E-01,5.790E-01,5.240E-01,
520.5 eV,?,4.280E-01,5.940E-01,8.100E-01,9.470E-01,1.040E+00,1.110E+00,1.160E+00,1.210E+00,1.240E+00,1.270E+00,
,?,3.170E-02,4.320E-02,6.950E-02,9.590E-02,1.220E-01,1.460E-01,1.700E-01,1.920E-01,2.130E-01,2.330E-01,
2p3/2,?,7.788E+01,3.361E+01,9.749E+00,3.904E+00,1.879E+00,1.020E+00,6.035E-01,3.805E-01,2.520E-01,1.738E-01,
Eb=,?,1.432E+00,1.342E+00,1.171E+00,1.031E+00,9.130E-01,8.150E-01,7.320E-01,6.610E-01,6.000E-01,5.460E-01,
512.9 eV,?,4.360E-01,6.050E-01,8.220E-01,9.580E-01,1.050E+00,1.120E+00,1.170E+00,1.210E+00,1.240E+00,1.270E+00,
,?,3.170E-02,4.300E-02,6.880E-02,9.480E-02,1.200E-01,1.450E-01,1.680E-01,1.900E-01,2.110E-01,2.310E-01,
3s1/2,?,6.658E+00,3.696E+00,1.548E+00,8.096E-01,4.807E-01,3.101E-01,2.122E-01,1.518E-01,1.125E-01,8.565E-02,
Eb=,?,1.999E+00,1.998E+00,1.992E+00,1.985E+00,1.977E+00,1.968E+00,1.959E+00,1.950E+00,1.941E+00,1.931E+00,
66.5 eV,?,8.240E-02,2.150E-01,4.720E-01,7.040E-01,9.130E-01,1.100E+00,1.270E+00,1.430E+00,1.580E+00,1.710E+00,
,?,-5.330E-06,-5.340E-06,-5.320E-06,-4.950E-06,-4.310E-06,-3.300E-06,-1.910E-06,-1.490E-07,2.000E-06,4.520E-06,
3p1/2,?,3.978E+00,1.799E+00,5.525E-01,2.288E-01,1.126E-01,6.213E-02,3.719E-02,2.367E-02,1.581E-02,1.097E-02,
Eb=,?,1.387E+00,1.275E+00,1.099E+00,9.610E-01,8.480E-01,7.550E-01,6.760E-01,6.080E-01,5.490E-01,4.970E-01,
40.0 eV,?,4.970E-01,6.280E-01,8.100E-01,9.330E-01,1.020E+00,1.090E+00,1.140E+00,1.190E+00,1.220E+00,1.250E+00,
,?,2.770E-02,4.120E-02,6.910E-02,9.630E-02,1.220E-01,1.470E-01,1.710E-01,1.940E-01,2.150E-01,2.350E-01,
3p3/2,?,7.603E+00,3.424E+00,1.045E+00,4.304E-01,2.110E-01,1.160E-01,6.918E-02,4.390E-02,2.923E-02,2.023E-02,
Eb=,?,1.400E+00,1.289E+00,1.115E+00,9.770E-01,8.650E-01,7.720E-01,6.940E-01,6.270E-01,5.690E-01,5.190E-01,
35.0 eV,?,5.040E-01,6.360E-01,8.190E-01,9.420E-01,1.030E+00,1.100E+00,1.150E+00,1.190E+00,1.220E+00,1.250E+00,
