PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
1.8633,9.8214E+05,0.0000E+00,0.0000E+00,8.1020E+05,1.7194E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.3533E+04,1.4536E+05,2.4713E+05,3.5418E+05,1.4308E+04,1.7313E+04,3.5889E+04,3.4825E+04,4.9655E+04,3.8541E+03,4.9041E+03,2.6755E+03,2.6161E+03,5.1702E+03,2.0278E+02,2.8155E+02,2.4781E+02,,,,,,
1.8782,1.0073E+06,0.0000E+00,0.0000E+00,8.3824E+05,1.6902E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.2755E+04,6.2991E+04,1.4352E+05,2.4205E+05,3.4692E+05,1.4122E+04,1.7090E+04,3.5383E+04,3.4173E+04,4.8710E+04,3.7443E+03,4.7639E+03,2.6388E+03,2.5807E+03,5.0950E+03,1.9899E+02,2.7622E+02,2.4432E+02,,,,,,
2,8.7504E+05,0.0000E+00,0.0000E+00,7.2751E+05,1.4752E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.9859E+04,5.8226E+04,1.2960E+05,2.0576E+05,2.9407E+05,1.2722E+04,1.5411E+04,3.1597E+04,2.9394E+04,4.1794E+04,2.9781E+03,3.7857E+03,2.3655E+03,2.3159E+03,4.5356E+03,1.7124E+02,2.3723E+02,2.1831E+02,,,,,,
3,3.3529E+05,0.0000E+00,0.0000E+00,2.7608E+05,5.9210E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.2352E+04,3.1928E+04,6.4568E+04,6.5390E+04,9.1840E+04,6.3210E+03,7.5091E+03,1.4523E+04,1.0354E+04,1.4492E+04,6.4307E+02,8.1259E+02,1.1463E+03,1.1035E+03,2.0560E+03,6.1177E+01,8.2077E+01,1.0677E+02,,,,,,
4,1.6479E+05,0.0000E+00,0.0000E+00,1.3476E+05,3.0033E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.4055E+04,1.9011E+04,3.6476E+04,2.7298E+04,3.7920E+04,3.7548E+03,4.2863E+03,7.9806E+03,4.6140E+03,6.3852E+03,2.0518E+02,2.5811E+02,6.7309E+02,6.2439E+02,1.1244E+03,2.7432E+01,3.6388E+01,6.2681E+01,,,,,,
5,9.3786E+04,0.0000E+00,0.0000E+00,7.6302E+04,1.7484E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,9.5601E+03,1.2204E+04,2.2579E+04,1.3447E+04,1.8512E+04,2.4769E+03,2.7011E+03,4.8881E+03,2.3781E+03,3.2612E+03,8.2094E+01,1.0287E+02,4.4100E+02,3.9170E+02,6.8729E+02,1.4204E+01,1.8671E+01,4.1070E+01,,,,,,
6,5.8770E+04,0.0000E+00,0.0000E+00,4.7625E+04,1.1145E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.8866E+03,8.2959E+03,1.4934E+04,7.3988E+03,1.0110E+04,1.7502E+03,1.8209E+03,3.2207E+03,1.3531E+03,1.8413E+03,3.8065E+01,4.7545E+01,3.1019E+02,2.6334E+02,4.5242E+02,8.1108E+00,1.0579E+01,2.8892E+01,,,,,,
7.2352,3.6161E+04,0.0000E+00,0.0000E+00,2.9192E+04,6.9690E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.8617E+03,5.4679E+03,9.5843E+03,3.9393E+03,5.3388E+03,1.2167E+03,1.1952E+03,2.0654E+03,7.4313E+02,1.0029E+03,1.6968E+01,2.1111E+01,2.1481E+02,1.7253E+02,2.9003E+02,4.4701E+00,5.7823E+00,2.0011E+01,,,,,,
7.2931,9.7419E+04,0.0000E+00,6.2003E+04,2.8586E+04,6.8299E+03,0.0000E+00,0.0000E+00,0.0000E+00,6.2003E+04,4.7886E+03,5.3695E+03,9.4006E+03,3.8336E+03,5.1935E+03,1.1978E+03,1.1735E+03,2.0259E+03,7.2407E+02,9.7679E+02,1.6387E+01,2.0384E+01,2.1144E+02,1.6939E+02,2.8449E+02,4.3561E+00,5.6327E+00,1.9698E+01,,,,,,
7.9393,7.8237E+04,0.0000E+00,4.9878E+04,2.2852E+04,5.5063E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.9878E+04,4.0724E+03,4.4133E+03,7.6385E+03,2.8635E+03,3.8646E+03,1.0131E+03,9.6406E+02,1.6468E+03,5.4791E+02,7.3626E+02,1.1221E+01,1.3811E+01,1.7857E+02,1.3907E+02,2.3126E+02,3.3013E+00,4.2521E+00,1.6637E+01,,,,,,
8,1.0508E+05,0.0000E+00,7.7277E+04,2.2398E+04,5.4006E+03,0.0000E+00,0.0000E+00,2.8405E+04,4.8872E+04,4.0134E+03,4.3356E+03,7.4965E+03,2.7891E+03,3.7631E+03,9.9795E+02,9.4706E+02,1.6163E+03,5.3428E+02,7.1769E+02,1.0850E+01,1.3352E+01,1.7588E+02,1.3662E+02,2.2697E+02,3.2196E+00,4.1454E+00,1.6386E+01,,,,,,
8.0029,1.0499E+05,0.0000E+00,7.7219E+04,2.2376E+04,5.3956E+03,0.0000E+00,0.0000E+00,2.8395E+04,4.8825E+04,4.0106E+03,4.3319E+03,7.4898E+03,2.7856E+03,3.7583E+03,9.9723E+02,9.4625E+02,1.6148E+03,5.3364E+02,7.1681E+02,1.0833E+01,1.3330E+01,1.7575E+02,1.3650E+02,2.2677E+02,3.2157E+00,4.1404E+00,1.6374E+01,,,,,,
8.343,9.4702E+04,0.0000E+00,6.9805E+04,2.0046E+04,4.8523E+03,0.0000E+00,0.0000E+00,2.5976E+04,4.3829E+04,3.7024E+03,3.9293E+03,6.7548E+03,2.4116E+03,3.2475E+03,9.1807E+02,8.5810E+02,1.4568E+03,4.6471E+02,6.2301E+02,9.0100E+00,1.1077E+01,1.6169E+02,1.2375E+02,2.0460E+02,2.8024E+00,3.6012E+00,1.5065E+01,,,,,,
8.4098,1.0718E+05,0.0000E+00,8.2798E+04,1.9627E+04,4.7544E+03,0.0000E+00,1.4483E+04,2.5377E+04,4.2937E+04,3.6458E+03,3.8562E+03,6.6215E+03,2.3457E+03,3.1575E+03,9.0358E+02,8.4210E+02,1.4283E+03,4.5251E+02,6.0642E+02,8.6966E+00,1.0689E+01,1.5912E+02,1.2144E+02,2.0058E+02,2.7292E+00,3.5058E+00,1.4826E+01,,,,,,
10,6.9383E+04,0.0000E+00,5.3957E+04,1.2380E+04,3.0454E+03,0.0000E+00,1.0851E+04,1.6328E+04,2.6777E+04,2.5954E+03,2.5425E+03,4.2636E+03,1.2757E+03,1.7030E+03,6.3747E+02,5.5541E+02,9.2184E+02,2.5176E+02,3.3455E+02,4.0044E+00,4.9011E+00,1.1198E+02,8.0044E+01,1.2953E+02,1.5228E+00,1.9396E+00,1.0436E+01,,,,,,
15,2.3760E+04,0.0000E+00,1.8555E+04,4.1524E+03,1.0524E+03,0.0000E+00,5.0524E+03,5.3053E+03,8.1977E+03,1.1332E+03,9.0631E+02,1.4389E+03,2.9217E+02,3.8182E+02,2.7402E+02,1.9894E+02,3.1355E+02,6.0208E+01,7.8290E+01,6.2663E-01,7.5848E-01,4.7943E+01,2.8668E+01,4.4085E+01,3.6625E-01,4.5652E-01,4.4695E+00,,,,,,
20,1.0945E+04,0.0000E+00,8.5640E+03,1.8926E+03,4.8830E+02,0.0000E+00,2.8200E+03,2.3137E+03,3.4303E+03,6.1226E+02,4.1737E+02,6.3709E+02,9.8851E+01,1.2699E+02,1.4697E+02,9.2141E+01,1.3978E+02,2.0891E+01,2.6698E+01,1.6305E-01,1.9563E-01,2.5671E+01,1.3439E+01,1.9675E+01,1.2750E-01,1.5621E-01,2.3932E+00,,,,,,
30,3.5993E+03,0.0000E+00,2.8201E+03,6.1671E+02,1.6253E+02,0.0000E+00,1.1687E+03,6.8804E+02,9.6337E+02,2.4699E+02,1.3257E+02,1.9098E+02,2.0517E+01,2.5640E+01,5.8950E+01,2.9543E+01,4.2332E+01,4.4601E+00,5.5450E+00,2.3315E-02,2.7556E-02,1.0342E+01,4.3163E+00,5.9688E+00,2.7330E-02,3.2573E-02,9.5856E-01,,,,,,
40,1.6169E+03,0.0000E+00,1.2674E+03,2.7594E+02,7.3604E+01,0.0000E+00,6.0240E+02,2.8396E+02,3.8102E+02,1.2606E+02,5.6868E+01,7.8428E+01,6.5630E+00,8.0217E+00,3.0024E+01,1.2752E+01,1.7499E+01,1.4480E+00,1.7611E+00,5.7469E-03,6.7081E-03,5.2647E+00,1.8652E+00,2.4700E+00,8.8939E-03,1.0367E-02,4.8792E-01,,,,,,
50,8.6465E+02,0.0000E+00,6.7781E+02,1.4725E+02,3.9593E+01,0.0000E+00,3.5320E+02,1.4143E+02,1.8318E+02,7.3631E+01,2.9048E+01,3.8662E+01,2.6861E+00,3.2222E+00,1.7522E+01,6.5428E+00,8.6652E+00,5.9816E-01,7.1428E-01,1.9351E-03,2.2353E-03,3.0716E+00,9.5773E-01,1.2241E+00,3.6802E-03,4.2105E-03,2.8466E-01,,,,,,
50.262,8.5202E+02,0.0000E+00,6.6791E+02,1.4509E+02,3.9020E+01,0.0000E+00,3.4873E+02,1.3913E+02,1.8005E+02,7.2697E+01,2.8591E+01,3.8020E+01,2.6303E+00,3.1538E+00,1.7300E+01,6.4403E+00,8.5223E+00,5.8583E-01,6.9926E-01,1.8864E-03,2.1785E-03,3.0326E+00,9.4276E-01,1.2040E+00,3.6046E-03,4.1221E-03,2.8105E-01,,,,,,
50.665,4.6202E+03,3.7871E+03,6.5307E+02,1.4186E+02,3.8161E+01,3.7871E+03,3.4203E+02,1.3568E+02,1.7536E+02,7.1295E+01,2.7906E+01,3.7062E+01,2.5474E+00,3.0523E+00,1.6966E+01,6.2871E+00,8.3087E+00,5.6752E-01,6.7697E-01,1.8144E-03,2.0945E-03,2.9741E+00,9.2035E-01,1.1738E+00,3.4921E-03,3.9908E-03,2.7562E-01,,,,,,
60,2.9545E+03,2.4375E+03,4.0530E+02,8.7930E+01,2.3780E+01,2.4375E+03,2.2568E+02,7.9574E+01,1.0004E+02,4.6983E+01,1.6644E+01,2.1491E+01,1.2898E+00,1.5225E+00,1.1177E+01,3.7612E+00,4.8328E+00,2.8912E-01,3.3985E-01,7.9535E-04,9.1003E-04,1.9590E+00,5.5088E-01,6.8311E-01,1.7809E-03,2.0052E-03,1.8155E-01,,,,,,
80,1.3728E+03,1.1441E+03,1.7930E+02,3.8839E+01,1.0587E+01,1.1441E+03,1.0922E+02,3.1905E+01,3.8178E+01,2.2733E+01,6.8379E+00,8.3974E+00,4.0502E-01,4.6557E-01,5.4083E+00,1.5525E+00,1.8971E+00,9.1600E-02,1.0431E-01,1.9688E-04,2.2186E-04,9.4768E-01,2.2756E-01,2.6838E-01,5.6492E-04,6.1958E-04,8.7826E-02,,,,,,
100,7.4726E+02,6.2604E+02,9.5022E+01,2.0566E+01,5.6353E+00,6.2604E+02,6.1344E+01,1.5668E+01,1.8010E+01,1.2781E+01,3.4109E+00,4.0216E+00,1.6548E-01,1.8633E-01,3.0417E+00,7.7676E-01,9.1135E-01,3.7644E-02,4.1976E-02,6.7233E-05,7.4770E-05,5.3291E-01,1.1392E-01,1.2899E-01,2.3225E-04,2.4960E-04,4.9389E-02,,,,,,
150,2.4309E+02,2.0485E+02,2.9966E+01,6.4806E+00,1.7894E+00,2.0485E+02,2.1022E+01,4.3296E+00,4.6149E+00,4.3944E+00,9.6386E-01,1.0528E+00,3.3327E-02,3.6274E-02,1.0469E+00,2.2068E-01,2.3918E-01,7.6421E-03,8.2377E-03,9.9996E-06,1.0915E-05,1.8335E-01,3.2364E-02,3.3946E-02,4.7179E-05,4.9039E-05,1.6994E-02,,,,,,
200,1.0926E+02,9.2291E+01,1.3295E+01,2.8748E+00,7.9682E-01,9.2291E+01,9.7475E+00,1.7641E+00,1.7833E+00,2.0431E+00,3.9741E-01,4.1145E-01,1.1020E-02,1.1794E-02,4.8674E-01,9.1222E-02,9.3699E-02,2.5376E-03,2.6897E-03,2.7227E-06,2.9510E-06,8.5300E-02,1.3383E-02,1.3304E-02,1.5667E-05,1.6022E-05,7.9070E-03,,,,,,
300,3.6043E+01,3.0509E+01,4.3352E+00,9.3730E-01,2.6095E-01,3.0509E+01,3.3278E+00,5.1779E-01,4.8955E-01,6.9987E-01,1.1808E-01,1.1426E-01,2.4636E-03,2.6267E-03,1.6685E-01,2.7182E-02,2.6082E-02,5.7018E-04,6.0108E-04,4.7592E-07,5.2209E-07,2.9244E-02,3.9891E-03,3.7053E-03,3.5195E-06,3.5883E-06,2.7118E-03,,,,,,
400,1.6906E+01,1.4328E+01,2.0198E+00,4.3659E-01,1.2182E-01,1.4328E+01,1.5876E+00,2.2609E-01,2.0611E-01,3.3447E-01,5.1863E-02,4.8376E-02,9.0097E-04,9.7852E-04,7.9768E-02,1.1959E-02,1.1052E-02,2.0909E-04,2.2401E-04,1.4893E-07,1.6786E-07,1.3982E-02,1.7554E-03,1.5708E-03,1.2902E-06,1.3407E-06,1.2973E-03,,,,,,
500,9.6468E+00,8.1836E+00,1.1463E+00,2.4770E-01,6.9205E-02,8.1836E+00,9.1408E-01,1.2263E-01,1.0961E-01,1.9276E-01,2.8223E-02,2.5812E-02,4.3251E-04,4.7938E-04,4.5977E-02,6.5140E-03,5.8991E-03,1.0026E-04,1.1052E-04,6.4565E-08,7.5966E-08,8.0593E-03,9.5627E-04,8.3860E-04,6.1953E-07,6.6175E-07,7.4828E-04,,,,,,
600,6.2260E+00,5.2863E+00,7.3623E-01,1.5898E-01,4.4467E-02,5.2863E+00,5.9285E-01,7.6068E-02,6.7310E-02,1.2504E-01,1.7568E-02,1.5852E-02,2.4424E-04,2.7727E-04,2.9835E-02,4.0522E-03,3.6308E-03,5.6542E-05,6.4265E-05,3.3546E-08,4.0737E-08,5.2299E-03,5.9485E-04,5.1612E-04,3.4920E-07,3.8530E-07,4.8607E-04,,,,,,
800,3.2521E+00,2.7654E+00,3.8138E-01,8.2280E-02,2.3036E-02,2.7654E+00,3.1095E-01,3.7473E-02,3.2958E-02,6.5597E-02,8.6835E-03,7.7694E-03,1.0450E-04,1.2572E-04,1.5652E-02,2.0032E-03,1.7806E-03,2.4222E-05,2.9166E-05,1.2676E-08,1.6836E-08,2.7439E-03,2.9398E-04,2.5333E-04,1.4968E-07,1.7652E-07,2.5569E-04,,,,,,
1000,2.0370E+00,1.7342E+00,2.3736E-01,5.1165E-02,1.4335E-02,1.7342E+00,1.9495E-01,2.2557E-02,1.9859E-02,4.1117E-02,5.2346E-03,4.6824E-03,5.7122E-05,7.3642E-05,9.8113E-03,1.2077E-03,1.0741E-03,1.3315E-05,1.6900E-05,6.5522E-09,9.1967E-09,1.7200E-03,1.7727E-04,1.5283E-04,8.2352E-08,1.0276E-07,1.6092E-04,,,,,,
1500,9.3846E-01,8.0041E-01,1.0822E-01,2.3302E-02,6.5324E-03,8.0041E-01,8.9718E-02,9.8214E-03,8.6777E-03,1.8911E-02,2.2845E-03,2.0544E-03,2.1860E-05,2.9721E-05,4.5115E-03,5.2701E-04,4.7100E-04,5.0226E-06,6.9944E-06,2.2530E-09,3.5750E-09,7.9114E-04,7.7362E-05,6.7140E-05,3.1367E-08,4.3782E-08,7.5190E-05,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,3,4,2,2,4,0.4,0.6,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
