PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
1.624,1.1239E+06,0.0000E+00,0.0000E+00,9.3466E+05,1.8920E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.2369E+04,1.6429E+05,2.8599E+05,4.1202E+05,1.6251E+04,1.9485E+04,4.0370E+04,3.9169E+04,5.6169E+04,2.6372E+03,3.3620E+03,2.9772E+03,2.8578E+03,5.6666E+03,2.6006E+02,,,,,,,,
1.637,1.1534E+06,0.0000E+00,0.0000E+00,9.6731E+05,1.8606E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.9344E+04,7.1744E+04,1.6227E+05,2.8025E+05,4.0370E+05,1.6039E+04,1.9234E+04,3.9807E+04,3.8441E+04,5.5109E+04,2.5621E+03,3.2661E+03,2.9363E+03,2.8192E+03,5.5851E+03,2.5639E+02,,,,,,,,
2,7.3137E+05,0.0000E+00,0.0000E+00,6.1042E+05,1.2095E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.8263E+04,5.4801E+04,1.1861E+05,1.6428E+05,2.3447E+05,1.1459E+04,1.3745E+04,2.7674E+04,2.3607E+04,3.3605E+04,1.2263E+03,1.5592E+03,2.0666E+03,1.9863E+03,3.8463E+03,1.7869E+02,,,,,,,,
3,2.7775E+05,0.0000E+00,0.0000E+00,2.2946E+05,4.8286E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.0797E+04,2.8881E+04,5.7320E+04,5.0884E+04,7.1581E+04,5.6180E+03,6.5258E+03,1.2488E+04,8.0511E+03,1.1298E+04,2.5740E+02,3.2564E+02,9.9194E+02,9.2613E+02,1.7162E+03,8.7198E+01,,,,,,,,
4,1.3577E+05,0.0000E+00,0.0000E+00,1.1136E+05,2.4410E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2853E+04,1.6775E+04,3.1761E+04,2.0881E+04,2.9089E+04,3.3143E+03,3.6646E+03,6.7806E+03,3.5146E+03,4.8810E+03,8.0025E+01,9.9993E+01,5.7939E+02,5.1638E+02,9.2833E+02,5.0935E+01,,,,,,,,
5,7.7024E+04,0.0000E+00,0.0000E+00,6.2848E+04,1.4176E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.6619E+03,1.0576E+04,1.9405E+04,1.0162E+04,1.4042E+04,2.1765E+03,2.2809E+03,4.1148E+03,1.7834E+03,2.4560E+03,3.1526E+01,3.9244E+01,3.7821E+02,3.2022E+02,5.6246E+02,3.3256E+01,,,,,,,,
6,4.8145E+04,0.0000E+00,0.0000E+00,3.9128E+04,9.0173E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.1959E+03,7.0921E+03,1.2707E+04,5.5364E+03,7.5967E+03,1.5325E+03,1.5218E+03,2.6897E+03,1.0019E+03,1.3699E+03,1.4421E+01,1.7891E+01,2.6524E+02,2.1320E+02,3.6745E+02,2.3327E+01,,,,,,,,
6.4452,3.9971E+04,0.0000E+00,0.0000E+00,3.2436E+04,7.5349E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.4146E+03,6.0330E+03,1.0704E+04,4.3429E+03,5.9414E+03,1.3328E+03,1.2927E+03,2.2665E+03,7.9464E+02,1.0833E+03,1.0555E+01,1.3076E+01,2.3036E+02,1.8099E+02,3.0961E+02,2.0262E+01,,,,,,,,
6.4968,1.0982E+05,0.0000E+00,7.0668E+04,3.1763E+04,7.3851E+03,0.0000E+00,0.0000E+00,0.0000E+00,7.0668E+04,5.3333E+03,5.9239E+03,1.0500E+04,4.2263E+03,5.7799E+03,1.3122E+03,1.2692E+03,2.2234E+03,7.7424E+02,1.0552E+03,1.0192E+01,1.2625E+01,2.2676E+02,1.7769E+02,3.0372E+02,1.9945E+01,,,,,,,,
7.0124,9.0441E+04,0.0000E+00,5.8370E+04,2.5981E+04,6.0893E+03,0.0000E+00,0.0000E+00,0.0000E+00,5.8370E+04,4.6124E+03,4.9643E+03,8.7196E+03,3.2515E+03,4.4335E+03,1.1291E+03,1.0633E+03,1.8467E+03,6.0246E+02,8.1846E+02,7.2812E+00,9.0051E+00,1.9486E+02,1.4877E+02,2.5227E+02,1.7141E+01,,,,,,,,
7.0686,1.2114E+05,0.0000E+00,8.9734E+04,2.5441E+04,5.9674E+03,0.0000E+00,0.0000E+00,3.2597E+04,5.7137E+04,4.5427E+03,4.8728E+03,8.5505E+03,3.1633E+03,4.3119E+03,1.1114E+03,1.0436E+03,1.8109E+03,5.8677E+02,7.9688E+02,7.0287E+00,8.6914E+00,1.9179E+02,1.4601E+02,2.4738E+02,1.6871E+01,,,,,,,,
7.3878,1.0860E+05,0.0000E+00,8.0629E+04,2.2642E+04,5.3341E+03,0.0000E+00,0.0000E+00,2.9635E+04,5.0994E+04,4.1735E+03,4.3937E+03,7.6658E+03,2.7149E+03,3.6937E+03,1.0182E+03,9.4069E+02,1.6243E+03,5.0666E+02,6.8680E+02,5.7778E+00,7.1379E+00,1.7558E+02,1.3159E+02,2.2190E+02,1.5446E+01,,,,,,,,
7.4469,1.2286E+05,0.0000E+00,9.5466E+04,2.2169E+04,5.2268E+03,0.0000E+00,1.6537E+04,2.8964E+04,4.9966E+04,4.1097E+03,4.3119E+03,7.5151E+03,2.6407E+03,3.5915E+03,1.0022E+03,9.2312E+02,1.5925E+03,4.9335E+02,6.6853E+02,5.5764E+00,6.8879E+00,1.7280E+02,1.2912E+02,2.1756E+02,1.5201E+01,,,,,,,,
8,1.0280E+05,0.0000E+00,8.0109E+04,1.8334E+04,4.3531E+03,0.0000E+00,1.4583E+04,2.4133E+04,4.1393E+04,3.5748E+03,3.6356E+03,6.2797E+03,2.0559E+03,2.7878E+03,8.6859E+02,7.7828E+02,1.3319E+03,3.8782E+02,5.2389E+02,4.0495E+00,4.9938E+00,1.4960E+02,1.0883E+02,1.8199E+02,1.3162E+01,,,,,,,,
10,5.7895E+04,0.0000E+00,4.5341E+04,1.0107E+04,2.4469E+03,0.0000E+00,9.9628E+03,1.3399E+04,2.1979E+04,2.2958E+03,2.1010E+03,3.5323E+03,9.2990E+02,1.2485E+03,5.5196E+02,4.5040E+02,7.5153E+02,1.8008E+02,2.4081E+02,1.4764E+00,1.8114E+00,9.4802E+01,6.2945E+01,1.0278E+02,8.3434E+00,,,,,,,,
15,1.9690E+04,0.0000E+00,1.5475E+04,3.3745E+03,8.4138E+02,0.0000E+00,4.5608E+03,4.2609E+03,6.6528E+03,9.9102E+02,7.3084E+02,1.1694E+03,2.0866E+02,2.7458E+02,2.3498E+02,1.5760E+02,2.5083E+02,4.2028E+01,5.5063E+01,2.2711E-01,2.7581E-01,4.0222E+01,2.2291E+01,3.4318E+01,3.5410E+00,,,,,,,,
20,9.0218E+03,0.0000E+00,7.1004E+03,1.5325E+03,3.8886E+02,0.0000E+00,2.5096E+03,1.8315E+03,2.7593E+03,5.3093E+02,3.3102E+02,5.1092E+02,6.9581E+01,9.0082E+01,1.2514E+02,7.1831E+01,1.1037E+02,1.4344E+01,1.8486E+01,5.8065E-02,6.9927E-02,2.1394E+01,1.0171E+01,1.5117E+01,1.8833E+00,,,,,,,,
30,2.9462E+03,0.0000E+00,2.3206E+03,4.9686E+02,1.2873E+02,0.0000E+00,1.0216E+03,5.3504E+02,7.6397E+02,2.1156E+02,1.0283E+02,1.5044E+02,1.4168E+01,1.7865E+01,4.9640E+01,2.2522E+01,3.2821E+01,2.9940E+00,3.7591E+00,8.0973E-03,9.6104E-03,8.5286E+00,3.1942E+00,4.5029E+00,7.4618E-01,,,,,,,,
40,1.3175E+03,0.0000E+00,1.0379E+03,2.2154E+02,5.8071E+01,0.0000E+00,5.2043E+02,2.1821E+02,2.9926E+02,1.0702E+02,4.3461E+01,6.1056E+01,4.4757E+00,5.5248E+00,2.5072E+01,9.5754E+00,1.3401E+01,9.5808E-01,1.1780E+00,1.9733E-03,2.3145E-03,4.3057E+00,1.3595E+00,1.8406E+00,3.7669E-01,,,,,,,,
45.18,9.3511E+02,0.0000E+00,7.3667E+02,1.5708E+02,4.1356E+01,0.0000E+00,3.8797E+02,1.4856E+02,2.0014E+02,7.9640E+01,2.9984E+01,4.1373E+01,2.7366E+00,3.3456E+00,1.8650E+01,6.6216E+00,9.1023E+00,5.8858E-01,7.1689E-01,1.0843E-03,1.2649E-03,3.2024E+00,9.4043E-01,1.2506E+00,2.8017E-01,,,,,,,,
45.542,5.1936E+03,4.2793E+03,7.2028E+02,1.5358E+02,4.0444E+01,4.2793E+03,3.8050E+02,1.4485E+02,1.9492E+02,7.8103E+01,2.9261E+01,4.0326E+01,2.6497E+00,3.2372E+00,1.8290E+01,6.4627E+00,8.8733E+00,5.7007E-01,6.9390E-01,1.0426E-03,1.2158E-03,3.1405E+00,9.1789E-01,1.2192E+00,2.7475E-01,,,,,,,,
50,4.0461E+03,3.3437E+03,5.5332E+02,1.1789E+02,3.1145E+01,3.3437E+03,3.0275E+02,1.0767E+02,1.4290E+02,6.2082E+01,2.1958E+01,2.9837E+01,1.8148E+00,2.2002E+00,1.4536E+01,4.8581E+00,6.5765E+00,3.9177E-01,4.7329E-01,6.5858E-04,7.6469E-04,2.4957E+00,6.9018E-01,9.0387E-01,2.1833E-01,,,,,,,,
60,2.5131E+03,2.0942E+03,3.2998E+02,7.0236E+01,1.8660E+01,2.0942E+03,1.9222E+02,6.0150E+01,7.7610E+01,3.9391E+01,1.2474E+01,1.6473E+01,8.6522E-01,1.0327E+00,9.2216E+00,2.7683E+00,3.6421E+00,1.8785E-01,2.2355E-01,2.6837E-04,3.0881E-04,1.5830E+00,3.9350E-01,5.0084E-01,1.3849E-01,,,,,,,,
80,1.1543E+03,9.6974E+02,1.4538E+02,3.0907E+01,8.2742E+00,9.6974E+02,9.2144E+01,2.3856E+01,2.9377E+01,1.8894E+01,5.0594E+00,6.3720E+00,2.6888E-01,3.1285E-01,4.4241E+00,1.1276E+00,1.4148E+00,5.8869E-02,6.7893E-02,6.5591E-05,7.4327E-05,7.5930E-01,1.6039E-01,1.9470E-01,6.6427E-02,,,,,,,,
100,6.2430E+02,5.2680E+02,7.6790E+01,1.6316E+01,4.3903E+00,5.2680E+02,5.1393E+01,1.1621E+01,1.3776E+01,1.0552E+01,2.5003E+00,3.0297E+00,1.0907E-01,1.2441E-01,2.4721E+00,5.5875E-01,6.7461E-01,2.3996E-02,2.7141E-02,2.2223E-05,2.4889E-05,4.2419E-01,7.9529E-02,9.2880E-02,3.7112E-02,,,,,,,,
150,2.0112E+02,1.7055E+02,2.4069E+01,5.1120E+00,1.3851E+00,1.7055E+02,1.7405E+01,3.1682E+00,3.4952E+00,3.5866E+00,6.9574E-01,7.8397E-01,2.1717E-02,2.3983E-02,8.4059E-01,1.5625E-01,1.7492E-01,4.8114E-03,5.2653E-03,3.2679E-06,3.5919E-06,1.4429E-01,2.2237E-02,2.4147E-02,1.2625E-02,,,,,,,,
200,8.9842E+01,7.6339E+01,1.0631E+01,2.2580E+00,6.1426E-01,7.6339E+01,8.0089E+00,1.2798E+00,1.3424E+00,1.6548E+00,2.8410E-01,3.0425E-01,7.1304E-03,7.7521E-03,3.8804E-01,6.3952E-02,6.8029E-02,1.5860E-03,1.7073E-03,8.8462E-07,9.6687E-07,6.6614E-02,9.1043E-03,9.3954E-03,5.8295E-03,,,,,,,,
300,2.9414E+01,2.5037E+01,3.4454E+00,7.3187E-01,1.9994E-01,2.5037E+01,2.7077E+00,3.7164E-01,3.6601E-01,5.6133E-01,8.3416E-02,8.3836E-02,1.5803E-03,1.7155E-03,1.3172E-01,1.8828E-02,1.8786E-02,3.5290E-04,3.7910E-04,1.5327E-07,1.6976E-07,2.2615E-02,2.6810E-03,2.5956E-03,1.9799E-03,,,,,,,,
400,1.3731E+01,1.1700E+01,1.5991E+00,3.3966E-01,9.2989E-02,1.1700E+01,1.2842E+00,1.6131E-01,1.5365E-01,2.6667E-01,3.6399E-02,3.5377E-02,5.7831E-04,6.3417E-04,6.2596E-02,8.2294E-03,7.9343E-03,1.2917E-04,1.4157E-04,4.8445E-08,5.5356E-08,1.0748E-02,1.1718E-03,1.0966E-03,9.4162E-04,,,,,,,,
500,7.8099E+00,6.6599E+00,9.0514E-01,1.9221E-01,5.2685E-02,6.6599E+00,7.3651E-01,8.7082E-02,8.1548E-02,1.5309E-01,1.9740E-02,1.8789E-02,2.7505E-04,3.1169E-04,3.5938E-02,4.4609E-03,4.2237E-03,6.1690E-05,6.9323E-05,2.0631E-08,2.4579E-08,6.1710E-03,6.3509E-04,5.8399E-04,5.4111E-04,,,,,,,,
600,5.0295E+00,4.2922E+00,5.8037E-01,1.2316E-01,3.3796E-02,4.2922E+00,4.7647E-01,5.3850E-02,5.0043E-02,9.9045E-02,1.2231E-02,1.1551E-02,1.5442E-04,1.8122E-04,2.3262E-02,2.7652E-03,2.5965E-03,3.4665E-05,4.0158E-05,1.0668E-08,1.3297E-08,3.9944E-03,3.9374E-04,3.5914E-04,3.5066E-04,,,,,,,,
800,2.6212E+00,2.2398E+00,3.0021E-01,6.3665E-02,1.7486E-02,2.2398E+00,2.4925E-01,2.6442E-02,2.4521E-02,5.1825E-02,6.0216E-03,5.6701E-03,6.6883E-05,8.1773E-05,1.2172E-02,1.3620E-03,1.2750E-03,1.4881E-05,1.8407E-05,4.1018E-09,5.5540E-09,2.0902E-03,1.9390E-04,1.7638E-04,1.8410E-04,,,,,,,,
1000,1.6403E+00,1.4031E+00,1.8675E-01,3.9574E-02,1.0876E-02,1.4031E+00,1.5611E-01,1.5864E-02,1.4782E-02,3.2454E-02,3.6206E-03,3.4156E-03,3.6217E-05,4.7318E-05,7.6220E-03,8.1852E-04,7.6871E-04,8.0981E-06,1.0573E-05,2.0593E-09,3.0332E-09,1.3090E-03,1.1652E-04,1.0646E-04,1.1583E-04,,,,,,,,
1500,7.5619E-01,6.4792E-01,8.5263E-02,1.8048E-02,4.9635E-03,6.4792E-01,7.1876E-02,6.9062E-03,6.4808E-03,1.4935E-02,1.5738E-03,1.5056E-03,1.4360E-05,1.9447E-05,3.5071E-03,3.5618E-04,3.3818E-04,3.0515E-06,4.4070E-06,7.3156E-10,1.2539E-09,6.0259E-04,5.0709E-05,4.6944E-05,5.4353E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,2.14,2.86,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
