PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,5f5/2,5f7/2,6s1/2,6p1/2,6p3/2,7s1/2,
2,9.9982E+05,0.0000E+00,0.0000E+00,0.0000E+00,9.9982E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7934E+04,1.5421E+04,8.1006E+04,1.1812E+05,1.7632E+05,1.9816E+05,2.4981E+05,7.2179E+03,6.7040E+03,2.4159E+04,2.6486E+04,3.8171E+04,1.5100E+04,1.8543E+04,1.6305E+03,1.2806E+03,3.6222E+03,1.3724E+02,
3,4.1015E+05,0.0000E+00,0.0000E+00,0.0000E+00,4.1015E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1274E+04,1.2389E+04,4.4799E+04,6.0287E+04,8.5491E+04,5.8372E+04,7.2557E+04,3.9248E+03,4.1776E+03,1.2321E+04,1.2722E+04,1.7626E+04,4.8498E+03,5.8678E+03,8.5133E+02,7.5566E+02,1.8146E+03,6.8768E+01,
4,2.1170E+05,0.0000E+00,0.0000E+00,0.0000E+00,2.1170E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.6944E+03,9.3743E+03,2.7810E+04,3.3763E+04,4.6414E+04,2.2779E+04,2.8043E+04,2.4931E+03,2.8526E+03,7.3964E+03,7.0370E+03,9.4979E+03,1.9974E+03,2.3913E+03,5.2962E+02,5.0252E+02,1.0802E+03,4.2880E+01,
4.3643,1.7258E+05,0.0000E+00,0.0000E+00,0.0000E+00,1.7258E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.8098E+03,8.4702E+03,2.3858E+04,2.7918E+04,3.8075E+04,1.6940E+04,2.0790E+04,2.1663E+03,2.5224E+03,6.3024E+03,5.8147E+03,7.7875E+03,1.5076E+03,1.7688E+03,4.5770E+02,4.4151E+02,9.1860E+02,3.7089E+01,
4.3992,3.7610E+05,0.0000E+00,0.0000E+00,2.0672E+05,1.6938E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.0672E+05,6.7324E+03,8.3889E+03,2.3521E+04,2.7430E+04,3.7378E+04,1.6483E+04,2.0223E+04,2.1384E+03,2.4938E+03,6.2099E+03,5.7126E+03,7.6453E+03,1.4688E+03,1.7228E+03,4.5160E+02,4.3625E+02,9.0496E+02,3.6598E+01,
4.6203,3.4246E+05,0.0000E+00,0.0000E+00,1.9158E+05,1.5088E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.9158E+05,6.2682E+03,7.9002E+03,2.1545E+04,2.4585E+04,3.3322E+04,1.3918E+04,1.7048E+04,1.9743E+03,2.3232E+03,5.6679E+03,5.1179E+03,6.8197E+03,1.2504E+03,1.4636E+03,4.1579E+02,4.0504E+02,8.2509E+02,3.3713E+01,
4.6573,4.6526E+05,0.0000E+00,0.0000E+00,3.1719E+05,1.4807E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2963E+05,1.8757E+05,6.1947E+03,7.8227E+03,2.1239E+04,2.4147E+04,3.2699E+04,1.3538E+04,1.6579E+04,1.9487E+03,2.2963E+03,5.5839E+03,5.0265E+03,6.6931E+03,1.2178E+03,1.4251E+03,4.1023E+02,4.0015E+02,8.1273E+02,3.3264E+01,
5,3.9731E+05,0.0000E+00,0.0000E+00,2.7218E+05,1.2513E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1527E+05,1.5692E+05,5.5705E+03,7.1527E+03,1.8674E+04,2.0513E+04,2.7594E+04,1.0565E+04,1.2905E+04,1.7344E+03,2.0676E+03,4.8834E+03,4.2725E+03,5.6535E+03,9.6087E+02,1.1213E+03,3.6371E+02,3.5870E+02,7.0983E+02,2.9514E+01,
5.2413,3.5328E+05,0.0000E+00,0.0000E+00,2.4144E+05,1.1184E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0284E+05,1.3860E+05,5.1899E+03,6.7223E+03,1.7114E+04,1.8370E+04,2.4607E+04,8.9455E+03,1.0909E+04,1.6044E+03,1.9262E+03,4.4634E+03,3.8284E+03,5.0447E+03,8.1428E+02,9.5443E+02,3.3565E+02,3.3323E+02,6.4823E+02,2.7250E+01,
5.2832,4.0447E+05,0.0000E+00,0.0000E+00,2.9475E+05,1.0973E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.8293E+04,1.0083E+05,1.3562E+05,5.1280E+03,6.6504E+03,1.6860E+04,1.8028E+04,2.4130E+04,8.6960E+03,1.0602E+04,1.5833E+03,1.9030E+03,4.3956E+03,3.7574E+03,4.9476E+03,7.9249E+02,9.2861E+02,3.3111E+02,3.2907E+02,6.3830E+02,2.6884E+01,
6,2.9388E+05,0.0000E+00,0.0000E+00,2.1303E+05,8.0853E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.7197E+04,7.1669E+04,9.4160E+04,4.2181E+03,5.5688E+03,1.3253E+04,1.3267E+04,1.7539E+04,5.5089E+03,6.6851E+03,1.2798E+03,1.5627E+03,3.4322E+03,2.7708E+03,3.6076E+03,5.1097E+02,5.9579E+02,2.6607E+02,2.6842E+02,4.9745E+02,2.1635E+01,
6.5608,2.3324E+05,0.0000E+00,0.0000E+00,1.6811E+05,6.5137E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.0555E+04,5.5423E+04,7.2129E+04,3.6609E+03,4.8871E+03,1.1140E+04,1.0622E+04,1.3923E+04,3.9750E+03,4.8075E+03,1.0999E+03,1.3546E+03,2.8741E+03,2.2227E+03,2.8709E+03,3.7290E+02,4.3328E+02,2.2782E+02,2.3171E+02,4.1609E+02,1.8543E+01,
6.6133,2.4238E+05,0.0000E+00,0.0000E+00,1.7849E+05,6.3887E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3858E+04,3.9951E+04,5.4150E+04,7.0532E+04,3.6148E+03,4.8288E+03,1.0966E+04,1.0410E+04,1.3634E+04,3.8599E+03,4.6670E+03,1.0851E+03,1.3371E+03,2.8285E+03,2.1788E+03,2.8123E+03,3.6247E+02,4.2103E+02,2.2467E+02,2.2865E+02,4.0945E+02,1.8288E+01,
6.9635,2.1298E+05,0.0000E+00,0.0000E+00,1.5663E+05,5.6351E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3156E+04,3.6137E+04,4.6577E+04,6.0757E+04,3.3287E+03,4.4629E+03,9.9013E+03,9.1285E+03,1.1898E+04,3.1892E+03,3.8488E+03,9.9334E+02,1.2289E+03,2.5490E+03,1.9133E+03,2.4581E+03,3.0136E+02,3.4932E+02,2.0526E+02,2.0967E+02,3.6877E+02,1.6718E+01,
7.0193,2.1755E+05,0.0000E+00,0.0000E+00,1.6228E+05,5.5267E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.7776E+03,1.3039E+04,3.5570E+04,4.5566E+04,5.9328E+04,3.2862E+03,4.4083E+03,9.7455E+03,8.9433E+03,1.1649E+04,3.0961E+03,3.7353E+03,9.7982E+02,1.2128E+03,2.5080E+03,1.8749E+03,2.4071E+03,2.9283E+02,3.3933E+02,2.0241E+02,2.0686E+02,3.6282E+02,1.6487E+01,
8,1.5744E+05,0.0000E+00,0.0000E+00,1.1731E+05,4.0128E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.3559E+03,1.1448E+04,2.7564E+04,3.1079E+04,3.9860E+04,2.6509E+03,3.5856E+03,7.4799E+03,6.3552E+03,8.1754E+03,1.8947E+03,2.2742E+03,7.8099E+02,9.7322E+02,1.9167E+03,1.3374E+03,1.6968E+03,1.8183E+02,2.0958E+02,1.6059E+02,1.6517E+02,2.7693E+02,1.3099E+01,
10,9.0264E+04,0.0000E+00,0.0000E+00,6.7154E+04,2.3110E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.3491E+03,8.3163E+03,1.7535E+04,1.5940E+04,2.0014E+04,1.8161E+03,2.4594E+03,4.6790E+03,3.4578E+03,4.3553E+03,8.0191E+02,9.5386E+02,5.2577E+02,6.5650E+02,1.1925E+03,7.3321E+02,9.1115E+02,7.8677E+01,8.9834E+01,1.0738E+02,1.1064E+02,1.7205E+02,8.7825E+00,
15,3.2399E+04,0.0000E+00,0.0000E+00,2.4051E+04,8.3485E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.8346E+03,4.2141E+03,7.1865E+03,4.4449E+03,5.3705E+03,8.7969E+02,1.1573E+03,1.8859E+03,1.0606E+03,1.2832E+03,1.5747E+02,1.8395E+02,2.4916E+02,3.0343E+02,4.7838E+02,2.2826E+02,2.7262E+02,1.5969E+01,1.7897E+01,5.0397E+01,5.0661E+01,6.9449E+01,4.1409E+00,
20,1.5482E+04,0.0000E+00,0.0000E+00,1.1469E+04,4.0130E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7105E+03,2.4024E+03,3.6152E+03,1.7205E+03,2.0203E+03,5.1155E+02,6.4538E+02,9.4830E+02,4.3455E+02,5.1004E+02,4.7455E+01,5.4643E+01,1.4348E+02,1.6817E+02,2.4039E+02,9.4490E+01,1.0949E+02,4.8991E+00,5.4103E+00,2.8873E+01,2.8616E+01,3.4893E+01,2.3794E+00,
20.385,1.4739E+04,0.0000E+00,0.0000E+00,1.0917E+04,3.8215E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.6518E+03,2.3103E+03,3.4498E+03,1.6138E+03,1.8913E+03,4.9308E+02,6.2000E+02,9.0489E+02,4.0899E+02,4.7903E+02,4.3774E+01,5.0353E+01,1.3823E+02,1.6151E+02,2.2940E+02,8.8987E+01,1.0290E+02,4.5238E+00,4.9907E+00,2.7809E+01,2.7483E+01,3.3296E+01,2.2920E+00,
20.549,3.3528E+04,0.0000E+00,1.9089E+04,1.0694E+04,3.7442E+03,0.0000E+00,0.0000E+00,0.0000E+00,1.9089E+04,1.6277E+03,2.2728E+03,3.3829E+03,1.5712E+03,1.8397E+03,4.8554E+02,6.0966E+02,8.8730E+02,3.9874E+02,4.6662E+02,4.2320E+01,4.8661E+01,1.3609E+02,1.5880E+02,2.2494E+02,8.6779E+01,1.0026E+02,4.3754E+00,4.8250E+00,2.7375E+01,2.7021E+01,3.2649E+01,2.2564E+00,
25.988,1.7803E+04,0.0000E+00,9.9425E+03,5.8136E+03,2.0467E+03,0.0000E+00,0.0000E+00,0.0000E+00,9.9425E+03,1.0486E+03,1.3807E+03,1.8717E+03,7.0664E+02,8.0596E+02,3.0644E+02,3.6722E+02,4.9224E+02,1.8639E+02,2.1247E+02,1.5497E+01,1.7589E+01,8.5402E+01,9.5400E+01,1.2485E+02,4.0874E+01,4.6000E+01,1.6208E+00,1.7639E+00,1.7124E+01,1.6229E+01,1.8122E+01,1.4142E+00,
26.196,2.5084E+04,0.0000E+00,1.7385E+04,5.6941E+03,2.0049E+03,0.0000E+00,0.0000E+00,7.6558E+03,9.7295E+03,1.0326E+03,1.3569E+03,1.8337E+03,6.8749E+02,7.8339E+02,3.0161E+02,3.6080E+02,4.8230E+02,1.8157E+02,2.0678E+02,1.4972E+01,1.6986E+01,8.4043E+01,9.3727E+01,1.2233E+02,3.9825E+01,4.4778E+01,1.5665E+00,1.7040E+00,1.6850E+01,1.5944E+01,1.7757E+01,1.3917E+00,
26.866,2.3505E+04,0.0000E+00,1.6295E+04,5.3315E+03,1.8784E+03,0.0000E+00,0.0000E+00,7.2142E+03,9.0811E+03,9.8352E+02,1.2840E+03,1.7179E+03,6.3010E+02,7.1599E+02,2.8679E+02,3.4117E+02,4.5208E+02,1.6707E+02,1.8971E+02,1.3424E+01,1.5207E+01,7.9873E+01,8.8610E+01,1.1468E+02,3.6674E+01,4.1114E+01,1.4061E+00,1.5273E+00,1.6010E+01,1.5074E+01,1.6646E+01,1.3225E+00,
27.081,2.6598E+04,0.0000E+00,1.9537E+04,5.2217E+03,1.8401E+03,0.0000E+00,3.5256E+03,7.1268E+03,8.8842E+03,9.6849E+02,1.2617E+03,1.6827E+03,6.1295E+02,6.9591E+02,2.8225E+02,3.3518E+02,4.4291E+02,1.6272E+02,1.8461E+02,1.2968E+01,1.4684E+01,7.8597E+01,8.7047E+01,1.1235E+02,3.5728E+01,4.0017E+01,1.3588E+00,1.4752E+00,1.5753E+01,1.4808E+01,1.6308E+01,1.3013E+00,
30,2.0489E+04,0.0000E+00,1.5081E+04,3.9964E+03,1.4116E+03,0.0000E+00,2.9420E+03,5.4881E+03,6.6507E+03,7.9383E+02,1.0034E+03,1.2875E+03,4.2960E+02,4.8202E+02,2.2967E+02,2.6633E+02,3.3966E+02,1.1575E+02,1.2976E+02,8.3106E+00,9.3528E+00,6.3832E+01,6.9124E+01,8.6200E+01,2.5493E+01,2.8213E+01,8.7462E-01,9.4371E-01,1.2780E+01,1.1759E+01,1.2512E+01,1.0564E+00,
40,9.8843E+03,0.0000E+00,7.3392E+03,1.8777E+03,6.6745E+02,0.0000E+00,1.7585E+03,2.7069E+03,2.8738E+03,4.4478E+02,5.1474E+02,5.9358E+02,1.5576E+02,1.6880E+02,1.2686E+02,1.3658E+02,1.5771E+02,4.3545E+01,4.7133E+01,2.3477E+00,2.5940E+00,3.5108E+01,3.5426E+01,4.0091E+01,9.6643E+00,1.0327E+01,2.4979E-01,2.6457E-01,7.1158E+00,6.0273E+00,5.8202E+00,5.8052E-01,
50,5.5439E+03,0.0000E+00,4.1309E+03,1.0413E+03,3.7174E+02,0.0000E+00,1.1362E+03,1.5162E+03,1.4785E+03,2.7897E+02,2.9972E+02,3.1890E+02,6.9963E+01,7.3706E+01,7.8919E+01,7.9732E+01,8.5240E+01,2.0033E+01,2.1074E+01,8.7119E-01,9.4782E-01,2.1789E+01,2.0686E+01,2.1701E+01,4.4696E+00,4.6417E+00,9.3344E-02,9.7341E-02,4.4144E+00,3.5204E+00,3.1509E+00,3.6010E-01,
60,3.4395E+03,0.0000E+00,2.5678E+03,6.4179E+02,2.2989E+02,0.0000E+00,7.8228E+02,9.3383E+02,8.5168E+02,1.8850E+02,1.9031E+02,1.8967E+02,3.6142E+01,3.7173E+01,5.3068E+01,5.0769E+01,5.0952E+01,1.0525E+01,1.0809E+01,3.8623E-01,4.1464E-01,1.4631E+01,1.3179E+01,1.2989E+01,2.3572E+00,2.3900E+00,4.1578E-02,4.2784E-02,2.9634E+00,2.2433E+00,1.8861E+00,2.4173E-01,
80,1.6089E+03,0.0000E+00,1.2035E+03,2.9811E+02,1.0730E+02,0.0000E+00,4.2324E+02,4.2814E+02,3.5210E+02,9.9768E+01,9.1169E+01,8.2019E+01,1.2644E+01,1.2510E+01,2.7937E+01,2.4457E+01,2.2203E+01,3.7662E+00,3.7213E+00,1.0688E-01,1.1226E-01,7.6908E+00,6.3558E+00,5.6721E+00,8.4716E-01,8.2245E-01,1.1577E-02,1.1654E-02,1.5570E+00,1.0823E+00,8.2372E-01,1.2700E-01,
100,8.8930E+02,0.0000E+00,6.6578E+02,1.6421E+02,5.9316E+01,0.0000E+00,2.5763E+02,2.3189E+02,1.7626E+02,6.0102E+01,5.0872E+01,4.2286E+01,5.5882E+00,5.3654E+00,1.6784E+01,1.3708E+01,1.1511E+01,1.6889E+00,1.6197E+00,3.9806E-02,4.1090E-02,4.6174E+00,3.5662E+00,2.9454E+00,3.8118E-01,3.5916E-01,4.3281E-03,4.2812E-03,9.3450E-01,6.0740E-01,4.2774E-01,7.6222E-02,
139.34,3.6778E+02,0.0000E+00,2.7552E+02,6.7698E+01,2.4566E+01,0.0000E+00,1.2025E+02,9.2589E+01,6.2682E+01,2.7812E+01,2.1090E+01,1.5599E+01,1.6647E+00,1.5312E+00,7.7487E+00,5.7200E+00,4.2778E+00,5.1197E-01,4.7066E-01,9.2532E-03,9.3187E-03,2.1309E+00,1.4905E+00,1.0945E+00,1.1605E-01,1.0481E-01,1.0111E-03,9.7555E-04,4.3103E-01,2.5392E-01,1.5932E-01,3.5156E-02,
140.46,1.4088E+03,1.0488E+03,2.6974E+02,6.6274E+01,2.4052E+01,1.0488E+03,1.1803E+02,9.0567E+01,6.1144E+01,2.7297E+01,2.0646E+01,1.5228E+01,1.6171E+00,1.4860E+00,7.6047E+00,5.6004E+00,4.1767E+00,4.9752E-01,4.5694E-01,8.9368E-03,8.9949E-03,2.0913E+00,1.4594E+00,1.0687E+00,1.1278E-01,1.0176E-01,9.7654E-04,9.4173E-04,4.2302E-01,2.4862E-01,1.5556E-01,3.4502E-02,
150,1.2049E+03,9.0255E+02,2.2655E+02,5.5636E+01,2.0208E+01,9.0255E+02,1.0122E+02,7.5500E+01,4.9830E+01,2.3389E+01,1.7323E+01,1.2488E+01,1.2739E+00,1.1614E+00,6.5143E+00,4.7046E+00,3.4297E+00,3.9310E-01,3.5822E-01,6.7099E-03,6.7243E-03,1.7914E+00,1.2264E+00,8.7786E-01,8.9173E-02,7.9836E-02,7.3383E-04,7.0457E-04,3.6231E-01,2.0892E-01,1.2779E-01,2.9552E-02,
200,5.8374E+02,4.4220E+02,1.0607E+02,2.6001E+01,9.4784E+00,4.4220E+02,5.1445E+01,3.4157E+01,2.0467E+01,1.1855E+01,8.0366E+00,5.2523E+00,4.5476E-01,4.0198E-01,3.2992E+00,2.1930E+00,1.4498E+00,1.4184E-01,1.2541E-01,1.9768E-03,1.9479E-03,9.0842E-01,5.7442E-01,3.7156E-01,3.2268E-02,2.8025E-02,2.1689E-04,2.0467E-04,1.8342E-01,9.7527E-02,5.4102E-02,1.4962E-02,
300,2.1317E+02,1.6346E+02,3.7265E+01,9.1130E+00,3.3341E+00,1.6346E+02,1.9836E+01,1.1412E+01,6.0176E+00,4.5660E+00,2.7578E+00,1.5825E+00,1.1115E-01,9.5459E-02,1.2702E+00,7.5661E-01,4.3923E-01,3.5054E-02,3.0144E-02,3.7539E-04,3.6116E-04,3.4964E-01,1.9847E-01,1.1271E-01,8.0012E-03,6.7531E-03,4.1310E-05,3.8688E-05,7.0592E-02,3.3703E-02,1.6418E-02,5.7596E-03,
400,1.0690E+02,8.2584E+01,1.8239E+01,4.4506E+00,1.6313E+00,8.2584E+01,1.0235E+01,5.3864E+00,2.6173E+00,2.3551E+00,1.3196E+00,6.9657E-01,4.2840E-02,3.6567E-02,6.5503E-01,3.6303E-01,1.9389E-01,1.3590E-02,1.1567E-02,1.2300E-04,1.1967E-04,1.8028E-01,9.5312E-02,4.9782E-02,3.1060E-03,2.6050E-03,1.3550E-05,1.2860E-05,3.6397E-02,1.6187E-02,7.2529E-03,2.9708E-03,
500,6.3886E+01,4.9622E+01,1.0702E+01,2.6062E+00,9.5611E-01,4.9622E+01,6.2152E+00,3.0754E+00,1.4111E+00,1.4294E+00,7.5945E-01,3.7804E-01,2.1164E-02,1.8146E-02,3.9753E-01,2.0928E-01,1.0524E-01,6.7424E-03,5.7591E-03,5.3773E-05,5.4124E-05,1.0939E-01,5.4972E-02,2.7071E-02,1.5411E-03,1.2988E-03,5.9590E-06,5.8000E-06,2.2084E-02,9.3362E-03,3.9444E-03,1.8038E-03,
600,4.2579E+01,3.3211E+01,7.0310E+00,1.7092E+00,6.2766E-01,3.3211E+01,4.1816E+00,1.9793E+00,8.7008E-01,9.6118E-01,4.9121E-01,2.3401E-01,1.2210E-02,1.0567E-02,2.6732E-01,1.3570E-01,6.5195E-02,3.9031E-03,3.3562E-03,2.8331E-05,2.9644E-05,7.3541E-02,3.5604E-02,1.6775E-02,8.9224E-04,7.5865E-04,3.1424E-06,3.1511E-06,1.4846E-02,6.0472E-03,2.4447E-03,1.2136E-03,
800,2.3078E+01,1.8103E+01,3.7368E+00,9.0581E-01,3.3282E-01,1.8103E+01,2.2877E+00,1.0251E+00,4.2403E-01,5.2529E-01,2.5574E-01,1.1448E-01,5.4763E-03,4.8233E-03,1.4604E-01,7.0733E-02,3.1906E-02,1.7536E-03,1.5344E-03,1.1778E-05,1.2131E-05,4.0173E-02,1.8567E-02,8.2141E-03,4.0136E-04,3.4692E-04,1.2699E-06,1.3300E-06,8.1097E-03,3.1533E-03,1.1977E-03,6.6465E-04,
1000,1.4676E+01,1.1551E+01,2.3478E+00,5.6796E-01,2.0874E-01,1.1551E+01,1.4602E+00,6.3564E-01,2.5192E-01,3.3501E-01,1.5900E-01,6.8135E-02,3.0600E-03,2.7530E-03,9.3113E-02,4.4004E-02,1.9000E-02,9.8140E-04,8.8000E-04,5.8698E-06,6.7044E-06,2.5611E-02,1.1553E-02,4.8903E-03,2.2503E-04,1.9835E-04,6.4753E-07,7.1790E-07,5.1703E-03,1.9622E-03,7.1333E-04,4.2533E-04,
1500,6.7631E+00,5.3417E+00,1.0688E+00,2.5785E-01,9.4762E-02,5.3417E+00,6.7342E-01,2.8865E-01,1.0673E-01,1.5429E-01,7.2438E-02,2.8814E-02,1.2006E-03,1.1151E-03,4.2857E-02,2.0044E-02,8.0482E-03,3.8604E-04,3.5526E-04,2.2890E-06,2.4084E-06,1.1786E-02,5.2617E-03,2.0733E-03,8.8496E-05,8.0488E-05,2.2469E-07,2.7341E-07,2.3799E-03,8.9396E-04,3.0298E-04,1.9884E-04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
