PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
8,9.7094E+04,0.0000E+00,7.5939E+04,1.7101E+04,4.0538E+03,0.0000E+00,1.4276E+04,2.2800E+04,3.8863E+04,3.4309E+03,3.4141E+03,5.8999E+03,1.8472E+03,2.5091E+03,8.2767E+02,7.2668E+02,1.2454E+03,3.4711E+02,4.6986E+02,2.6206E+00,3.2373E+00,1.4345E+02,1.0260E+02,1.7228E+02,1.2887E+01,,,,,,,,
10,5.4287E+04,0.0000E+00,4.2591E+04,9.4196E+03,2.2762E+03,0.0000E+00,9.6319E+03,1.2445E+04,2.0515E+04,2.1988E+03,1.9640E+03,3.3052E+03,8.3220E+02,1.1194E+03,5.2502E+02,4.1865E+02,7.0014E+02,1.6039E+02,2.1496E+02,9.5210E-01,1.1702E+00,9.0757E+01,5.9085E+01,9.6944E+01,8.1554E+00,,,,,,,,
15,1.8454E+04,0.0000E+00,1.4533E+04,3.1399E+03,7.8128E+02,0.0000E+00,4.3951E+03,3.9460E+03,6.1921E+03,9.4525E+02,6.7754E+02,1.0871E+03,1.8543E+02,2.4457E+02,2.2279E+02,1.4535E+02,2.3217E+02,3.7124E+01,4.8768E+01,1.4556E-01,1.7716E-01,3.8389E+01,2.0762E+01,3.2158E+01,3.4506E+00,,,,,,,,
20,8.4373E+03,0.0000E+00,6.6523E+03,1.4244E+03,3.6063E+02,0.0000E+00,2.4060E+03,1.6896E+03,2.5567E+03,5.0498E+02,3.0518E+02,4.7283E+02,6.1524E+01,7.9858E+01,1.1836E+02,6.5884E+01,1.0170E+02,1.2597E+01,1.6284E+01,3.6961E-02,4.4610E-02,2.0371E+01,9.4219E+00,1.4102E+01,1.8308E+00,,,,,,,,
30,2.7493E+03,0.0000E+00,2.1692E+03,4.6102E+02,1.1915E+02,0.0000E+00,9.7412E+02,4.9047E+02,7.0457E+02,2.0036E+02,9.4093E+01,1.3838E+02,1.2447E+01,1.5742E+01,4.6768E+01,2.0501E+01,3.0054E+01,2.6095E+00,3.2875E+00,5.1143E-03,6.0845E-03,8.0893E+00,2.9365E+00,4.1742E+00,7.2265E-01,,,,,,,,
40,1.2279E+03,0.0000E+00,9.6886E+02,2.0532E+02,5.3684E+01,0.0000E+00,4.9453E+02,1.9916E+02,2.7517E+02,1.0105E+02,3.9571E+01,5.5935E+01,3.9154E+00,4.8489E+00,2.3553E+01,8.6722E+00,1.2220E+01,8.3104E-01,1.0256E+00,1.2419E-03,1.4604E-03,4.0723E+00,1.2434E+00,1.6990E+00,3.6377E-01,,,,,,,,
43.559,9.6559E+02,0.0000E+00,7.6190E+02,1.6136E+02,4.2320E+01,0.0000E+00,4.0236E+02,1.5204E+02,2.0750E+02,8.2130E+01,3.0485E+01,4.2566E+01,2.7719E+00,3.4101E+00,1.9138E+01,6.6916E+00,9.3146E+00,5.9022E-01,7.2374E-01,8.1581E-04,9.5584E-04,3.3086E+00,9.5968E-01,1.2954E+00,2.9556E-01,,,,,,,,
43.908,5.4059E+03,4.4618E+03,7.4494E+02,1.5776E+02,4.1387E+01,4.4618E+03,3.9461E+02,1.4824E+02,2.0209E+02,8.0544E+01,2.9747E+01,4.1488E+01,2.6837E+00,3.2994E+00,1.8768E+01,6.5306E+00,9.0801E+00,5.7158E-01,7.0049E-01,7.8433E-04,9.1864E-04,3.2447E+00,9.3661E-01,1.2628E+00,2.8984E-01,,,,,,,,
50,3.8267E+03,3.1729E+03,5.1590E+02,1.0916E+02,2.8762E+01,3.1729E+03,2.8684E+02,9.7985E+01,1.3108E+02,5.8480E+01,1.9919E+01,2.7253E+01,1.5826E+00,1.9254E+00,1.3624E+01,4.3832E+00,5.9786E+00,3.3860E-01,4.1072E-01,4.1298E-04,4.8079E-04,2.3550E+00,6.2888E-01,8.3181E-01,2.1037E-01,,,,,,,,
60,2.3733E+03,1.9837E+03,3.0740E+02,6.4984E+01,1.7217E+01,1.9837E+03,1.8174E+02,5.4601E+01,7.1062E+01,3.7034E+01,1.1283E+01,1.5012E+01,7.5268E-01,9.0171E-01,8.6272E+00,2.4902E+00,3.3030E+00,1.6193E-01,1.9242E-01,1.6782E-04,1.9367E-04,1.4910E+00,3.5748E-01,4.5980E-01,1.3319E-01,,,,,,,,
80,1.0868E+03,9.1533E+02,1.3525E+02,2.8560E+01,7.6247E+00,9.1533E+02,8.6846E+01,2.1577E+01,2.6822E+01,1.7711E+01,4.5568E+00,5.7871E+00,2.3310E-01,2.7231E-01,4.1270E+00,1.0099E+00,1.2786E+00,5.0555E-02,5.8577E-02,4.0851E-05,4.6430E-05,7.1310E-01,1.4507E-01,1.7811E-01,6.3701E-02,,,,,,,,
100,5.8649E+02,4.9603E+02,7.1360E+01,1.5062E+01,4.0413E+00,4.9603E+02,4.8325E+01,1.0483E+01,1.2553E+01,9.8695E+00,2.2450E+00,2.7449E+00,9.4335E-02,1.0806E-01,2.3009E+00,4.9889E-01,6.0813E-01,2.0555E-02,2.3357E-02,1.3802E-05,1.5501E-05,3.9750E-01,7.1698E-02,8.4749E-02,3.5509E-02,,,,,,,,
150,1.8832E+02,1.6002E+02,2.2320E+01,4.7099E+00,1.2723E+00,1.6002E+02,1.6301E+01,2.8450E+00,3.1741E+00,3.3414E+00,6.2148E-01,7.0749E-01,1.8710E-02,2.0762E-02,7.7933E-01,1.3876E-01,1.5703E-01,4.1057E-03,4.5136E-03,2.0239E-06,2.2336E-06,1.3469E-01,1.9941E-02,2.1944E-02,1.2033E-02,,,,,,,,
200,8.3965E+01,7.1480E+01,9.8440E+00,2.0774E+00,5.6340E-01,7.1480E+01,7.4816E+00,1.1459E+00,1.2166E+00,1.5377E+00,2.5295E-01,2.7392E-01,6.1286E-03,6.6975E-03,3.5884E-01,5.6606E-02,6.0922E-02,1.3500E-03,1.4605E-03,5.4681E-07,5.9996E-07,6.2021E-02,8.1374E-03,8.5173E-03,5.5420E-03,,,,,,,,
300,2.7420E+01,2.3381E+01,3.1838E+00,6.7201E-01,1.8300E-01,2.3381E+01,2.5213E+00,3.3157E-01,3.3094E-01,5.1992E-01,7.3981E-02,7.5281E-02,1.3543E-03,1.4788E-03,1.2141E-01,1.6598E-02,1.6777E-02,2.9958E-04,3.2340E-04,9.4564E-08,1.0535E-07,2.0987E-02,2.3866E-03,2.3466E-03,1.8761E-03,,,,,,,,
400,1.2780E+01,1.0908E+01,1.4758E+00,3.1149E-01,8.5001E-02,1.0908E+01,1.1934E+00,1.4361E-01,1.3877E-01,2.4651E-01,3.2208E-02,3.1727E-02,4.9516E-04,5.4517E-04,5.7581E-02,7.2374E-03,7.0770E-03,1.0938E-04,1.2065E-04,2.9718E-08,3.4074E-08,9.9543E-03,1.0407E-03,9.9001E-04,8.9050E-04,,,,,,,,
500,7.2611E+00,6.2022E+00,8.3460E-01,1.7612E-01,4.8120E-02,6.2022E+00,6.8358E-01,7.7416E-02,7.3609E-02,1.4134E-01,1.7442E-02,1.6837E-02,2.3515E-04,2.6764E-04,3.3017E-02,3.9172E-03,3.7655E-03,5.2121E-05,5.9156E-05,1.2677E-08,1.5233E-08,5.7080E-03,5.6315E-04,5.2691E-04,5.1109E-04,,,,,,,,
600,4.6727E+00,3.9942E+00,5.3485E-01,1.1279E-01,3.0851E-02,3.9942E+00,4.4186E-01,4.7824E-02,4.5162E-02,9.1362E-02,1.0795E-02,1.0347E-02,1.3181E-04,1.5590E-04,2.1353E-02,2.4258E-03,2.3138E-03,2.9330E-05,3.4205E-05,6.5609E-09,8.2344E-09,3.6917E-03,3.4874E-04,3.2394E-04,3.3094E-04,,,,,,,,
800,2.4334E+00,2.0826E+00,2.7652E-01,5.8277E-02,1.5955E-02,2.0826E+00,2.3094E-01,2.3451E-02,2.2130E-02,4.7762E-02,5.3063E-03,5.0808E-03,5.7039E-05,7.0593E-05,1.1163E-02,1.1929E-03,1.1362E-03,1.2542E-05,1.5702E-05,2.5433E-09,3.4692E-09,1.9301E-03,1.7149E-04,1.5909E-04,1.7362E-04,,,,,,,,
1000,1.5224E+00,1.3043E+00,1.7200E-01,3.6224E-02,9.9222E-03,1.3043E+00,1.4459E-01,1.4057E-02,1.3345E-02,2.9902E-02,3.1881E-03,3.0621E-03,3.0989E-05,4.0461E-05,6.9881E-03,7.1637E-04,6.8520E-04,6.8488E-06,8.9948E-06,1.2714E-09,1.8913E-09,1.2084E-03,1.0296E-04,9.6055E-05,1.0921E-04,,,,,,,,
1500,7.0197E-01,6.0235E-01,7.8561E-02,1.6526E-02,4.5305E-03,6.0235E-01,6.6589E-02,6.1134E-03,5.8582E-03,1.3763E-02,1.3840E-03,1.3505E-03,1.2200E-05,1.6886E-05,3.2162E-03,3.1137E-04,3.0176E-04,2.5744E-06,3.7462E-06,4.5727E-10,7.7744E-10,5.5640E-04,4.4756E-05,4.2398E-05,5.1283E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,1.71,2.29,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
