PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,5f5/2,5f7/2,6s1/2,6p1/2,6p3/2,6d3/2,6d5/2,7s1/2
4,1.9426E+05,0.0000E+00,0.0000E+00,0.0000E+00,1.9426E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.6723E+03,9.5063E+03,2.6467E+04,3.1388E+04,4.3105E+04,1.9671E+04,2.4243E+04,2.4077E+03,2.7804E+03,6.9077E+03,6.4174E+03,8.6720E+03,1.2504E+03,1.5083E+03,5.2355E+02,5.0897E+02,1.0916E+03,4.2121E+01,4.9684E+01,5.1118E+01
4.1293,1.8036E+05,0.0000E+00,0.0000E+00,0.0000E+00,1.8036E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.3309E+03,9.1434E+03,2.5021E+04,2.9278E+04,4.0078E+04,1.7645E+04,2.1725E+04,2.2865E+03,2.6558E+03,6.5153E+03,5.9832E+03,8.0633E+03,1.1276E+03,1.3585E+03,4.9630E+02,4.8510E+02,1.0289E+03,3.9271E+01,4.6196E+01,4.8471E+01
4.1623,3.9900E+05,0.0000E+00,0.0000E+00,2.2198E+05,1.7702E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.2198E+05,7.2467E+03,9.0538E+03,2.4670E+04,2.8768E+04,3.9347E+04,1.7169E+04,2.1134E+04,2.2570E+03,2.6252E+03,6.4200E+03,5.8784E+03,7.9167E+03,1.0986E+03,1.3232E+03,4.8969E+02,4.7927E+02,1.0137E+03,3.8583E+01,4.5356E+01,4.7828E+01
4.3621,3.6443E+05,0.0000E+00,0.0000E+00,2.0584E+05,1.5860E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.0584E+05,6.7637E+03,8.5402E+03,2.2698E+04,2.5916E+04,3.5271E+04,1.4610E+04,1.7955E+04,2.0908E+03,2.4512E+03,5.8852E+03,5.2936E+03,7.1008E+03,9.4163E+02,1.1323E+03,4.5245E+02,4.4615E+02,9.2838E+02,3.4743E+01,4.0681E+01,4.4211E+01
4.397,4.9777E+05,0.0000E+00,0.0000E+00,3.4212E+05,1.5565E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.4058E+05,2.0154E+05,6.6839E+03,8.4550E+03,2.2377E+04,2.5454E+04,3.4615E+04,1.4212E+04,1.7461E+04,2.0637E+03,2.4225E+03,5.7984E+03,5.1993E+03,6.9695E+03,9.1722E+02,1.1025E+03,4.4639E+02,4.4071E+02,9.1452E+02,3.4124E+01,3.9929E+01,4.3622E+01
4.9631,3.7432E+05,0.0000E+00,0.0000E+00,2.5742E+05,1.1690E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0938E+05,1.4804E+05,5.5722E+03,7.2115E+03,1.7944E+04,1.9246E+04,2.5895E+04,9.2955E+03,1.1374E+04,1.6898E+03,2.0187E+03,4.6127E+03,3.9354E+03,5.2212E+03,6.1089E+02,7.3104E+02,3.6329E+02,3.6469E+02,7.2595E+02,2.5832E+01,2.9918E+01,3.5542E+01
5,4.2907E+05,0.0000E+00,0.0000E+00,3.1421E+05,1.1486E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.1750E+04,1.0738E+05,1.4508E+05,5.5101E+03,7.1381E+03,1.7698E+04,1.8913E+04,2.5429E+04,9.0544E+03,1.1076E+04,1.6691E+03,1.9958E+03,4.5478E+03,3.8676E+03,5.1280E+03,5.9566E+02,7.1263E+02,3.5871E+02,3.6042E+02,7.1564E+02,2.5387E+01,2.9384E+01,3.5096E+01
5.0028,4.2826E+05,0.0000E+00,0.0000E+00,3.1355E+05,1.1471E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.1461E+04,1.0723E+05,1.4486E+05,5.5055E+03,7.1326E+03,1.7680E+04,1.8889E+04,2.5394E+04,9.0365E+03,1.1054E+04,1.6675E+03,1.9941E+03,4.5429E+03,3.8625E+03,5.1210E+03,5.9452E+02,7.1125E+02,3.5836E+02,3.6010E+02,7.1487E+02,2.5353E+01,2.9344E+01,3.5063E+01
6,2.7068E+05,0.0000E+00,0.0000E+00,1.9647E+05,7.4212E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.5714E+04,6.5134E+04,8.5623E+04,4.1464E+03,5.4953E+03,1.2521E+04,1.2150E+04,1.6065E+04,4.6935E+03,5.7049E+03,1.2280E+03,1.4965E+03,3.1876E+03,2.4926E+03,3.2540E+03,3.1641E+02,3.7007E+02,2.6183E+02,2.6788E+02,5.0032E+02,1.6370E+01,1.8656E+01,2.5660E+01
6.1448,2.5423E+05,0.0000E+00,0.0000E+00,1.8417E+05,7.0057E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.3808E+04,6.0790E+04,7.9575E+04,3.9919E+03,5.3010E+03,1.1951E+04,1.1447E+04,1.5100E+04,4.3005E+03,5.2228E+03,1.1790E+03,1.4395E+03,3.0399E+03,2.3495E+03,3.0609E+03,2.9077E+02,3.3977E+02,2.5116E+02,2.5742E+02,4.7701E+02,1.5432E+01,1.7551E+01,2.4620E+01
6.194,2.6438E+05,0.0000E+00,0.0000E+00,1.9567E+05,6.8719E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.5270E+04,4.3169E+04,5.9399E+04,7.7826E+04,3.9414E+03,5.2370E+03,1.1766E+04,1.1220E+04,1.4789E+04,4.1762E+03,5.0705E+03,1.1631E+03,1.4209E+03,2.9919E+03,2.3033E+03,2.9986E+03,2.8264E+02,3.3017E+02,2.4768E+02,2.5401E+02,4.6943E+02,1.5129E+01,1.7194E+01,2.4282E+01
6.5305,2.3171E+05,0.0000E+00,0.0000E+00,1.7126E+05,6.0454E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.4459E+04,3.9007E+04,5.0877E+04,6.6917E+04,3.6211E+03,4.8264E+03,1.0602E+04,9.8111E+03,1.2871E+04,3.4354E+03,4.1631E+03,1.0622E+03,1.3022E+03,2.6905E+03,2.0169E+03,2.6139E+03,2.3399E+02,2.7272E+02,2.2575E+02,2.3229E+02,4.2190E+02,1.3251E+01,1.4992E+01,2.2144E+01
6.5828,2.3680E+05,0.0000E+00,0.0000E+00,1.7750E+05,5.9295E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,9.6347E+03,1.4326E+04,3.8401E+04,4.9779E+04,6.5363E+04,3.5747E+03,4.7668E+03,1.0437E+04,9.6127E+03,1.2603E+04,3.3352E+03,4.0405E+03,1.0477E+03,1.2850E+03,2.6476E+03,1.9766E+03,2.5599E+03,2.2738E+02,2.6493E+02,2.2260E+02,2.2916E+02,4.1512E+02,1.2987E+01,1.4683E+01,2.1837E+01
8,1.4649E+05,0.0000E+00,0.0000E+00,1.0967E+05,3.6821E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.4576E+03,1.1434E+04,2.6363E+04,2.8136E+04,3.6274E+04,2.5885E+03,3.4773E+03,7.0283E+03,5.7609E+03,7.4213E+03,1.5995E+03,1.9237E+03,7.4560E+02,9.2065E+02,1.7717E+03,1.1915E+03,1.5170E+03,1.1062E+02,1.2874E+02,1.6306E+02,1.6306E+02,2.7733E+02,7.8360E+00,8.7095E+00,1.5474E+01
