PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
3.2713,5.6741E+05,0.0000E+00,0.0000E+00,4.3849E+05,1.2891E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.9358E+04,1.4629E+05,2.0285E+05,8.4463E+03,1.0657E+04,2.2871E+04,2.2989E+04,3.1796E+04,8.2285E+03,1.0279E+04,1.8954E+03,2.0483E+03,4.0889E+03,2.3266E+03,3.1068E+03,1.8175E+02,,,,,,
3.2975,5.9063E+05,0.0000E+00,0.0000E+00,4.6408E+05,1.2655E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.4381E+04,8.8209E+04,1.4312E+05,1.9837E+05,8.3382E+03,1.0525E+04,2.2539E+04,2.2555E+04,3.1181E+04,7.9955E+03,9.9858E+03,1.8697E+03,2.0213E+03,4.0278E+03,2.2829E+03,3.0471E+03,1.7921E+02,,,,,,
3.5356,5.0010E+05,0.0000E+00,0.0000E+00,3.9256E+05,1.0753E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.2065E+04,7.8144E+04,1.1804E+05,1.6431E+05,7.4448E+03,9.4191E+03,1.9802E+04,1.9054E+04,2.6226E+04,6.2087E+03,7.7415E+03,1.6585E+03,1.7973E+03,3.5273E+03,1.9300E+03,2.5662E+03,1.5832E+02,,,,,,
3.5639,5.1217E+05,0.0000E+00,0.0000E+00,4.0663E+05,1.0554E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.0952E+04,3.1829E+04,7.7028E+04,1.1603E+05,1.6079E+05,7.3485E+03,9.2985E+03,1.9508E+04,1.8685E+04,2.5706E+04,6.0305E+03,7.5178E+03,1.6358E+03,1.7730E+03,3.4738E+03,1.8928E+03,2.5157E+03,1.5609E+02,,,,,,
4,3.8958E+05,0.0000E+00,0.0000E+00,3.0919E+05,8.0388E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8467E+04,2.7481E+04,6.2435E+04,8.4730E+04,1.1607E+05,6.0713E+03,7.6880E+03,1.5661E+04,1.4008E+04,1.9135E+04,3.9389E+03,4.8967E+03,1.3381E+03,1.4519E+03,2.7751E+03,1.4216E+03,1.8773E+03,1.2681E+02,,,,,,
5,2.2610E+05,0.0000E+00,0.0000E+00,1.7903E+05,4.7072E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3261E+04,1.9739E+04,4.1685E+04,4.4345E+04,5.9999E+04,4.1466E+03,5.2064E+03,1.0053E+04,7.8067E+03,1.0520E+04,1.6900E+03,2.0892E+03,9.0003E+02,9.6985E+02,1.7695E+03,7.9621E+02,1.0382E+03,8.7170E+01,,,,,,
6,1.4369E+05,0.0000E+00,0.0000E+00,1.1353E+05,3.0162E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0127E+04,1.4667E+04,2.8960E+04,2.5554E+04,3.4225E+04,3.0047E+03,3.7120E+03,6.8772E+03,4.7210E+03,6.2904E+03,8.2876E+02,1.0196E+03,6.4590E+02,6.8602E+02,1.2061E+03,4.8387E+02,6.2428E+02,6.2499E+01,,,,,,
8,6.9321E+04,0.0000E+00,0.0000E+00,5.4564E+04,1.4757E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.2888E+03,8.6152E+03,1.5657E+04,1.0371E+04,1.3632E+04,1.7755E+03,2.1036E+03,3.6618E+03,2.0457E+03,2.6760E+03,2.5984E+02,3.1708E+02,3.7736E+02,3.8560E+02,6.4011E+02,2.1250E+02,2.6577E+02,3.6485E+01,,,,,,
10,3.9030E+04,0.0000E+00,0.0000E+00,3.0631E+04,8.3993E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.2399E+03,5.4842E+03,9.4031E+03,5.0113E+03,6.4924E+03,1.1644E+03,1.3179E+03,2.1892E+03,1.0341E+03,1.3326E+03,1.0278E+02,1.2457E+02,2.4583E+02,2.4061E+02,3.8227E+02,1.0805E+02,1.3313E+02,2.3761E+01,,,,,,
12.274,2.2899E+04,0.0000E+00,0.0000E+00,1.7924E+04,4.9750E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.9047E+03,3.5265E+03,5.7537E+03,2.5198E+03,3.2196E+03,7.8258E+02,8.4097E+02,1.3391E+03,5.3956E+02,6.8541E+02,4.2958E+01,5.1713E+01,1.6441E+02,1.5316E+02,2.3375E+02,5.6658E+01,6.8813E+01,1.5889E+01,,,,,,
12.372,5.6796E+04,0.0000E+00,3.4370E+04,1.7552E+04,4.8740E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.4370E+04,2.8617E+03,3.4645E+03,5.6422E+03,2.4523E+03,3.1316E+03,7.7043E+02,8.2608E+02,1.3132E+03,5.2583E+02,6.6759E+02,4.1508E+01,4.9953E+01,1.6183E+02,1.5044E+02,2.2923E+02,5.5227E+01,6.7036E+01,1.5639E+01,,,,,,
14.241,3.8879E+04,0.0000E+00,2.3373E+04,1.2115E+04,3.3907E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.3373E+04,2.1882E+03,2.5233E+03,3.9760E+03,1.5136E+03,1.9135E+03,5.8314E+02,6.0008E+02,9.2679E+02,3.3201E+02,4.1719E+02,2.2541E+01,2.6992E+01,1.2215E+02,1.0916E+02,1.6180E+02,3.4983E+01,4.2027E+01,1.1804E+01,,,,,,
14.355,5.3039E+04,0.0000E+00,3.7855E+04,1.1862E+04,3.3214E+03,0.0000E+00,0.0000E+00,1.4968E+04,2.2887E+04,2.1547E+03,2.4775E+03,3.8970E+03,1.4724E+03,1.8603E+03,5.7392E+02,5.8915E+02,9.0842E+02,3.2337E+02,4.0608E+02,2.1768E+01,2.6059E+01,1.2021E+02,1.0717E+02,1.5860E+02,3.4078E+01,4.0916E+01,1.1616E+01,,,,,,
14.819,4.9055E+04,0.0000E+00,3.5094E+04,1.0903E+04,3.0581E+03,0.0000E+00,0.0000E+00,1.4051E+04,2.1044E+04,2.0261E+03,2.3018E+03,3.5953E+03,1.3182E+03,1.6617E+03,5.3847E+02,5.4728E+02,8.3838E+02,2.9095E+02,3.6450E+02,1.8933E+01,2.2637E+01,1.1272E+02,9.9533E+01,1.4638E+02,3.0684E+01,3.6752E+01,1.0892E+01,,,,,,
14.938,5.5534E+04,0.0000E+00,4.1863E+04,1.0675E+04,2.9955E+03,0.0000E+00,7.5321E+03,1.3728E+04,2.0603E+04,1.9950E+03,2.2595E+03,3.5231E+03,1.2821E+03,1.6153E+03,5.2992E+02,5.3724E+02,8.2165E+02,2.8334E+02,3.5474E+02,1.8281E+01,2.1851E+01,1.1091E+02,9.7703E+01,1.4346E+02,2.9886E+01,3.5774E+01,1.0718E+01,,,,,,
15,5.4895E+04,0.0000E+00,4.1373E+04,1.0558E+04,2.9633E+03,0.0000E+00,7.4382E+03,1.3559E+04,2.0376E+04,1.9790E+03,2.2378E+03,3.4860E+03,1.2637E+03,1.5917E+03,5.2552E+02,5.3207E+02,8.1305E+02,2.7944E+02,3.4976E+02,1.7950E+01,2.1452E+01,1.0999E+02,9.6764E+01,1.4196E+02,2.9478E+01,3.5275E+01,1.0628E+01,,,,,,
20,2.6278E+04,0.0000E+00,1.9975E+04,4.9063E+03,1.3970E+03,0.0000E+00,4.5282E+03,6.4678E+03,8.9787E+03,1.1167E+03,1.1254E+03,1.6439E+03,4.5717E+02,5.6310E+02,2.9204E+02,2.6774E+02,3.8560E+02,1.0513E+02,1.2862E+02,4.9897E+00,5.8947E+00,6.0870E+01,4.8651E+01,6.7405E+01,1.1156E+01,1.3049E+01,5.8818E+00,,,,,,
30,8.9892E+03,0.0000E+00,6.8685E+03,1.6444E+03,4.7635E+02,0.0000E+00,2.0500E+03,2.1188E+03,2.6997E+03,4.7826E+02,4.0159E+02,5.3666E+02,1.0407E+02,1.2379E+02,1.2334E+02,9.6131E+01,1.2715E+02,2.4988E+01,2.9511E+01,7.8778E-01,9.1384E-01,2.5612E+01,1.7478E+01,2.2285E+01,2.6700E+00,3.0148E+00,2.4747E+00,,,,,,
40,4.1418E+03,0.0000E+00,3.1710E+03,7.5094E+02,2.1980E+02,0.0000E+00,1.1199E+03,9.3530E+02,1.1158E+03,2.5477E+02,1.8626E+02,2.3349E+02,3.5428E+01,4.0999E+01,6.5294E+01,4.4854E+01,5.5734E+01,8.7169E+00,1.0014E+01,2.0838E-01,2.3832E-01,1.3539E+01,8.1638E+00,9.7677E+00,9.3516E-01,1.0272E+00,1.3079E+00,,,,,,
50,2.2565E+03,0.0000E+00,1.7293E+03,4.0713E+02,1.2008E+02,0.0000E+00,6.8521E+02,4.8932E+02,5.5480E+02,1.5386E+02,1.0080E+02,1.2012E+02,1.5178E+01,1.7170E+01,3.9310E+01,2.4397E+01,2.8839E+01,3.7946E+00,4.2613E+00,7.3681E-02,8.3247E-02,8.1467E+00,4.4791E+00,5.0598E+00,4.0821E-01,4.3828E-01,7.8674E-01,,,,,,
60,1.3693E+03,0.0000E+00,1.0499E+03,2.4630E+02,7.3060E+01,0.0000E+00,4.5267E+02,2.8614E+02,3.1113E+02,1.0089E+02,6.0433E+01,6.9043E+01,7.5531E+00,8.3792E+00,2.5733E+01,1.4687E+01,1.6650E+01,1.9096E+00,2.1033E+00,3.1315E-02,3.4644E-02,5.3514E+00,2.6987E+00,2.9238E+00,2.0583E-01,2.1674E-01,5.1474E-01,,,,,,
80,6.1966E+02,0.0000E+00,4.7538E+02,1.1108E+02,3.3203E+01,0.0000E+00,2.3021E+02,1.2158E+02,1.2359E+02,5.0962E+01,2.6575E+01,2.8358E+01,2.5001E+00,2.6868E+00,1.2976E+01,6.4981E+00,6.8828E+00,6.4133E-01,6.8454E-01,8.1899E-03,8.8890E-03,2.6973E+00,1.1955E+00,1.2101E+00,6.9318E-02,7.0720E-02,2.5943E-01,,,,,,
83.32,5.5379E+02,0.0000E+00,4.2487E+02,9.9233E+01,2.9691E+01,0.0000E+00,2.0882E+02,1.0767E+02,1.0838E+02,4.6198E+01,2.3635E+01,2.4974E+01,2.1381E+00,2.2874E+00,1.1762E+01,5.7838E+00,6.0667E+00,5.4947E-01,5.8386E-01,6.7793E-03,7.3385E-03,2.4448E+00,1.0643E+00,1.0668E+00,5.9409E-02,6.0338E-02,2.3513E-01,,,,,,
83.987,2.6188E+03,2.0771E+03,4.1560E+02,9.7062E+01,2.9047E+01,2.0771E+03,2.0485E+02,1.0513E+02,1.0563E+02,4.5316E+01,2.3097E+01,2.4359E+01,2.0736E+00,2.2164E+00,1.1537E+01,5.6531E+00,5.9181E+00,5.3305E-01,5.6592E-01,6.5327E-03,7.0680E-03,2.3980E+00,1.0402E+00,1.0407E+00,5.7638E-02,5.8487E-02,2.3063E-01,,,,,,
100,1.6565E+03,1.3223E+03,2.5642E+02,5.9795E+01,1.7965E+01,1.3223E+03,1.3407E+02,6.2318E+01,6.0038E+01,2.9612E+01,1.3931E+01,1.4079E+01,1.0606E+00,1.1119E+00,7.5359E+00,3.4208E+00,3.4322E+00,2.7455E-01,2.8598E-01,2.9124E-03,3.1172E-03,1.5660E+00,6.2988E-01,6.0399E-01,2.9728E-02,2.9592E-02,1.5062E-01,,,,,,
150,5.7020E+02,4.6136E+02,8.3529E+01,1.9432E+01,5.8841E+00,4.6136E+02,4.8875E+01,1.8504E+01,1.6151E+01,1.0793E+01,4.2750E+00,3.9085E+00,2.2675E-01,2.2796E-01,2.7467E+00,1.0566E+00,9.5907E-01,5.9439E-02,5.9438E-02,4.6226E-04,4.8271E-04,5.7064E-01,1.9482E-01,1.6900E-01,6.4542E-03,6.1637E-03,5.4882E-02,,,,,,
200,2.6475E+02,2.1532E+02,3.7930E+01,8.8141E+00,2.6809E+00,2.1532E+02,2.3607E+01,7.8936E+00,6.4293E+00,5.2217E+00,1.8565E+00,1.5822E+00,7.7557E-02,7.6176E-02,1.3294E+00,4.6052E-01,3.8970E-01,2.0483E-02,1.9893E-02,1.2946E-04,1.3355E-04,2.7615E-01,8.4985E-02,6.8715E-02,2.2256E-03,2.0772E-03,2.6560E-02,,,,,,
300,9.1130E+01,7.4481E+01,1.2777E+01,2.9655E+00,9.0649E-01,7.4481E+01,8.4971E+00,2.4537E+00,1.8265E+00,1.8847E+00,5.8789E-01,4.5721E-01,1.8139E-02,1.7543E-02,4.8027E-01,1.4656E-01,1.1284E-01,4.8248E-03,4.6145E-03,2.3740E-05,2.4518E-05,9.9738E-02,2.7043E-02,1.9947E-02,5.2478E-04,4.8258E-04,9.5937E-03,,,,,,
400,4.3922E+01,3.6000E+01,6.0805E+00,1.4097E+00,4.3192E-01,3.6000E+01,4.1898E+00,1.1089E+00,7.8177E-01,9.3076E-01,2.6818E-01,1.9731E-01,6.8066E-03,6.6288E-03,2.3715E-01,6.7007E-02,4.8782E-02,1.8166E-03,1.7513E-03,7.6100E-06,8.0442E-06,4.9274E-02,1.2368E-02,8.6267E-03,1.9773E-04,1.8315E-04,4.7406E-03,,,,,,
500,2.5530E+01,2.0971E+01,3.4994E+00,8.1041E-01,2.4868E-01,2.0971E+01,2.4656E+00,6.1511E-01,4.1871E-01,5.4812E-01,1.4956E-01,1.0616E-01,3.3025E-03,3.2727E-03,1.3968E-01,3.7416E-02,2.6266E-02,8.8389E-04,8.6650E-04,3.3152E-06,3.5645E-06,2.9023E-02,6.9081E-03,4.6469E-03,9.6191E-05,9.0662E-05,2.7929E-03,,,,,,
600,1.6687E+01,1.3733E+01,2.2684E+00,5.2480E-01,1.6119E-01,1.3733E+01,1.6228E+00,3.8780E-01,2.5778E-01,3.6087E-01,9.4605E-02,6.5535E-02,1.8797E-03,1.9040E-03,9.1967E-02,2.3687E-02,1.6222E-02,5.0466E-04,5.0369E-04,1.7170E-06,1.9351E-06,1.9109E-02,4.3741E-03,2.8707E-03,5.4841E-05,5.2831E-05,1.8396E-03,,,,,,
800,8.8422E+00,7.2972E+00,1.1867E+00,2.7402E-01,8.4280E-02,7.2972E+00,8.6519E-01,1.9541E-01,1.2608E-01,1.9240E-01,4.7845E-02,3.2089E-02,8.2579E-04,8.6129E-04,4.9029E-02,1.1995E-02,7.9623E-03,2.2114E-04,2.3048E-04,6.9014E-07,8.0839E-07,1.0187E-02,2.2150E-03,1.4087E-03,2.4075E-05,2.4179E-05,9.8172E-04,,,,,,
1000,5.5684E+00,4.6046E+00,7.4048E-01,1.7077E-01,5.2546E-02,4.6046E+00,5.4586E-01,1.1914E-01,7.5479E-02,1.2133E-01,2.9270E-02,1.9217E-02,4.5393E-04,4.9751E-04,3.0918E-02,7.3321E-03,4.7703E-03,1.2233E-04,1.3230E-04,3.4284E-07,4.4393E-07,6.4240E-03,1.3539E-03,8.4457E-04,1.3292E-05,1.3902E-05,6.2009E-04,,,,,,
1500,2.5612E+00,2.1237E+00,3.3630E-01,7.7403E-02,2.3831E-02,2.1237E+00,2.5088E-01,5.2864E-02,3.2557E-02,5.5710E-02,1.3010E-02,8.3046E-03,1.7704E-04,2.0066E-04,1.4194E-02,3.2625E-03,2.0594E-03,4.6829E-05,5.4457E-05,1.1911E-07,1.7174E-07,2.9491E-03,6.0232E-04,3.6466E-04,5.1017E-06,5.7356E-06,2.8657E-04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,4,6,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
