PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
9.266,6.5363E+04,0.0000E+00,4.1136E+04,1.9522E+04,4.7050E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.1136E+04,3.4866E+03,3.8266E+03,6.4879E+03,2.4551E+03,3.2657E+03,8.7475E+02,8.4452E+02,1.4054E+03,4.7444E+02,6.2675E+02,1.7664E+01,2.1393E+01,1.4348E+02,1.1001E+02,1.7542E+02,1.1117E+01,,,,,,,,
9.3402,8.8010E+04,0.0000E+00,6.4285E+04,1.9114E+04,4.6100E+03,0.0000E+00,0.0000E+00,2.4003E+04,4.0283E+04,3.4336E+03,3.7561E+03,6.3608E+03,2.3883E+03,3.1755E+03,8.6099E+02,8.2895E+02,1.3780E+03,4.6208E+02,6.1017E+02,1.7054E+01,2.0650E+01,1.4121E+02,1.0798E+02,1.7200E+02,1.0940E+01,,,,,,,,
9.7087,7.9967E+04,0.0000E+00,5.8540E+04,1.7252E+04,4.1749E+03,0.0000E+00,0.0000E+00,2.2098E+04,3.6442E+04,3.1870E+03,3.4307E+03,5.7750E+03,2.0883E+03,2.7712E+03,7.9708E+02,7.5707E+02,1.2516E+03,4.0634E+02,5.3544E+02,1.4375E+01,1.7387E+01,1.3064E+02,9.8590E+01,1.5624E+02,1.0122E+01,,,,,,,,
9.7865,9.0529E+04,0.0000E+00,6.9547E+04,1.6891E+04,4.0903E+03,0.0000E+00,1.2261E+04,2.1590E+04,3.5696E+04,3.1383E+03,3.3670E+03,5.6605E+03,2.0312E+03,2.6943E+03,7.8447E+02,7.4299E+02,1.2269E+03,3.9567E+02,5.2117E+02,1.3876E+01,1.6780E+01,1.2856E+02,9.6751E+01,1.5316E+02,9.9613E+00,,,,,,,,
10,8.5799E+04,0.0000E+00,6.5978E+04,1.5951E+04,3.8697E+03,0.0000E+00,1.1897E+04,2.0344E+04,3.3738E+04,3.0095E+03,3.2001E+03,5.3609E+03,1.8841E+03,2.4963E+03,7.5130E+02,7.0608E+02,1.1624E+03,3.6813E+02,4.8433E+02,1.2610E+01,1.5240E+01,1.2308E+02,9.1933E+01,1.4511E+02,9.5372E+00,,,,,,,,
15,2.9995E+04,0.0000E+00,2.3265E+04,5.3836E+03,1.3470E+03,0.0000E+00,5.7320E+03,6.9493E+03,1.0584E+04,1.3346E+03,1.1787E+03,1.8546E+03,4.4261E+02,5.7310E+02,3.2704E+02,2.6079E+02,4.0503E+02,9.0890E+01,1.1680E+02,2.0207E+00,2.4130E+00,5.3313E+01,3.3930E+01,5.0611E+01,4.1334E+00,,,,,,,,
20,1.3931E+04,0.0000E+00,1.0838E+04,2.4650E+03,6.2815E+02,0.0000E+00,3.2543E+03,3.0843E+03,4.4993E+03,7.2882E+02,5.5473E+02,8.3503E+02,1.5251E+02,1.9388E+02,1.7701E+02,1.2334E+02,1.8357E+02,3.2202E+01,4.0620E+01,5.3477E-01,6.3254E-01,2.8793E+01,1.6258E+01,2.2963E+01,2.2327E+00,,,,,,,,
30,4.6230E+03,0.0000E+00,3.6037E+03,8.0866E+02,2.1066E+02,0.0000E+00,1.3773E+03,9.4113E+02,1.2853E+03,2.9862E+02,1.8143E+02,2.5611E+02,3.2447E+01,4.0059E+01,7.1978E+01,4.0709E+01,5.6884E+01,7.0742E+00,8.6647E+00,7.8876E-02,9.1855E-02,1.1767E+01,5.3742E+00,7.1277E+00,9.0630E-01,,,,,,,,
40,2.0891E+03,0.0000E+00,1.6296E+03,3.6358E+02,9.5929E+01,0.0000E+00,7.2042E+02,3.9485E+02,5.1437E+02,1.5414E+02,7.9366E+01,1.0680E+02,1.0549E+01,1.2722E+01,3.7047E+01,1.7926E+01,2.3888E+01,2.3405E+00,2.8006E+00,1.9795E-02,2.2753E-02,6.0528E+00,2.3692E+00,2.9966E+00,4.6613E-01,,,,,,,,
50,1.1220E+03,0.0000E+00,8.7546E+02,1.9474E+02,5.1822E+01,0.0000E+00,4.2688E+02,1.9906E+02,2.4952E+02,9.0831E+01,4.1132E+01,5.3242E+01,4.3696E+00,5.1669E+00,2.1803E+01,9.3342E+00,1.1968E+01,9.7990E-01,1.1501E+00,6.7380E-03,7.6591E-03,3.5610E+00,1.2347E+00,1.5026E+00,2.7422E-01,,,,,,,,
57.531,7.5757E+02,0.0000E+00,5.9116E+02,1.3130E+02,3.5108E+01,0.0000E+00,3.0471E+02,1.2887E+02,1.5758E+02,6.4691E+01,2.7047E+01,3.4139E+01,2.5033E+00,2.9220E+00,1.5521E+01,6.1548E+00,7.6957E+00,5.6467E-01,6.5435E-01,3.4229E-03,3.8615E-03,2.5345E+00,8.1454E-01,9.6664E-01,1.9517E-01,,,,,,,,
57.991,3.9770E+03,3.2362E+03,5.7807E+02,1.2839E+02,3.4338E+01,3.2362E+03,2.9886E+02,1.2571E+02,1.5350E+02,6.3444E+01,2.6407E+01,3.3283E+01,2.4252E+00,2.8287E+00,1.5221E+01,6.0101E+00,7.5038E+00,5.4721E-01,6.3367E-01,3.2937E-03,3.7142E-03,2.4856E+00,7.9540E-01,9.4257E-01,1.9141E-01,,,,,,,,
60,3.6510E+03,2.9777E+03,5.2538E+02,1.1665E+02,3.1234E+01,2.9777E+03,2.7507E+02,1.1308E+02,1.3723E+02,5.8378E+01,2.3836E+01,2.9857E+01,2.1180E+00,2.4624E+00,1.4005E+01,5.4287E+00,6.7358E+00,4.7850E-01,5.5239E-01,2.7949E-03,3.1457E-03,2.2868E+00,7.1852E-01,8.4619E-01,1.7610E-01,,,,,,,,
80,1.7058E+03,1.4063E+03,2.3373E+02,5.1786E+01,1.3983E+01,1.4063E+03,1.3481E+02,4.5998E+01,5.2925E+01,2.8568E+01,9.9612E+00,1.1820E+01,6.7424E-01,7.6243E-01,6.8513E+00,2.2801E+00,2.6802E+00,1.5383E-01,1.7285E-01,7.0276E-04,7.7831E-04,1.1184E+00,3.0205E-01,3.3701E-01,8.6127E-02,,,,,,,,
100,9.3485E+02,7.7544E+02,1.2441E+02,2.7531E+01,7.4756E+00,7.7544E+02,7.6415E+01,2.2831E+01,2.5160E+01,1.6200E+01,5.0309E+00,5.7143E+00,2.7814E-01,3.0777E-01,3.8859E+00,1.1555E+00,1.3001E+00,6.3890E-02,6.9864E-02,2.4265E-04,2.6536E-04,6.3425E-01,1.5316E-01,1.6357E-01,4.8843E-02,,,,,,,,
150,3.0796E+02,2.5728E+02,3.9550E+01,8.7418E+00,2.3929E+00,2.5728E+02,2.6597E+01,6.4230E+00,6.5299E+00,5.6543E+00,1.4511E+00,1.5188E+00,5.6867E-02,6.0699E-02,1.3575E+00,3.3494E-01,3.4663E-01,1.3185E-02,1.3901E-02,3.6662E-05,3.9246E-05,2.2150E-01,4.4439E-02,4.3732E-02,1.7058E-02,,,,,,,,
200,1.3950E+02,1.1688E+02,1.7649E+01,3.8995E+00,1.0722E+00,1.1688E+02,1.2459E+01,2.6473E+00,2.5432E+00,2.6555E+00,6.0610E-01,5.9904E-01,1.8978E-02,1.9885E-02,6.3766E-01,1.4043E-01,1.3708E-01,4.4220E-03,4.5744E-03,1.0068E-05,1.0684E-05,1.0409E-01,1.8622E-02,1.7303E-02,8.0173E-03,,,,,,,,
300,4.6498E+01,3.9061E+01,5.8019E+00,1.2814E+00,3.5403E-01,3.9061E+01,4.3094E+00,7.8816E-01,7.0440E-01,9.2160E-01,1.8294E-01,1.6806E-01,4.2901E-03,4.4655E-03,2.2146E-01,4.2518E-02,3.8561E-02,1.0047E-03,1.0319E-03,1.7761E-06,1.9010E-06,3.6154E-02,5.6410E-03,4.8704E-03,2.7858E-03,,,,,,,,
400,2.1953E+01,1.8469E+01,2.7174E+00,5.9986E-01,1.6615E-01,1.8469E+01,2.0724E+00,3.4710E-01,2.9786E-01,4.4399E-01,8.1114E-02,7.1507E-02,1.5794E-03,1.6699E-03,1.0673E-01,1.8884E-02,1.6428E-02,3.7077E-04,3.8709E-04,5.5826E-07,6.1699E-07,1.7425E-02,2.5059E-03,2.0754E-03,1.3435E-03,,,,,,,,
500,1.2581E+01,1.0597E+01,1.5473E+00,3.4138E-01,9.4697E-02,1.0597E+01,1.1994E+00,1.8922E-01,1.5864E-01,2.5720E-01,4.4389E-02,3.8220E-02,7.5872E-04,8.1348E-04,6.1837E-02,1.0347E-02,8.7862E-03,1.7802E-04,1.9047E-04,2.3939E-07,2.7484E-07,1.0096E-02,1.3729E-03,1.1102E-03,7.7904E-04,,,,,,,,
600,8.1444E+00,6.8676E+00,9.9614E-01,2.1962E-01,6.0989E-02,6.8676E+00,7.8066E-01,1.1793E-01,9.7552E-02,1.6749E-01,2.7728E-02,2.3506E-02,4.3085E-04,4.7392E-04,4.0268E-02,6.4693E-03,5.4146E-03,1.0131E-04,1.1082E-04,1.2647E-07,1.5064E-07,6.5748E-03,8.5830E-04,6.8437E-04,5.0783E-04,,,,,,,,
800,4.2682E+00,3.6054E+00,5.1717E-01,1.1389E-01,3.1664E-02,3.6054E+00,4.1100E-01,5.8413E-02,4.7751E-02,8.8168E-02,1.3798E-02,1.1522E-02,1.8454E-04,2.1739E-04,2.1205E-02,3.2153E-03,2.6564E-03,4.3492E-05,5.0649E-05,4.8098E-08,6.2380E-08,3.4623E-03,4.2667E-04,3.3593E-04,2.6822E-04,,,,,,,,
1000,2.6766E+00,2.2640E+00,3.2204E-01,7.0854E-02,1.9712E-02,2.2640E+00,2.5802E-01,3.5280E-02,2.8732E-02,5.5340E-02,8.3436E-03,6.9429E-03,1.0201E-04,1.2487E-04,1.3309E-02,1.9464E-03,1.6000E-03,2.4041E-05,2.9083E-05,2.4732E-08,3.4144E-08,2.1733E-03,2.5820E-04,2.0242E-04,1.6904E-04,,,,,,,,
1500,1.2324E+00,1.0446E+00,1.4666E-01,3.2216E-02,8.9691E-03,1.0446E+00,1.1867E-01,1.5433E-02,1.2551E-02,2.5436E-02,3.6619E-03,3.0274E-03,3.8870E-05,5.2060E-05,6.1158E-03,8.5340E-04,6.9903E-04,9.1039E-06,1.1995E-05,8.3784E-09,1.3384E-08,9.9891E-04,1.1323E-04,8.8571E-05,7.9033E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,5.14,6.86,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
