PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
4,2.6014E+05,0.0000E+00,0.0000E+00,2.1184E+05,4.8306E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.6756E+04,2.4368E+04,4.9700E+04,5.0882E+04,7.0131E+04,4.8890E+03,5.9405E+03,1.1358E+04,8.3027E+03,1.1376E+04,1.2942E+03,1.6082E+03,8.6813E+02,8.5017E+02,1.5393E+03,8.7895E+01,1.1329E+02,7.9212E+01,,,,,,
5,1.4938E+05,0.0000E+00,0.0000E+00,1.2118E+05,2.8200E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1779E+04,1.6477E+04,3.1841E+04,2.5843E+04,3.5238E+04,3.2752E+03,3.8736E+03,7.1242E+03,4.4503E+03,6.0293E+03,5.3598E+02,6.6293E+02,5.7596E+02,5.5021E+02,9.6209E+02,4.7349E+01,6.0348E+01,5.2544E+01,,,,,,
6,9.4223E+04,0.0000E+00,0.0000E+00,7.6193E+04,1.8030E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.6779E+03,1.1635E+04,2.1607E+04,1.4577E+04,1.9697E+04,2.3397E+03,2.6827E+03,4.7850E+03,2.6120E+03,3.5057E+03,2.5591E+02,3.1526E+02,4.0888E+02,3.7935E+02,6.4499E+02,2.7903E+01,3.5229E+01,3.7303E+01,,,,,,
8,4.4991E+04,0.0000E+00,0.0000E+00,3.6197E+04,8.7939E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.2004E+03,6.4303E+03,1.1258E+04,5.7080E+03,7.6003E+03,1.3557E+03,1.4558E+03,2.4773E+03,1.0824E+03,1.4304E+03,7.7036E+01,9.4255E+01,2.3509E+02,2.0487E+02,3.3342E+02,1.1631E+01,1.4459E+01,2.1452E+01,,,,,,
9.5484,2.8384E+04,0.0000E+00,0.0000E+00,2.2767E+04,5.6161E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.7428E+03,4.3541E+03,7.3769E+03,3.1459E+03,4.1479E+03,9.6083E+02,9.8110E+02,1.6225E+03,6.1505E+02,8.0467E+02,3.6048E+01,4.3905E+01,1.6597E+02,1.3780E+02,2.1831E+02,6.6320E+00,8.1619E+00,1.5148E+01,,,,,,
9.6249,7.3328E+04,0.0000E+00,4.5530E+04,2.2294E+04,5.5031E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.5530E+04,3.6868E+03,4.2766E+03,7.2345E+03,3.0615E+03,4.0349E+03,9.4588E+02,9.6348E+02,1.5913E+03,5.9934E+02,7.8375E+02,3.4822E+01,4.2403E+01,1.6336E+02,1.3531E+02,2.1412E+02,6.4635E+00,7.9509E+00,1.4910E+01,,,,,,
10,6.6918E+04,0.0000E+00,4.1770E+04,2.0157E+04,4.9913E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.1770E+04,3.4281E+03,3.9225E+03,6.5865E+03,2.6867E+03,3.5330E+03,8.7722E+02,8.8296E+02,1.4493E+03,5.2914E+02,6.9041E+02,2.9490E+01,3.5870E+01,1.5139E+02,1.2396E+02,1.9502E+02,5.7106E+00,7.0090E+00,1.3818E+01,,,,,,
10.753,5.4766E+04,0.0000E+00,3.3984E+04,1.6637E+04,4.1443E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.3984E+04,2.9824E+03,3.3200E+03,5.5031E+03,2.0922E+03,2.7395E+03,7.5959E+02,7.4674E+02,1.2115E+03,4.1679E+02,5.4147E+02,2.1463E+01,2.6053E+01,1.3092E+02,1.0479E+02,1.6303E+02,4.5040E+00,5.5042E+00,1.1951E+01,,,,,,
10.839,7.4007E+04,0.0000E+00,5.3657E+04,1.6290E+04,4.0603E+03,0.0000E+00,0.0000E+00,2.0372E+04,3.3285E+04,2.9370E+03,3.2590E+03,5.3948E+03,2.0352E+03,2.6636E+03,7.4762E+02,7.3302E+02,1.1877E+03,4.0593E+02,5.2712E+02,2.0723E+01,2.5150E+01,1.2884E+02,1.0286E+02,1.5983E+02,4.3873E+00,5.3591E+00,1.1761E+01,,,,,,
11.238,6.7714E+04,0.0000E+00,4.9211E+04,1.4803E+04,3.7002E+03,0.0000E+00,0.0000E+00,1.8905E+04,3.0306E+04,2.7394E+03,2.9955E+03,4.9277E+03,1.7954E+03,2.3450E+03,6.9561E+02,6.7373E+02,1.0853E+03,3.6006E+02,4.6653E+02,1.7673E+01,2.1429E+01,1.1981E+02,9.4515E+01,1.4606E+02,3.8941E+00,4.7462E+00,1.0936E+01,,,,,,
11.328,7.6668E+04,0.0000E+00,5.8550E+04,1.4493E+04,3.6250E+03,0.0000E+00,1.0403E+04,1.8465E+04,2.9681E+04,2.6974E+03,2.9401E+03,4.8296E+03,1.7463E+03,2.2798E+03,6.8460E+02,6.6124E+02,1.0638E+03,3.5062E+02,4.5407E+02,1.7066E+01,2.0683E+01,1.1789E+02,9.2759E+01,1.4317E+02,3.7925E+00,4.6202E+00,1.0762E+01,,,,,,
15,3.7384E+04,0.0000E+00,2.8787E+04,6.8488E+03,1.7484E+03,0.0000E+00,6.4013E+03,8.9342E+03,1.3451E+04,1.5451E+03,1.4933E+03,2.3341E+03,6.4668E+02,8.2960E+02,3.8655E+02,3.3610E+02,5.1665E+02,1.3478E+02,1.7146E+02,4.8326E+00,5.7531E+00,6.6314E+01,4.7103E+01,6.9611E+01,1.4646E+00,1.7527E+00,6.0554E+00,,,,,,
20,1.7440E+04,0.0000E+00,1.3470E+04,3.1506E+03,8.1898E+02,0.0000E+00,3.6764E+03,4.0235E+03,5.7702E+03,8.5283E+02,7.1819E+02,1.0678E+03,2.2665E+02,2.8512E+02,2.1109E+02,1.6229E+02,2.3789E+02,4.8731E+01,6.0771E+01,1.2985E+00,1.5299E+00,3.6114E+01,2.2747E+01,3.2065E+01,5.3171E-01,6.2378E-01,3.2985E+00,,,,,,
30,5.8498E+03,0.0000E+00,4.5324E+03,1.0408E+03,2.7655E+02,0.0000E+00,1.5970E+03,1.2578E+03,1.6776E+03,3.5470E+02,2.4181E+02,3.3473E+02,4.9375E+01,6.0213E+01,8.6955E+01,5.5100E+01,7.5330E+01,1.1000E+01,1.3293E+01,1.9654E-01,2.2779E-01,1.4845E+01,7.8218E+00,1.0171E+01,1.2057E-01,1.3710E-01,1.3557E+00,,,,,,
40,2.6594E+03,0.0000E+00,2.0624E+03,4.7028E+02,1.2664E+02,0.0000E+00,8.4679E+02,5.3690E+02,6.7875E+02,1.8507E+02,1.0785E+02,1.4165E+02,1.6310E+01,1.9404E+01,4.5199E+01,2.4741E+01,3.2113E+01,3.7065E+00,4.3703E+00,5.0295E-02,5.7505E-02,7.7551E+00,3.5164E+00,4.3411E+00,4.0745E-02,4.5198E-02,7.0402E-01,,,,,,
50,1.4349E+03,0.0000E+00,1.1134E+03,2.5288E+02,6.8695E+01,0.0000E+00,5.0729E+02,2.7392E+02,3.3215E+02,1.0998E+02,5.6707E+01,7.1386E+01,6.8341E+00,7.9639E+00,2.6813E+01,1.3073E+01,1.6270E+01,1.5726E+00,1.8167E+00,1.7332E-02,1.9582E-02,4.5985E+00,1.8597E+00,2.2015E+00,1.7322E-02,1.8822E-02,4.1743E-01,,,,,,
60,8.6413E+02,0.0000E+00,6.7063E+02,1.5196E+02,4.1544E+01,0.0000E+00,3.2964E+02,1.5709E+02,1.8390E+02,7.1179E+01,3.3236E+01,4.0373E+01,3.3426E+00,3.8266E+00,1.7337E+01,7.6916E+00,9.2381E+00,7.7582E-01,8.8066E-01,7.2505E-03,8.1093E-03,2.9725E+00,1.0949E+00,1.2509E+00,8.5577E-03,9.1354E-03,2.6982E-01,,,,,,
65.438,6.7831E+02,0.0000E+00,5.2646E+02,1.1917E+02,3.2673E+01,0.0000E+00,2.6754E+02,1.2038E+02,1.3853E+02,5.7690E+01,2.5714E+01,3.0698E+01,2.3763E+00,2.6969E+00,1.4047E+01,5.9610E+00,7.0366E+00,5.5356E-01,6.2305E-01,4.7915E-03,5.3317E-03,2.4082E+00,8.4881E-01,9.5305E-01,6.1095E-03,6.4664E-03,2.1860E-01,,,,,,
65.962,3.4451E+03,2.7818E+03,5.1486E+02,1.1654E+02,3.1958E+01,2.7818E+03,2.6242E+02,1.1747E+02,1.3497E+02,5.6581E+01,2.5112E+01,2.9932E+01,2.3029E+00,2.6115E+00,1.3777E+01,5.8225E+00,6.8622E+00,5.3667E-01,6.0351E-01,4.6126E-03,5.1303E-03,2.3619E+00,8.2912E-01,9.2945E-01,5.9230E-03,6.2642E-03,2.1439E-01,,,,,,
80,2.0734E+03,1.6868E+03,3.0004E+02,6.7804E+01,1.8700E+01,1.6868E+03,1.6356E+02,6.4831E+01,7.1650E+01,3.5213E+01,1.4127E+01,1.6187E+01,1.0784E+00,1.1992E+00,8.5709E+00,3.2871E+00,3.7244E+00,2.5312E-01,2.7927E-01,1.8478E-03,2.0313E-03,1.4691E+00,4.6838E-01,5.0478E-01,2.7975E-03,2.9015E-03,1.3335E-01,,,,,,
100,1.1494E+03,9.4275E+02,1.6040E+02,3.6194E+01,1.0040E+01,9.4275E+02,9.3564E+01,3.2522E+01,3.4317E+01,2.0136E+01,7.2236E+00,7.8974E+00,4.4912E-01,4.8823E-01,4.9009E+00,1.6870E+00,1.8238E+00,1.0616E-01,1.1393E-01,6.4522E-04,7.0002E-04,8.3989E-01,2.4055E-01,2.4736E-01,1.1748E-03,1.1915E-03,7.6238E-02,,,,,,
150,3.8373E+02,3.1750E+02,5.1405E+01,1.1580E+01,3.2403E+00,3.1750E+02,3.3073E+01,9.3148E+00,9.0170E+00,7.1322E+00,2.1268E+00,2.1305E+00,9.3215E-02,9.7552E-02,1.7370E+00,4.9944E-01,4.9481E-01,2.2277E-02,2.3013E-02,9.9115E-05,1.0512E-04,2.9760E-01,7.1292E-02,6.7165E-02,2.4668E-04,2.4101E-04,2.7015E-02,,,,,,
200,1.7524E+02,1.4551E+02,2.3073E+01,5.1945E+00,1.4605E+00,1.4551E+02,1.5651E+01,3.8835E+00,3.5387E+00,3.3832E+00,8.9992E-01,8.4785E-01,3.1390E-02,3.2194E-02,8.2460E-01,2.1219E-01,1.9713E-01,7.5430E-03,7.6375E-03,2.7472E-05,2.8831E-05,1.4124E-01,3.0276E-02,2.6824E-02,8.3572E-05,8.0064E-05,1.2823E-02,,,,,,
300,5.9017E+01,4.9164E+01,7.6463E+00,1.7202E+00,4.8602E-01,4.9164E+01,5.4850E+00,1.1728E+00,9.8861E-01,1.1896E+00,2.7596E-01,2.4025E-01,7.1731E-03,7.2870E-03,2.9001E-01,6.5294E-02,5.6032E-02,1.7343E-03,1.7378E-03,4.8898E-06,5.1597E-06,4.9702E-02,9.3211E-03,7.6287E-03,1.9213E-05,1.8251E-05,4.5132E-03,,,,,,
400,2.8050E+01,2.3411E+01,3.6001E+00,8.0939E-01,2.2928E-01,2.3411E+01,2.6593E+00,5.2094E-01,4.1980E-01,5.7776E-01,1.2351E-01,1.0272E-01,2.6580E-03,2.7349E-03,1.4091E-01,2.9281E-02,2.3989E-02,6.4476E-04,6.5321E-04,1.5494E-06,1.6813E-06,2.4151E-02,4.1806E-03,3.2675E-03,7.1415E-06,6.8788E-06,2.1938E-03,,,,,,
500,1.6148E+01,1.3498E+01,2.0570E+00,4.6215E-01,1.3112E-01,1.3498E+01,1.5474E+00,2.8562E-01,2.2402E-01,3.3648E-01,6.8014E-02,5.5026E-02,1.2786E-03,1.3464E-03,8.2077E-02,1.6142E-02,1.2857E-02,3.1051E-04,3.2213E-04,6.6601E-07,7.4800E-07,1.4068E-02,2.3050E-03,1.7519E-03,3.4437E-06,3.3964E-06,1.2786E-03,,,,,,
600,1.0486E+01,8.7762E+00,1.3274E+00,2.9802E-01,8.4636E-02,8.7762E+00,1.0108E+00,1.7874E-01,1.3786E-01,2.1989E-01,4.2675E-02,3.3942E-02,7.2817E-04,7.8212E-04,5.3639E-02,1.0135E-02,7.9328E-03,1.7705E-04,1.8841E-04,3.5330E-07,4.1080E-07,9.1939E-03,1.4475E-03,1.0811E-03,1.9633E-06,1.9867E-06,8.3620E-04,,,,,,
800,5.5145E+00,4.6248E+00,6.9073E-01,1.5484E-01,4.4039E-02,4.6248E+00,5.3427E-01,8.9015E-02,6.7453E-02,1.1622E-01,2.1344E-02,1.6613E-02,3.1481E-04,3.5559E-04,2.8356E-02,5.0693E-03,3.8924E-03,7.6653E-05,8.5447E-05,1.3462E-07,1.6960E-07,4.8604E-03,7.2382E-04,5.3050E-04,8.4939E-07,9.0983E-07,4.4288E-04,,,,,,
1000,3.4627E+00,2.9085E+00,4.3039E-01,9.6388E-02,2.7427E-02,2.9085E+00,3.3591E-01,5.3946E-02,4.0529E-02,7.3057E-02,1.2959E-02,9.9943E-03,1.7518E-04,2.0299E-04,1.7823E-02,3.0780E-03,2.3400E-03,4.2267E-05,4.9525E-05,6.9055E-08,9.2123E-08,3.0551E-03,4.3956E-04,3.1920E-04,4.6999E-07,5.2825E-07,2.7919E-04,,,,,,
1500,1.5935E+00,1.3415E+00,1.9576E-01,4.3760E-02,1.2463E-02,1.3415E+00,1.5443E-01,2.3710E-02,1.7628E-02,3.3558E-02,5.7099E-03,4.3403E-03,6.5989E-05,8.5511E-05,8.1856E-03,1.3564E-03,1.0179E-03,1.6054E-05,2.0438E-05,2.3772E-08,3.5469E-08,1.4034E-03,1.9367E-04,1.3903E-04,1.8037E-07,2.2321E-07,1.2973E-04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,0.8,1.2,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
