PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
1.7756,1.0333E+06,0.0000E+00,0.0000E+00,8.5591E+05,1.7742E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.6587E+04,1.5205E+05,2.6160E+05,3.7567E+05,1.4964E+04,1.8041E+04,3.7386E+04,3.6258E+04,5.1784E+04,3.6829E+03,4.6776E+03,2.7005E+03,2.5905E+03,5.1083E+03,2.2628E+02,,,,,,,,
1.7899,1.0601E+06,0.0000E+00,0.0000E+00,8.8565E+05,1.7442E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.5222E+04,6.6003E+04,1.5015E+05,2.5627E+05,3.6801E+05,1.4769E+04,1.7809E+04,3.6861E+04,3.5581E+04,5.0803E+04,3.5780E+03,4.5439E+03,2.6635E+03,2.5556E+03,5.0344E+03,2.2309E+02,,,,,,,,
2,8.2504E+05,0.0000E+00,0.0000E+00,6.8783E+05,1.3721E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.9735E+04,5.7054E+04,1.2560E+05,1.9185E+05,2.7359E+05,1.2276E+04,1.4822E+04,3.0169E+04,2.7233E+04,3.8720E+04,2.3841E+03,3.0231E+03,2.1948E+03,2.1091E+03,4.0983E+03,1.8277E+02,,,,,,,,
3,3.1504E+05,0.0000E+00,0.0000E+00,2.6011E+05,5.4939E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.1894E+04,3.0936E+04,6.2135E+04,6.0328E+04,8.4811E+04,6.0725E+03,7.1586E+03,1.3782E+04,9.4889E+03,1.3288E+04,5.0964E+02,6.4264E+02,1.0604E+03,9.9796E+02,1.8486E+03,8.9604E+01,,,,,,,,
4,1.5453E+05,0.0000E+00,0.0000E+00,1.2670E+05,2.7827E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3676E+04,1.8263E+04,3.4904E+04,2.5046E+04,3.4811E+04,3.5984E+03,4.0640E+03,7.5440E+03,4.1996E+03,5.8162E+03,1.6158E+02,1.9979E+02,6.2159E+02,5.6192E+02,1.0074E+03,5.2520E+01,,,,,,,,
5,8.7832E+04,0.0000E+00,0.0000E+00,7.1646E+04,1.6186E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,9.2680E+03,1.1655E+04,2.1509E+04,1.2285E+04,1.6929E+04,2.3700E+03,2.5505E+03,4.6066E+03,2.1534E+03,2.9561E+03,6.3869E+01,7.9229E+01,4.0674E+02,3.5116E+02,6.1399E+02,3.4374E+01,,,,,,,,
6,5.4986E+04,0.0000E+00,0.0000E+00,4.4676E+04,1.0310E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.6560E+03,7.8899E+03,1.4175E+04,6.7377E+03,9.2169E+03,1.6726E+03,1.7135E+03,3.0274E+03,1.2202E+03,1.6624E+03,2.9488E+01,3.6454E+01,2.8581E+02,2.3534E+02,4.0318E+02,2.4159E+01,,,,,,,,
6.9616,3.7384E+04,0.0000E+00,0.0000E+00,3.0282E+04,7.1014E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.0443E+03,5.6565E+03,9.9563E+03,4.0792E+03,5.5460E+03,1.2527E+03,1.2248E+03,2.1256E+03,7.5680E+02,1.0245E+03,1.5489E+01,1.9089E+01,2.1341E+02,1.6798E+02,2.8302E+02,1.8044E+01,,,,,,,,
7.0173,1.0143E+05,0.0000E+00,6.4820E+04,2.9654E+04,6.9599E+03,0.0000E+00,0.0000E+00,0.0000E+00,6.4820E+04,4.9685E+03,5.5546E+03,9.7658E+03,3.9697E+03,5.3951E+03,1.2333E+03,1.2025E+03,2.0850E+03,7.3739E+02,9.9785E+02,1.4959E+01,1.8432E+01,2.1007E+02,1.6492E+02,2.7762E+02,1.7761E+01,,,,,,,,
7.6175,8.2162E+04,0.0000E+00,5.2620E+04,2.3888E+04,5.6535E+03,0.0000E+00,0.0000E+00,0.0000E+00,5.2620E+04,4.2494E+03,4.5952E+03,7.9938E+03,2.9944E+03,4.0557E+03,1.0491E+03,9.9432E+02,1.7071E+03,5.6320E+02,7.5935E+02,1.0428E+01,1.2827E+01,1.7844E+02,1.3628E+02,2.2731E+02,1.5089E+01,,,,,,,,
7.6785,1.1020E+05,0.0000E+00,8.1271E+04,2.3391E+04,5.5400E+03,0.0000E+00,0.0000E+00,2.9758E+04,5.1513E+04,4.1851E+03,4.5104E+03,7.8383E+03,2.9130E+03,3.9442E+03,1.0327E+03,9.7595E+02,1.6740E+03,5.4853E+02,7.3931E+02,1.0067E+01,1.2381E+01,1.7562E+02,1.3376E+02,2.2290E+02,1.4851E+01,,,,,,,,
8,9.9566E+04,0.0000E+00,7.3588E+04,2.0988E+04,4.9904E+03,0.0000E+00,0.0000E+00,2.7258E+04,4.6331E+04,3.8679E+03,4.0967E+03,7.0803E+03,2.5273E+03,3.4155E+03,9.5186E+02,8.8628E+02,1.5127E+03,4.7864E+02,6.4390E+02,8.3941E+00,1.0313E+01,1.6178E+02,1.2144E+02,2.0143E+02,1.3680E+01,,,,,,,,
8.0114,9.9185E+04,0.0000E+00,7.3305E+04,2.0909E+04,4.9722E+03,0.0000E+00,0.0000E+00,2.7143E+04,4.6161E+04,3.8573E+03,4.0830E+03,7.0551E+03,2.5148E+03,3.3984E+03,9.4916E+02,8.8329E+02,1.5073E+03,4.7636E+02,6.4079E+02,8.3410E+00,1.0248E+01,1.6131E+02,1.2103E+02,2.0072E+02,1.3641E+01,,,,,,,,
8.0756,1.1224E+05,0.0000E+00,8.6900E+04,2.0472E+04,4.8721E+03,0.0000E+00,1.5149E+04,2.6525E+04,4.5225E+04,3.7983E+03,4.0070E+03,6.9161E+03,2.4461E+03,3.3042E+03,9.3420E+02,8.6681E+02,1.4778E+03,4.6385E+02,6.2374E+02,8.0507E+00,9.8893E+00,1.5875E+02,1.1877E+02,1.9679E+02,1.3425E+01,,,,,,,,
10,6.5446E+04,0.0000E+00,5.1046E+04,1.1589E+04,2.8112E+03,0.0000E+00,1.0589E+04,1.5337E+04,2.5120E+04,2.4950E+03,2.3911E+03,4.0114E+03,1.1515E+03,1.5401E+03,6.0700E+02,5.1748E+02,8.5974E+02,2.2444E+02,2.9876E+02,3.0845E+00,3.7694E+00,1.0284E+02,7.0852E+01,1.1457E+02,8.6996E+00,,,,,,,,
15,2.2336E+04,0.0000E+00,1.7485E+04,3.8809E+03,9.7013E+02,0.0000E+00,4.8857E+03,4.9451E+03,7.6545E+03,1.0851E+03,8.4529E+02,1.3454E+03,2.6197E+02,3.4316E+02,2.6008E+02,1.8392E+02,2.9061E+02,5.3241E+01,6.9377E+01,4.7988E-01,5.8015E-01,4.3898E+01,2.5480E+01,3.8749E+01,3.7149E+00,,,,,,,,
20,1.0272E+04,0.0000E+00,8.0556E+03,1.7667E+03,4.4950E+02,0.0000E+00,2.7167E+03,2.1439E+03,3.1950E+03,5.8467E+02,3.8716E+02,5.9308E+02,8.8217E+01,1.1362E+02,1.3917E+02,8.4734E+01,1.2900E+02,1.8373E+01,2.3538E+01,1.2418E-01,1.4884E-01,2.3455E+01,1.1752E+01,1.7220E+01,1.9848E+00,,,,,,,,
30,3.3697E+03,0.0000E+00,2.6457E+03,5.7471E+02,1.4936E+02,0.0000E+00,1.1187E+03,6.3382E+02,8.9317E+02,2.3490E+02,1.2206E+02,1.7674E+02,1.8193E+01,2.2805E+01,5.5619E+01,2.6968E+01,3.8834E+01,3.8936E+00,4.8545E+00,1.7605E-02,2.0791E-02,9.4205E+00,3.7463E+00,5.1926E+00,7.9219E-01,,,,,,,,
40,1.5116E+03,0.0000E+00,1.1872E+03,2.5684E+02,6.7558E+01,0.0000E+00,5.7448E+02,2.6056E+02,3.5214E+02,1.1954E+02,5.2104E+01,7.2301E+01,5.7959E+00,7.1076E+00,2.8250E+01,1.1582E+01,1.5987E+01,1.2579E+00,1.5350E+00,4.3223E-03,5.0421E-03,4.7825E+00,1.6107E+00,2.1401E+00,4.0215E-01,,,,,,,,
48.528,8.7838E+02,0.0000E+00,6.8992E+02,1.4900E+02,3.9466E+01,0.0000E+00,3.6127E+02,1.4215E+02,1.8649E+02,7.4949E+01,2.9048E+01,3.9116E+01,2.6675E+00,3.2195E+00,1.7700E+01,6.4819E+00,8.6828E+00,5.8351E-01,7.0099E-01,1.6796E-03,1.9418E-03,2.9958E+00,9.0196E-01,1.1630E+00,2.5190E-01,,,,,,,,
48.916,4.8010E+03,3.9422E+03,6.7458E+02,1.4568E+02,3.8597E+01,3.9422E+03,3.5432E+02,1.3862E+02,1.8164E+02,7.3503E+01,2.8351E+01,3.8128E+01,2.5832E+00,3.1156E+00,1.7359E+01,6.3272E+00,8.4649E+00,5.6522E-01,6.7858E-01,1.6154E-03,1.8668E-03,2.9379E+00,8.8046E-01,1.1339E+00,2.4704E-01,,,,,,,,
50,4.5296E+03,3.7222E+03,6.3418E+02,1.3693E+02,3.6306E+01,3.7222E+03,3.3589E+02,1.2936E+02,1.6893E+02,6.9665E+01,2.6518E+01,3.5539E+01,2.3649E+00,2.8470E+00,1.6451E+01,5.9205E+00,7.8932E+00,5.1787E-01,6.2061E-01,1.4512E-03,1.6752E-03,2.7843E+00,8.2392E-01,1.0574E+00,2.3412E-01,,,,,,,,
60,2.8038E+03,2.3214E+03,3.7890E+02,8.1705E+01,2.1789E+01,2.3214E+03,2.1421E+02,7.2608E+01,9.2089E+01,4.4369E+01,1.5151E+01,1.9711E+01,1.1329E+00,1.3423E+00,1.0475E+01,3.3936E+00,4.3920E+00,2.4967E-01,2.9457E-01,5.9493E-04,6.8062E-04,1.7726E+00,4.7252E-01,5.8868E-01,1.4905E-01,,,,,,,,
80,1.2967E+03,1.0836E+03,1.6740E+02,3.6045E+01,9.6880E+00,1.0836E+03,1.0334E+02,2.9008E+01,3.5047E+01,2.1407E+01,6.1980E+00,7.6761E+00,3.5451E-01,4.0917E-01,5.0543E+00,1.3945E+00,1.7181E+00,7.8821E-02,9.0077E-02,1.4662E-04,1.6516E-04,8.5509E-01,1.9432E-01,2.3046E-01,7.1900E-02,,,,,,,,
100,7.0448E+02,5.9165E+02,8.8615E+01,1.9067E+01,5.1516E+00,5.9165E+02,5.7906E+01,1.4208E+01,1.6501E+01,1.2009E+01,3.0822E+00,3.6674E+00,1.4450E-01,1.6341E-01,2.8366E+00,6.9554E-01,8.2333E-01,3.2304E-02,3.6178E-02,4.9929E-05,5.5550E-05,4.7981E-01,9.6972E-02,1.1049E-01,4.0346E-02,,,,,,,,
150,2.2846E+02,1.9295E+02,2.7888E+01,5.9967E+00,1.6328E+00,1.9295E+02,1.9765E+01,3.9084E+00,4.2144E+00,4.1132E+00,8.6650E-01,9.5639E-01,2.8991E-02,3.1708E-02,9.7271E-01,1.9655E-01,2.1522E-01,6.5288E-03,7.0753E-03,7.3982E-06,8.0772E-06,1.6446E-01,2.7404E-02,2.8961E-02,1.3830E-02,,,,,,,,
200,1.0248E+02,8.6739E+01,1.2355E+01,2.6564E+00,7.2594E-01,8.6739E+01,9.1416E+00,1.5879E+00,1.6253E+00,1.9075E+00,3.5612E-01,3.7291E-01,9.5640E-03,1.0290E-02,4.5103E-01,8.0981E-02,8.4110E-02,2.1623E-03,2.3049E-03,2.0115E-06,2.1813E-06,7.6315E-02,1.1295E-02,1.1323E-02,6.4187E-03,,,,,,,,
300,3.3721E+01,2.8599E+01,4.0204E+00,8.6439E-01,2.3726E-01,2.8599E+01,3.1108E+00,4.6442E-01,4.4516E-01,6.5129E-01,1.0539E-01,1.0329E-01,2.1320E-03,2.2868E-03,1.5410E-01,2.4034E-02,2.3352E-02,4.8420E-04,5.1437E-04,3.5041E-07,3.8488E-07,2.6078E-02,3.3531E-03,3.1452E-03,2.1944E-03,,,,,,,,
400,1.5792E+01,1.3408E+01,1.8707E+00,4.0212E-01,1.1062E-01,1.3408E+01,1.4811E+00,2.0235E-01,1.8721E-01,3.1063E-01,4.6184E-02,4.3677E-02,7.7840E-04,8.5109E-04,7.3526E-02,1.0550E-02,9.8827E-03,1.7743E-04,1.9154E-04,1.0931E-07,1.2399E-07,1.2443E-02,1.4718E-03,1.3316E-03,1.0478E-03,,,,,,,,
500,9.0012E+00,7.6497E+00,1.0608E+00,2.2792E-01,6.2790E-02,7.6497E+00,8.5168E-01,1.0960E-01,9.9512E-02,1.7879E-01,2.5095E-02,2.3244E-02,3.7294E-04,4.1712E-04,4.2324E-02,5.7379E-03,5.2703E-03,8.5107E-05,9.4089E-05,4.7420E-08,5.5883E-08,7.1632E-03,8.0057E-04,7.1041E-04,6.0366E-04,,,,,,,,
600,5.8051E+00,4.9376E+00,6.8092E-01,1.4623E-01,4.0323E-02,4.9376E+00,5.5191E-01,6.7914E-02,6.1094E-02,1.1587E-01,1.5604E-02,1.4298E-02,2.1033E-04,2.4150E-04,2.7442E-02,3.5648E-03,3.2426E-03,4.7831E-05,5.4788E-05,2.4610E-08,3.0259E-08,4.6444E-03,4.9742E-04,4.3715E-04,3.9185E-04,,,,,,,,
800,3.0299E+00,2.5808E+00,3.5254E-01,7.5646E-02,2.0880E-02,2.5808E+00,2.8921E-01,3.3411E-02,2.9916E-02,6.0735E-02,7.7012E-03,7.0099E-03,9.0246E-05,1.0906E-04,1.4383E-02,1.7600E-03,1.5909E-03,2.0535E-05,2.4875E-05,9.2974E-09,1.2589E-08,2.4345E-03,2.4550E-04,2.1458E-04,2.0606E-04,,,,,,,,
1000,1.8973E+00,1.6179E+00,2.1939E-01,4.7035E-02,1.2991E-02,1.6179E+00,1.8126E-01,2.0095E-02,1.8032E-02,3.8059E-02,4.6395E-03,4.2239E-03,4.9256E-05,6.3849E-05,9.0131E-03,1.0600E-03,9.5950E-04,1.1226E-05,1.4445E-05,4.7809E-09,6.9093E-09,1.5256E-03,1.4789E-04,1.2950E-04,1.2972E-04,,,,,,,,
1500,8.7425E-01,7.4683E-01,1.0006E-01,2.1430E-02,5.9228E-03,7.4683E-01,8.3438E-02,8.7393E-03,7.8871E-03,1.7507E-02,2.0217E-03,1.8566E-03,1.9078E-05,2.5794E-05,4.1452E-03,4.6206E-04,4.2113E-04,4.2214E-06,5.9974E-06,1.6349E-09,2.7550E-09,7.0193E-04,6.4467E-05,5.6963E-05,6.0818E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,3,4,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
