PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
7.5576,9.3983E+04,0.0000E+00,5.9660E+04,2.7758E+04,6.5656E+03,0.0000E+00,0.0000E+00,0.0000E+00,5.9660E+04,4.6390E+03,5.2234E+03,9.1086E+03,3.7384E+03,5.0483E+03,1.1601E+03,1.1409E+03,1.9573E+03,7.0219E+02,9.4324E+02,1.9820E+01,2.4284E+01,1.9472E+02,1.5324E+02,2.5389E+02,1.5868E+01,,,,,,,,
8,8.1484E+04,0.0000E+00,5.1909E+04,2.3892E+04,5.6833E+03,0.0000E+00,0.0000E+00,0.0000E+00,5.1909E+04,4.1622E+03,4.5840E+03,7.9276E+03,3.0759E+03,4.1424E+03,1.0371E+03,1.0006E+03,1.7041E+03,5.8287E+02,7.8084E+02,1.5447E+01,1.8902E+01,1.7390E+02,1.3434E+02,2.2105E+02,1.4173E+01,,,,,,,,
8.2529,7.4844E+04,0.0000E+00,4.7586E+04,2.2007E+04,5.2504E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.7586E+04,3.9217E+03,4.2639E+03,7.3435E+03,2.7627E+03,3.7156E+03,9.7515E+02,9.3067E+02,1.5786E+03,5.2599E+02,7.0359E+02,1.3468E+01,1.6469E+01,1.6342E+02,1.2493E+02,2.0479E+02,1.3319E+01,,,,,,,,
8.319,1.0053E+05,0.0000E+00,7.3838E+04,2.1549E+04,5.1448E+03,0.0000E+00,0.0000E+00,2.7248E+04,4.6590E+04,3.8622E+03,4.1853E+03,7.2002E+03,2.6875E+03,3.6133E+03,9.5985E+02,9.1348E+02,1.5479E+03,5.1230E+02,6.8500E+02,1.3003E+01,1.5896E+01,1.6083E+02,1.2262E+02,2.0080E+02,1.3108E+01,,,,,,,,
8.666,9.0853E+04,0.0000E+00,6.6878E+04,1.9341E+04,4.6350E+03,0.0000E+00,0.0000E+00,2.4964E+04,4.1914E+04,3.5703E+03,3.8028E+03,6.5048E+03,2.3327E+03,3.1301E+03,8.8490E+02,8.2991E+02,1.3989E+03,4.4725E+02,5.9684E+02,1.0852E+01,1.3254E+01,1.4817E+02,1.1137E+02,1.8149E+02,1.2078E+01,,,,,,,,
8.7354,1.0283E+05,0.0000E+00,7.9350E+04,1.8936E+04,4.5414E+03,0.0000E+00,1.3898E+04,2.4392E+04,4.1061E+04,3.5157E+03,3.7321E+03,6.3763E+03,2.2689E+03,3.0434E+03,8.7093E+02,8.1444E+02,1.3714E+03,4.3550E+02,5.8094E+02,1.0475E+01,1.2790E+01,1.4582E+02,1.0929E+02,1.7792E+02,1.1886E+01,,,,,,,,
10,7.3309E+04,0.0000E+00,5.6883E+04,1.3218E+04,3.2081E+03,0.0000E+00,1.1065E+04,1.7326E+04,2.8492E+04,2.6977E+03,2.7006E+03,4.5262E+03,1.4118E+03,1.8813E+03,6.6360E+02,5.8936E+02,9.7527E+02,2.7597E+02,3.6564E+02,5.7258E+00,6.9675E+00,1.1088E+02,7.9044E+01,1.2658E+02,9.0402E+00,,,,,,,,
15,2.5226E+04,0.0000E+00,1.9675E+04,4.4400E+03,1.1108E+03,0.0000E+00,5.2267E+03,5.6803E+03,8.7677E+03,1.1828E+03,9.7055E+02,1.5369E+03,3.2545E+02,4.2434E+02,2.8615E+02,2.1274E+02,3.3377E+02,6.6528E+01,8.6215E+01,9.0091E-01,1.0840E+00,4.7613E+01,2.8523E+01,4.3353E+01,3.8837E+00,,,,,,,,
20,1.1641E+04,0.0000E+00,9.0988E+03,2.0260E+03,5.1609E+02,0.0000E+00,2.9268E+03,2.4923E+03,3.6797E+03,6.4073E+02,4.4940E+02,6.8346E+02,1.1063E+02,1.4175E+02,1.5383E+02,9.9052E+01,1.4942E+02,2.3206E+01,2.9547E+01,2.3548E-01,2.8081E-01,2.5551E+01,1.3453E+01,1.9430E+01,2.0842E+00,,,,,,,,
30,3.8370E+03,0.0000E+00,3.0037E+03,6.6125E+02,1.7213E+02,0.0000E+00,1.2201E+03,7.4570E+02,1.0379E+03,2.5948E+02,1.4379E+02,2.0608E+02,2.3106E+01,2.8788E+01,6.1920E+01,3.1992E+01,4.5518E+01,4.9907E+00,6.1786E+00,3.3942E-02,3.9869E-02,1.0337E+01,4.3523E+00,5.9289E+00,8.3768E-01,,,,,,,,
40,1.7260E+03,0.0000E+00,1.3517E+03,2.9622E+02,7.8066E+01,0.0000E+00,6.3091E+02,3.0909E+02,4.1167E+02,1.3281E+02,6.1985E+01,8.4959E+01,7.4218E+00,9.0411E+00,3.1622E+01,1.3879E+01,1.8891E+01,1.6279E+00,1.9710E+00,8.4014E-03,9.7444E-03,5.2759E+00,1.8902E+00,2.4634E+00,4.2753E-01,,,,,,,,
50,9.2404E+02,0.0000E+00,7.2378E+02,1.5822E+02,4.2040E+01,0.0000E+00,3.7101E+02,1.5439E+02,1.9838E+02,7.7753E+01,3.1777E+01,4.2001E+01,3.0468E+00,3.6419E+00,1.8494E+01,7.1473E+00,9.3823E+00,6.7471E-01,8.0193E-01,2.8366E-03,3.2549E-03,3.0848E+00,9.7418E-01,1.2244E+00,2.4996E-01,,,,,,,,
52.018,8.2676E+02,0.0000E+00,6.4759E+02,1.4152E+02,3.7653E+01,0.0000E+00,3.3707E+02,1.3641E+02,1.7411E+02,7.0610E+01,2.8193E+01,3.7018E+01,2.6003E+00,3.0974E+00,1.6794E+01,6.3461E+00,8.2757E+00,5.7677E-01,6.8313E-01,2.3398E-03,2.6796E-03,2.8010E+00,8.6506E-01,1.0801E+00,2.2697E-01,,,,,,,,
52.434,4.4466E+03,3.6382E+03,6.3322E+02,1.3837E+02,3.6826E+01,3.6382E+03,3.3059E+02,1.3304E+02,1.6959E+02,6.9248E+01,2.7520E+01,3.6086E+01,2.5185E+00,2.9979E+00,1.6469E+01,6.1955E+00,8.0685E+00,5.5878E-01,6.6139E-01,2.2508E-03,2.5765E-03,2.7469E+00,8.4456E-01,1.0531E+00,2.2258E-01,,,,,,,,
60,3.1093E+03,2.5563E+03,4.3317E+02,9.4553E+01,2.5273E+01,2.5563E+03,2.3757E+02,8.7083E+01,1.0852E+02,4.9703E+01,1.8259E+01,2.3399E+01,1.4665E+00,1.7246E+00,1.1818E+01,4.1208E+00,5.2448E+00,3.2697E-01,3.8246E-01,1.1686E-03,1.3286E-03,1.9708E+00,5.6198E-01,6.8486E-01,1.5970E-01,,,,,,,,
80,1.4524E+03,1.2074E+03,1.9190E+02,4.1817E+01,1.1268E+01,1.2074E+03,1.1533E+02,3.5043E+01,4.1527E+01,2.4119E+01,7.5338E+00,9.1733E+00,4.6209E-01,5.2902E-01,5.7343E+00,1.7084E+00,2.0659E+00,1.0398E-01,1.1780E-01,2.9046E-04,3.2501E-04,9.5607E-01,2.3316E-01,2.6999E-01,7.7472E-02,,,,,,,,
100,7.9179E+02,6.6181E+02,1.0181E+02,2.2165E+01,6.0046E+00,6.6181E+02,6.4923E+01,1.7255E+01,1.9629E+01,1.3590E+01,3.7697E+00,4.4037E+00,1.8925E-01,2.1218E-01,3.2320E+00,8.5748E-01,9.9490E-01,4.2845E-02,4.7517E-02,9.9459E-05,1.0993E-04,5.3877E-01,1.1710E-01,1.3009E-01,4.3659E-02,,,,,,,,
150,2.5834E+02,2.1726E+02,3.2170E+01,6.9978E+00,1.9107E+00,2.1726E+02,2.2335E+01,4.7895E+00,5.0459E+00,4.6901E+00,1.0707E+00,1.1573E+00,3.8259E-02,4.1441E-02,1.1166E+00,2.4489E-01,2.6215E-01,8.7335E-03,9.3588E-03,1.4843E-05,1.6079E-05,1.8607E-01,3.3442E-02,3.4371E-02,1.5079E-02,,,,,,,,
200,1.1633E+02,9.8076E+01,1.4294E+01,3.1085E+00,8.5216E-01,9.8076E+01,1.0383E+01,1.9571E+00,1.9537E+00,2.1861E+00,4.4291E-01,4.5332E-01,1.2681E-02,1.3500E-02,5.2048E-01,1.0157E-01,1.0294E-01,2.9072E-03,3.0620E-03,4.0508E-06,4.3568E-06,8.6782E-02,1.3876E-02,1.3503E-02,7.0338E-03,,,,,,,,
300,3.8474E+01,3.2508E+01,4.6703E+00,1.0155E+00,2.7965E-01,3.2508E+01,3.5563E+00,5.7649E-01,5.3754E-01,7.5130E-01,1.3212E-01,1.2621E-01,2.8430E-03,3.0130E-03,1.7900E-01,3.0386E-02,2.8730E-02,6.5511E-04,6.8592E-04,7.0900E-07,7.7079E-07,2.9850E-02,4.1524E-03,3.7707E-03,2.4204E-03,,,,,,,,
400,1.8076E+01,1.5292E+01,2.1788E+00,4.7361E-01,1.3073E-01,1.5292E+01,1.7000E+00,2.5226E-01,2.2656E-01,3.5977E-01,5.8167E-02,5.3502E-02,1.0414E-03,1.1235E-03,8.5749E-02,1.3400E-02,1.2190E-02,2.4067E-04,2.5592E-04,2.2234E-07,2.4973E-07,1.4300E-02,1.8314E-03,1.6006E-03,1.1603E-03,,,,,,,,
500,1.0325E+01,8.7445E+00,1.2376E+00,2.6893E-01,7.4330E-02,8.7445E+00,9.8004E-01,1.3702E-01,1.2056E-01,2.0761E-01,3.1703E-02,2.8564E-02,5.0077E-04,5.5021E-04,4.9489E-02,7.3105E-03,6.5111E-03,1.1554E-04,1.2630E-04,9.6527E-08,1.1213E-07,8.2534E-03,9.9936E-04,8.5505E-04,6.7020E-04,,,,,,,,
600,6.6689E+00,5.6531E+00,7.9530E-01,1.7274E-01,4.7786E-02,5.6531E+00,6.3618E-01,8.5080E-02,7.4045E-02,1.3484E-01,1.9755E-02,1.7546E-02,2.8301E-04,3.1819E-04,3.2141E-02,4.5529E-03,4.0084E-03,6.5205E-05,7.3460E-05,5.0081E-08,6.0936E-08,5.3605E-03,6.2231E-04,5.2641E-04,4.3575E-04,,,,,,,,
800,3.4863E+00,2.9599E+00,4.1221E-01,8.9420E-02,2.4769E-02,2.9599E+00,3.3399E-01,4.1969E-02,3.6253E-02,7.0777E-02,9.7779E-03,8.5991E-03,1.2093E-04,1.4488E-04,1.6877E-02,2.2538E-03,1.9658E-03,2.7969E-05,3.3344E-05,1.8952E-08,2.5209E-08,2.8150E-03,3.0799E-04,2.5840E-04,2.2954E-04,,,,,,,,
1000,2.1843E+00,1.8567E+00,2.5658E-01,5.5610E-02,1.5415E-02,1.8567E+00,2.0946E-01,2.5285E-02,2.1837E-02,4.4379E-02,5.8981E-03,5.1827E-03,6.6261E-05,8.4555E-05,1.0583E-02,1.3601E-03,1.1855E-03,1.5382E-05,1.9317E-05,9.6804E-09,1.3800E-08,1.7652E-03,1.8589E-04,1.5586E-04,1.4455E-04,,,,,,,,
1500,1.0061E+00,8.5687E-01,1.1693E-01,2.5316E-02,7.0218E-03,8.5687E-01,9.6379E-02,1.1022E-02,9.5335E-03,2.0408E-02,2.5784E-03,2.2702E-03,2.5317E-05,3.4242E-05,4.8653E-03,5.9420E-04,5.1936E-04,5.8078E-06,7.9906E-06,3.2967E-09,5.4456E-09,8.1179E-04,8.1226E-05,6.8410E-05,6.7679E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,3.86,5.14,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
