PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
1,1.1936E+06,0.0000E+00,0.0000E+00,0.0000E+00,1.1936E+06,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.0874E+04,4.1766E+04,1.2268E+05,1.7340E+05,2.5886E+05,2.1839E+05,2.7931E+05,1.0077E+04,8.8313E+03,2.1726E+04,6.8741E+03,9.7604E+03,1.0667E+03,,,,,,
1.5,5.3106E+05,0.0000E+00,0.0000E+00,0.0000E+00,5.3106E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.4787E+04,2.8555E+04,7.1326E+04,9.3296E+04,1.3497E+05,6.4738E+04,8.2164E+04,5.4157E+03,5.2193E+03,1.1677E+04,3.5014E+03,4.8654E+03,5.5117E+02,,,,,,
1.8905,3.2465E+05,0.0000E+00,0.0000E+00,0.0000E+00,3.2465E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7857E+04,2.1472E+04,4.9932E+04,5.9957E+04,8.5475E+04,3.0417E+04,3.8435E+04,3.7400E+03,3.7388E+03,7.9623E+03,2.2262E+03,3.0589E+03,3.7366E+02,,,,,,
1.9057,4.7347E+05,0.0000E+00,0.0000E+00,1.5439E+05,3.1908E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.5439E+05,1.7649E+04,2.1247E+04,4.9294E+04,5.8991E+04,8.4059E+04,2.9614E+04,3.7415E+04,3.6918E+03,3.6945E+03,7.8548E+03,2.1899E+03,3.0078E+03,3.6866E+02,,,,,,
1.9598,8.6979E+05,0.0000E+00,0.0000E+00,5.6957E+05,3.0022E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.6957E+05,1.6935E+04,2.0467E+04,4.7106E+04,5.5691E+04,7.9228E+04,2.6949E+04,3.4030E+04,3.5270E+03,3.5419E+03,7.4872E+03,2.0661E+03,2.8340E+03,3.5157E+02,,,,,,
1.9755,9.7184E+05,0.0000E+00,0.0000E+00,6.7680E+05,2.9504E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0279E+05,5.7401E+05,1.6735E+04,2.0248E+04,4.6499E+04,5.4778E+04,7.7895E+04,2.6233E+04,3.3121E+04,3.4814E+03,3.4994E+03,7.3854E+03,2.0320E+03,2.7860E+03,3.4684E+02,,,,,,
2,1.1635E+06,0.0000E+00,0.0000E+00,8.7628E+05,2.8722E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.0865E+05,5.6762E+05,1.6430E+04,1.9913E+04,4.5574E+04,5.3392E+04,7.5873E+04,2.5162E+04,3.1761E+04,3.4120E+03,3.4346E+03,7.2305E+03,1.9801E+03,2.7133E+03,3.3966E+02,,,,,,
2.3581,8.3845E+05,0.0000E+00,0.0000E+00,6.3897E+05,1.9948E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.6486E+05,3.7410E+05,1.2775E+04,1.5749E+04,3.4532E+04,3.7392E+04,5.2642E+04,1.4263E+04,1.7945E+04,2.5975E+03,2.6562E+03,5.4113E+03,1.3842E+03,1.8821E+03,2.5569E+02,,,,,,
2.3769,9.5309E+05,0.0000E+00,0.0000E+00,7.5713E+05,1.9595E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3160E+05,2.5936E+05,3.6617E+05,1.2617E+04,1.5565E+04,3.4058E+04,3.6730E+04,5.1687E+04,1.3869E+04,1.7447E+04,2.5631E+03,2.6225E+03,5.3343E+03,1.3596E+03,1.8480E+03,2.5217E+02,,,,,,
2.6753,7.1508E+05,0.0000E+00,0.0000E+00,5.6508E+05,1.5001E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0985E+05,1.8937E+05,2.6585E+05,1.0460E+04,1.2999E+04,2.7648E+04,2.7997E+04,3.9141E+04,9.1181E+03,1.1443E+04,2.0988E+03,2.1624E+03,4.2996E+03,1.0364E+03,1.4010E+03,2.0506E+02,,,,,,
2.6967,7.4555E+05,0.0000E+00,0.0000E+00,5.9824E+05,1.4731E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.4242E+04,1.0852E+05,1.8535E+05,2.6013E+05,1.0327E+04,1.2837E+04,2.7254E+04,2.7477E+04,3.8398E+04,8.8609E+03,1.1118E+04,2.0705E+03,2.1340E+03,4.2366E+03,1.0172E+03,1.3745E+03,2.0220E+02,,,,,,
2.9102,6.2382E+05,0.0000E+00,0.0000E+00,5.0010E+05,1.2373E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.0077E+04,9.5601E+04,1.5175E+05,2.1267E+05,9.1285E+03,1.1374E+04,2.3726E+04,2.2915E+04,3.1888E+04,6.7280E+03,8.4286E+03,1.8170E+03,1.8775E+03,3.6743E+03,8.4885E+02,1.1429E+03,1.7666E+02,,,,,,
2.9335,6.3858E+05,0.0000E+00,0.0000E+00,5.1710E+05,1.2148E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.6391E+04,3.9760E+04,9.4287E+04,1.4852E+05,2.0815E+05,9.0105E+03,1.1229E+04,2.3381E+04,2.2477E+04,3.1266E+04,6.5355E+03,8.1861E+03,1.7922E+03,1.8522E+03,3.6194E+03,8.3271E+02,1.1207E+03,1.7417E+02,,,,,,
3,6.0677E+05,0.0000E+00,0.0000E+00,4.9141E+05,1.1536E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.6120E+04,3.8788E+04,9.0669E+04,1.3988E+05,1.9596E+05,8.6857E+03,1.0828E+04,2.2433E+04,2.1285E+04,2.9572E+04,6.0219E+03,7.5393E+03,1.7242E+03,1.7826E+03,3.4690E+03,7.8876E+02,1.0605E+03,1.6734E+02,,,,,,
4,3.0480E+05,0.0000E+00,0.0000E+00,2.4608E+05,5.8722E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7416E+04,2.5756E+04,5.4829E+04,6.2309E+04,8.5773E+04,5.3408E+03,6.6108E+03,1.2889E+04,1.0225E+04,1.3990E+04,2.0503E+03,2.5511E+03,1.0390E+03,1.0684E+03,1.9735E+03,3.8088E+02,5.0084E+02,1.0188E+02,,,,,,
5,1.7571E+05,0.0000E+00,0.0000E+00,1.4139E+05,3.4320E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2499E+04,1.7897E+04,3.5478E+04,3.1999E+04,4.3521E+04,3.6030E+03,4.3708E+03,8.1571E+03,5.5617E+03,7.5176E+03,8.6025E+02,1.0650E+03,6.9294E+02,6.9978E+02,1.2432E+03,2.0979E+02,2.7061E+02,6.7898E+01,,,,,,
6,1.1105E+05,0.0000E+00,0.0000E+00,8.9086E+04,2.1961E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,9.2578E+03,1.2864E+04,2.4273E+04,1.8193E+04,2.4499E+04,2.5868E+03,3.0589E+03,5.5170E+03,3.3012E+03,4.4174E+03,4.1486E+02,5.1136E+02,4.9390E+02,4.8713E+02,8.3883E+02,1.2508E+02,1.5973E+02,4.8381E+01,,,,,,
8,5.3251E+04,0.0000E+00,0.0000E+00,4.2525E+04,1.0726E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.6257E+03,7.2596E+03,1.2838E+04,7.2266E+03,9.5749E+03,1.5091E+03,1.6866E+03,2.8869E+03,1.3914E+03,1.8313E+03,1.2689E+02,1.5527E+02,2.8560E+02,2.6704E+02,4.3804E+02,5.3075E+01,6.6664E+01,2.7972E+01,,,,,,
10,2.9846E+04,0.0000E+00,0.0000E+00,2.3750E+04,6.0963E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.7387E+03,4.4958E+03,7.5882E+03,3.4354E+03,4.4920E+03,9.8117E+02,1.0354E+03,1.7033E+03,6.8903E+02,8.9466E+02,4.9217E+01,5.9848E+01,1.8469E+02,1.6347E+02,2.5829E+02,2.6410E+01,3.2726E+01,1.8090E+01,,,,,,
10.527,2.6095E+04,0.0000E+00,0.0000E+00,2.0748E+04,5.3468E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.3960E+03,4.0085E+03,6.6980E+03,2.8850E+03,3.7609E+03,8.8716E+02,9.2241E+02,1.5037E+03,5.8380E+02,7.5559E+02,3.9434E+01,4.7878E+01,1.6682E+02,1.4556E+02,2.2801E+02,2.2401E+01,2.7669E+01,1.6340E+01,,,,,,
10.612,6.6420E+04,0.0000E+00,4.0864E+04,2.0317E+04,5.2388E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.0864E+04,3.3453E+03,3.9374E+03,6.5685E+03,2.8077E+03,3.6584E+03,8.7337E+02,9.0592E+02,1.4747E+03,5.6891E+02,7.3594E+02,3.8096E+01,4.6243E+01,1.6420E+02,1.4295E+02,2.2362E+02,2.1833E+01,2.6954E+01,1.6083E+01,,,,,,
11.982,4.8037E+04,0.0000E+00,2.9457E+04,1.4745E+04,3.8360E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.9457E+04,2.6519E+03,2.9875E+03,4.8626E+03,1.8504E+03,2.3925E+03,6.8671E+02,6.8594E+02,1.0929E+03,3.8222E+02,4.9060E+02,2.2442E+01,2.7138E+01,1.2881E+02,1.0814E+02,1.6574E+02,1.4705E+01,1.8012E+01,1.2618E+01,,,,,,
12.078,6.5147E+04,0.0000E+00,4.6952E+04,1.4437E+04,3.7580E+03,0.0000E+00,0.0000E+00,1.8105E+04,2.8847E+04,2.6115E+03,2.9329E+03,4.7665E+03,1.7999E+03,2.3261E+03,6.7588E+02,6.7336E+02,1.0713E+03,3.7227E+02,4.7758E+02,2.1670E+01,2.6198E+01,1.2676E+02,1.0615E+02,1.6248E+02,1.4325E+01,1.7537E+01,1.2417E+01,,,,,,
12.5,5.9851E+04,0.0000E+00,4.3232E+04,1.3180E+04,3.4391E+03,0.0000E+00,0.0000E+00,1.6863E+04,2.6368E+04,2.4439E+03,2.7073E+03,4.3715E+03,1.5974E+03,2.0600E+03,6.3098E+02,6.2155E+02,9.8293E+02,3.3213E+02,4.2511E+02,1.8631E+01,2.2498E+01,1.1828E+02,9.7966E+01,1.4908E+02,1.2788E+01,1.5621E+01,1.1586E+01,,,,,,
12.6,6.7764E+04,0.0000E+00,5.1491E+04,1.2904E+04,3.3690E+03,0.0000E+00,9.2030E+03,1.6466E+04,2.5821E+04,2.4065E+03,2.6573E+03,4.2842E+03,1.5537E+03,2.0026E+03,6.2097E+02,6.1007E+02,9.6340E+02,3.2342E+02,4.1375E+02,1.7988E+01,2.1716E+01,1.1639E+02,9.6152E+01,1.4612E+02,1.2455E+01,1.5206E+01,1.1401E+01,,,,,,
15,4.3602E+04,0.0000E+00,3.3347E+04,8.1122E+03,2.1430E+03,0.0000E+00,6.8443E+03,1.0565E+04,1.5937E+04,1.7068E+03,1.7553E+03,2.7358E+03,8.4176E+02,1.0725E+03,4.3625E+02,4.0300E+02,6.1703E+02,1.7954E+02,2.2698E+02,8.2875E+00,9.9459E+00,8.1553E+01,6.3474E+01,9.3640E+01,6.9368E+00,8.3690E+00,7.9895E+00,,,,,,
20,2.0469E+04,0.0000E+00,1.5716E+04,3.7455E+03,1.0067E+03,0.0000E+00,4.0084E+03,4.8354E+03,6.8726E+03,9.4962E+02,8.5833E+02,1.2662E+03,2.9863E+02,3.7272E+02,2.3980E+02,1.9763E+02,2.8737E+02,6.5902E+01,8.1586E+01,2.2531E+00,2.6760E+00,4.4687E+01,3.1123E+01,4.3680E+01,2.5583E+00,3.0226E+00,4.3785E+00,,,,,,
30,6.9138E+03,0.0000E+00,5.3285E+03,1.2440E+03,3.4134E+02,0.0000E+00,1.7636E+03,1.5445E+03,2.0204E+03,3.9936E+02,2.9533E+02,4.0316E+02,6.6173E+01,7.9947E+01,9.9720E+01,6.8522E+01,9.2429E+01,1.5171E+01,1.8175E+01,3.4527E-01,3.9938E-01,1.8532E+01,1.0904E+01,1.4060E+01,5.9216E-01,6.7705E-01,1.8158E+00,,,,,,
40,3.1598E+03,0.0000E+00,2.4387E+03,5.6427E+02,1.5678E+02,0.0000E+00,9.4704E+02,6.6669E+02,8.2497E+02,2.1002E+02,1.3366E+02,1.7244E+02,2.2112E+01,2.6037E+01,5.2201E+01,3.1216E+01,3.9829E+01,5.1806E+00,6.0485E+00,8.9576E-02,1.0219E-01,9.6932E+00,4.9736E+00,6.0663E+00,2.0287E-01,2.2605E-01,9.4936E-01,,,,,,
50,1.7108E+03,0.0000E+00,1.3212E+03,3.0433E+02,8.5303E+01,0.0000E+00,5.7179E+02,3.4333E+02,4.0608E+02,1.2559E+02,7.1039E+01,8.7593E+01,9.3442E+00,1.0769E+01,3.1143E+01,1.6675E+01,2.0344E+01,2.2198E+00,2.5369E+00,3.1178E-02,3.5131E-02,5.8077E+00,2.6594E+00,3.1017E+00,8.7121E-02,9.5016E-02,5.6604E-01,,,,,,
60,1.0331E+03,0.0000E+00,7.9807E+02,1.8333E+02,5.1706E+01,0.0000E+00,3.7380E+02,1.9835E+02,2.2593E+02,8.1685E+01,4.1991E+01,4.9846E+01,4.6004E+00,5.2052E+00,2.0233E+01,9.8959E+00,1.1625E+01,1.1034E+00,1.2383E+00,1.3133E-02,1.4645E-02,3.7718E+00,1.5794E+00,1.7738E+00,4.3374E-02,4.6446E-02,3.6760E-01,,,,,,
71.813,6.2698E+02,0.0000E+00,4.8444E+02,1.1105E+02,3.1494E+01,0.0000E+00,2.4333E+02,1.1500E+02,1.2611E+02,5.3013E+01,2.4841E+01,2.8378E+01,2.2837E+00,2.5361E+00,1.3121E+01,5.8758E+00,6.6435E+00,5.5215E-01,6.0836E-01,5.6181E-03,6.1976E-03,2.4454E+00,9.3841E-01,1.0143E+00,2.1738E-02,2.2848E-02,2.3832E-01,,,,,,
72.388,3.1037E+03,2.4905E+03,4.7380E+02,1.0860E+02,3.0807E+01,2.4905E+03,2.3868E+02,1.1224E+02,1.2288E+02,5.1996E+01,2.4266E+01,2.7673E+01,2.2137E+00,2.4564E+00,1.2869E+01,5.7406E+00,6.4795E+00,5.3542E-01,5.8943E-01,5.4106E-03,5.9657E-03,2.3985E+00,9.1685E-01,9.8934E-01,2.1081E-02,2.2138E-02,2.3374E-01,,,,,,
80,2.3798E+03,1.9157E+03,3.5861E+02,8.2124E+01,2.3361E+01,1.9157E+03,1.8718E+02,8.2756E+01,8.8678E+01,4.0733E+01,1.8076E+01,2.0170E+01,1.4988E+00,1.6457E+00,1.0079E+01,4.2844E+00,4.7319E+00,3.6396E-01,3.9654E-01,3.3779E-03,3.7003E-03,1.8783E+00,6.8452E-01,7.2277E-01,1.4340E-02,1.4902E-02,1.8305E-01,,,,,,
100,1.3295E+03,1.0806E+03,1.9234E+02,4.3974E+01,1.2580E+01,1.0806E+03,1.0778E+02,4.1849E+01,4.2705E+01,2.3435E+01,9.3293E+00,9.9066E+00,6.2861E-01,6.7419E-01,5.7975E+00,2.2199E+00,2.3333E+00,1.5384E-01,1.6380E-01,1.1885E-03,1.2834E-03,1.0802E+00,3.5494E-01,3.5667E-01,6.0701E-03,6.1636E-03,1.0527E-01,,,,,,
150,4.4801E+02,3.6776E+02,6.2017E+01,1.4151E+01,4.0829E+00,3.6776E+02,3.8546E+01,1.2149E+01,1.1322E+01,8.3914E+00,2.7896E+00,2.7019E+00,1.3194E-01,1.3603E-01,2.0767E+00,6.6772E-01,6.4017E-01,3.2658E-02,3.3268E-02,1.8497E-04,1.9537E-04,3.8684E-01,1.0689E-01,9.7959E-02,1.2907E-03,1.2605E-03,3.7701E-02,,,,,,
200,2.0589E+02,1.6971E+02,2.7958E+01,6.3743E+00,1.8475E+00,1.6971E+02,1.8381E+01,5.1089E+00,4.4682E+00,4.0101E+00,1.1919E+00,1.0823E+00,4.4727E-02,4.5137E-02,9.9308E-01,2.8622E-01,2.5681E-01,1.1138E-02,1.1106E-02,5.1609E-05,5.3925E-05,1.8495E-01,4.5853E-02,3.9392E-02,4.4050E-04,4.2130E-04,1.8026E-02,,,,,,
300,6.9897E+01,5.7834E+01,9.3214E+00,2.1233E+00,6.1858E-01,5.7834E+01,6.5058E+00,1.5595E+00,1.2562E+00,1.4239E+00,3.6989E-01,3.0895E-01,1.0302E-02,1.0276E-02,3.5275E-01,8.9237E-02,7.3546E-02,2.5814E-03,2.5447E-03,9.2682E-06,9.7214E-06,6.5722E-02,1.4291E-02,1.1290E-02,1.0216E-04,9.6623E-05,6.4065E-03,,,,,,
400,3.3392E+01,2.7690E+01,4.4062E+00,1.0028E+00,2.9294E-01,2.7690E+01,3.1740E+00,6.9719E-01,5.3504E-01,6.9585E-01,1.6673E-01,1.3256E-01,3.8361E-03,3.8667E-03,1.7245E-01,4.0302E-02,3.1604E-02,9.6461E-04,9.6076E-04,2.9520E-06,3.1559E-06,3.2132E-02,6.4561E-03,4.8535E-03,3.8172E-05,3.6509E-05,3.1330E-03,,,,,,
500,1.9291E+01,1.6025E+01,2.5243E+00,5.7406E-01,1.6796E-01,1.6025E+01,1.8545E+00,3.8391E-01,2.8593E-01,4.0692E-01,9.2247E-02,7.1131E-02,1.8512E-03,1.9057E-03,1.0087E-01,2.2325E-02,1.6974E-02,4.6706E-04,4.7345E-04,1.2670E-06,1.4085E-06,1.8794E-02,3.5769E-03,2.6068E-03,1.8463E-05,1.8035E-05,1.8332E-03,,,,,,
600,1.2556E+01,1.0446E+01,1.6314E+00,3.7069E-01,1.0857E-01,1.0446E+01,1.2147E+00,2.4078E-01,1.7591E-01,2.6664E-01,5.8025E-02,4.3871E-02,1.0494E-03,1.1082E-03,6.6095E-02,1.4057E-02,1.0474E-02,2.6516E-04,2.7523E-04,6.6211E-07,7.6752E-07,1.2316E-02,2.2521E-03,1.6086E-03,1.0483E-05,1.0508E-05,1.2019E-03,,,,,,
800,6.6215E+00,5.5212E+00,8.5069E-01,1.9304E-01,5.6594E-02,5.5212E+00,6.4408E-01,1.2051E-01,8.6101E-02,1.4142E-01,2.9165E-02,2.1493E-02,4.5976E-04,5.0101E-04,3.5048E-02,7.0651E-03,5.1385E-03,1.1566E-04,1.2624E-04,2.5812E-07,3.2041E-07,6.5307E-03,1.1320E-03,7.8975E-04,4.5765E-06,4.8155E-06,6.3825E-04,,,,,,
1000,4.1619E+00,3.4762E+00,5.3024E-01,1.2016E-01,3.5258E-02,3.4762E+00,4.0544E-01,7.3154E-02,5.1643E-02,8.8971E-02,1.7746E-02,1.2900E-02,2.5241E-04,2.8753E-04,2.2056E-02,4.2985E-03,3.0869E-03,6.3758E-05,7.2171E-05,1.3079E-07,1.7091E-07,4.1097E-03,6.8873E-04,4.7438E-04,2.5182E-06,2.7763E-06,4.0251E-04,,,,,,
