PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
2.2743,9.0379E+05,0.0000E+00,0.0000E+00,7.3661E+05,1.6718E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.3655E+04,1.2845E+05,2.2926E+05,3.2525E+05,1.2343E+04,1.5152E+04,3.2012E+04,3.2427E+04,4.5683E+04,9.0894E+03,1.1401E+04,2.2034E+03,2.1440E+03,4.2152E+03,1.3966E+02,1.8205E+02,1.8777E+02,,,,,,
2.4691,7.4788E+05,0.0000E+00,0.0000E+00,6.0887E+05,1.3901E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.7901E+04,1.1259E+05,1.8572E+05,2.6266E+05,1.0807E+04,1.3301E+04,2.7635E+04,2.6720E+04,3.7492E+04,6.7578E+03,8.4638E+03,1.9145E+03,1.8683E+03,3.6235E+03,1.1518E+02,1.4957E+02,1.6232E+02,,,,,,
2.4889,7.6603E+05,0.0000E+00,0.0000E+00,6.2950E+05,1.3653E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.1958E+04,4.7496E+04,1.1110E+05,1.8180E+05,2.5715E+05,1.0667E+04,1.3131E+04,2.7238E+04,2.6216E+04,3.6769E+04,6.5647E+03,8.2208E+03,1.8885E+03,1.8432E+03,3.5701E+03,1.1301E+02,1.4670E+02,1.6003E+02,,,,,,
3,4.9423E+05,0.0000E+00,0.0000E+00,4.0519E+05,8.9037E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.5296E+04,3.6818E+04,8.0930E+04,1.0934E+05,1.5281E+05,7.8134E+03,9.6092E+03,1.9230E+04,1.6528E+04,2.2976E+04,3.2933E+03,4.1098E+03,1.3640E+03,1.3312E+03,2.5019E+03,7.1457E+01,9.1940E+01,1.1673E+02,,,,,,
4,2.4635E+05,0.0000E+00,0.0000E+00,2.0111E+05,4.5240E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.6500E+04,2.3802E+04,4.8013E+04,4.7388E+04,6.5406E+04,4.7391E+03,5.7184E+03,1.0873E+04,7.7235E+03,1.0589E+04,1.0937E+03,1.3573E+03,8.1420E+02,7.8126E+02,1.4042E+03,3.3587E+01,4.2624E+01,6.9637E+01,,,,,,
5,1.4126E+05,0.0000E+00,0.0000E+00,1.1486E+05,2.6400E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1523E+04,1.5984E+04,3.0627E+04,2.3980E+04,3.2745E+04,3.1675E+03,3.7123E+03,6.8004E+03,4.1196E+03,5.5866E+03,4.5103E+02,5.5722E+02,5.3925E+02,5.0361E+02,8.7527E+02,1.8002E+01,2.2598E+01,4.6120E+01,,,,,,
6,8.9018E+04,0.0000E+00,0.0000E+00,7.2146E+04,1.6873E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.4629E+03,1.1223E+04,2.0726E+04,1.3486E+04,1.8248E+04,2.2593E+03,2.5619E+03,4.5568E+03,2.4089E+03,3.2367E+03,2.1459E+02,2.6415E+02,3.8232E+02,3.4611E+02,5.8549E+02,1.0567E+01,1.3143E+01,3.2703E+01,,,,,,
8,4.2457E+04,0.0000E+00,0.0000E+00,3.4234E+04,8.2233E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.0527E+03,6.1589E+03,1.0749E+04,5.2593E+03,7.0141E+03,1.3064E+03,1.3831E+03,2.3506E+03,9.9248E+02,1.3135E+03,6.4238E+01,7.7423E+01,2.1941E+02,1.8600E+02,3.0161E+02,4.3785E+00,5.3636E+00,1.8774E+01,,,,,,
9.2337,2.9220E+04,0.0000E+00,0.0000E+00,2.3503E+04,5.7172E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.8684E+03,4.4801E+03,7.6250E+03,3.2406E+03,4.2887E+03,9.8776E+02,1.0029E+03,1.6666E+03,6.2675E+02,8.2291E+02,3.4460E+01,4.1611E+01,1.6539E+02,1.3467E+02,2.1382E+02,2.7724E+00,3.3693E+00,1.4155E+01,,,,,,
9.3076,7.5876E+04,0.0000E+00,4.7260E+04,2.3014E+04,5.6023E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.7260E+04,3.8104E+03,4.4003E+03,7.4780E+03,3.1537E+03,4.1719E+03,9.7239E+02,9.8487E+02,1.6346E+03,6.1073E+02,8.0152E+02,3.3287E+01,4.0187E+01,1.6280E+02,1.3224E+02,2.0972E+02,2.7020E+00,3.2821E+00,1.3933E+01,,,,,,
10,6.2989E+04,0.0000E+00,3.9280E+04,1.9044E+04,4.6646E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.9280E+04,3.3227E+03,3.7375E+03,6.2687E+03,2.4664E+03,3.2490E+03,8.4396E+02,8.3542E+02,1.3711E+03,4.8306E+02,6.3137E+02,2.4343E+01,2.9331E+01,1.4110E+02,1.1211E+02,1.7592E+02,2.1399E+00,2.5887E+00,1.2078E+01,,,,,,
10.363,5.7251E+04,0.0000E+00,3.5665E+04,1.7329E+04,4.2571E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.5665E+04,3.1029E+03,3.4415E+03,5.7379E+03,2.1804E+03,2.8666E+03,7.8621E+02,7.6911E+02,1.2553E+03,4.2943E+02,5.6012E+02,2.0816E+01,2.5055E+01,1.3137E+02,1.0319E+02,1.6106E+02,1.9035E+00,2.2981E+00,1.1245E+01,,,,,,
10.446,7.7284E+04,0.0000E+00,5.6145E+04,1.6967E+04,4.1709E+03,0.0000E+00,0.0000E+00,2.1215E+04,3.4930E+04,3.0557E+03,3.3783E+03,5.6251E+03,2.1210E+03,2.7874E+03,7.7382E+02,7.5496E+02,1.2306E+03,4.1825E+02,5.4528E+02,2.0098E+01,2.4186E+01,1.2928E+02,1.0129E+02,1.5791E+02,1.8542E+00,2.2375E+00,1.1066E+01,,,,,,
10.837,7.0601E+04,0.0000E+00,5.1411E+04,1.5394E+04,3.7953E+03,0.0000E+00,0.0000E+00,1.9656E+04,3.1756E+04,2.8468E+03,3.1004E+03,5.1307E+03,1.8671E+03,2.4488E+03,7.1912E+02,6.9282E+02,1.1229E+03,3.7021E+02,4.8162E+02,1.7094E+01,2.0548E+01,1.2007E+02,9.2929E+01,1.4409E+02,1.6423E+00,1.9775E+00,1.0278E+01,,,,,,
10.924,7.9935E+04,0.0000E+00,6.1145E+04,1.5072E+04,3.7182E+03,0.0000E+00,1.0842E+04,1.9201E+04,3.1102E+04,2.8032E+03,3.0429E+03,5.0287E+03,1.8161E+03,2.3808E+03,7.0773E+02,6.7997E+02,1.1007E+03,3.6051E+02,4.6876E+02,1.6502E+01,1.9832E+01,1.1815E+02,9.1200E+01,1.4125E+02,1.5994E+00,1.9250E+00,1.0114E+01,,,,,,
15,3.5411E+04,0.0000E+00,2.7319E+04,6.4599E+03,1.6318E+03,0.0000E+00,6.2280E+03,8.4101E+03,1.2681E+04,1.4918E+03,1.4108E+03,2.2084E+03,5.9012E+02,7.5882E+02,3.7077E+02,3.1564E+02,4.8607E+02,1.2209E+02,1.5566E+02,3.9813E+00,4.7369E+00,6.1637E+01,4.2293E+01,6.2460E+01,5.4440E-01,6.4246E-01,5.2786E+00,,,,,,
20,1.6506E+04,0.0000E+00,1.2774E+04,2.9681E+03,7.6376E+02,0.0000E+00,3.5688E+03,3.7771E+03,5.4283E+03,8.2115E+02,6.7485E+02,1.0064E+03,2.0596E+02,2.5977E+02,2.0202E+02,1.5163E+02,2.2294E+02,4.3923E+01,5.4913E+01,1.0657E+00,1.2551E+00,3.3497E+01,2.0565E+01,2.8659E+01,1.9660E-01,2.2752E-01,2.8694E+00,,,,,,
30,5.5219E+03,0.0000E+00,4.2857E+03,9.7879E+02,2.5741E+02,0.0000E+00,1.5410E+03,1.1723E+03,1.5724E+03,3.4028E+02,2.2557E+02,3.1376E+02,4.4609E+01,5.4569E+01,8.2955E+01,5.1118E+01,7.0223E+01,9.8481E+00,1.1938E+01,1.6033E-01,1.8579E-01,1.3729E+01,6.9438E+00,9.0423E+00,4.4275E-02,4.9687E-02,1.1758E+00,,,,,,
40,2.5067E+03,0.0000E+00,1.9472E+03,4.4172E+02,1.1773E+02,0.0000E+00,8.1442E+02,4.9822E+02,6.3458E+02,1.7709E+02,1.0013E+02,1.3230E+02,1.4678E+01,1.7522E+01,4.3016E+01,2.2842E+01,2.9825E+01,3.3035E+00,3.9083E+00,4.0829E-02,4.6680E-02,7.1576E+00,3.1064E+00,3.8452E+00,1.4892E-02,1.6309E-02,6.0916E-01,,,,,,
50,1.3510E+03,0.0000E+00,1.0499E+03,2.3728E+02,6.3801E+01,0.0000E+00,4.8668E+02,2.5338E+02,3.0988E+02,1.0502E+02,5.2456E+01,6.6496E+01,6.1326E+00,7.1728E+00,2.5468E+01,1.2026E+01,1.5069E+01,1.3971E+00,1.6197E+00,1.4024E-02,1.5847E-02,4.2360E+00,1.6369E+00,1.9445E+00,6.3091E-03,6.7706E-03,3.6050E-01,,,,,,
60,8.1285E+02,0.0000E+00,6.3183E+02,1.4247E+02,3.8553E+01,0.0000E+00,3.1558E+02,1.4497E+02,1.7128E+02,6.7849E+01,3.0658E+01,3.7529E+01,2.9928E+00,3.4395E+00,1.6441E+01,7.0549E+00,8.5380E+00,6.8744E-01,7.8338E-01,5.8542E-03,6.5489E-03,2.7338E+00,9.6092E-01,1.1024E+00,3.1088E-03,3.2784E-03,2.3264E-01,,,,,,
63.397,6.9687E+02,0.0000E+00,5.4170E+02,1.2208E+02,3.3094E+01,0.0000E+00,2.7630E+02,1.2237E+02,1.4303E+02,5.9361E+01,2.6032E+01,3.1525E+01,2.4085E+00,2.7531E+00,1.4381E+01,5.9969E+00,7.1799E+00,5.5451E-01,6.2852E-01,4.4975E-03,5.0153E-03,2.3912E+00,8.1696E-01,9.2725E-01,2.5086E-03,2.6312E-03,2.0349E-01,,,,,,
63.905,3.5691E+03,2.8876E+03,5.2975E+02,1.1938E+02,3.2370E+01,2.8876E+03,2.7100E+02,1.1940E+02,1.3934E+02,5.8219E+01,2.5422E+01,3.0737E+01,2.3339E+00,2.6657E+00,1.4104E+01,5.8572E+00,7.0016E+00,5.3749E-01,6.0878E-01,4.3293E-03,4.8253E-03,2.3451E+00,7.9795E-01,9.0425E-01,2.4318E-03,2.5486E-03,1.9957E-01,,,,,,
80,1.9781E+03,1.6150E+03,2.8227E+02,6.3489E+01,1.7331E+01,1.6150E+03,1.5609E+02,5.9616E+01,6.6562E+01,3.3476E+01,1.2976E+01,1.5000E+01,9.6239E-01,1.0747E+00,8.1069E+00,3.0020E+00,3.4310E+00,2.2345E-01,2.4760E-01,1.4870E-03,1.6358E-03,1.3477E+00,4.0928E-01,4.4342E-01,1.0125E-03,1.0377E-03,1.1468E-01,,,,,,
100,1.0924E+03,8.9847E+02,1.5073E+02,3.3856E+01,9.2953E+00,8.9847E+02,8.9078E+01,2.9828E+01,3.1822E+01,1.9103E+01,6.6146E+00,7.3015E+00,3.9985E-01,4.3661E-01,4.6263E+00,1.5358E+00,1.6763E+00,9.3531E-02,1.0079E-01,5.1788E-04,5.6218E-04,7.6892E-01,2.0952E-01,2.1677E-01,4.2403E-04,4.2513E-04,6.5434E-02,,,,,,
150,3.6366E+02,3.0165E+02,4.8209E+01,1.0812E+01,2.9943E+00,3.0165E+02,3.1368E+01,8.5050E+00,8.3360E+00,6.7418E+00,1.9376E+00,1.9625E+00,8.2678E-02,8.6955E-02,1.6338E+00,4.5231E-01,4.5306E-01,1.9535E-02,2.0286E-02,7.9214E-05,8.4113E-05,2.7148E-01,6.1767E-02,5.8637E-02,8.8666E-05,8.5687E-05,2.3104E-02,,,,,,
200,1.6577E+02,1.3798E+02,2.1607E+01,4.8429E+00,1.3477E+00,1.3798E+02,1.4806E+01,3.5357E+00,3.2653E+00,3.1901E+00,8.1717E-01,7.7927E-01,2.7779E-02,2.8644E-02,7.7373E-01,1.9151E-01,1.8006E-01,6.5977E-03,6.7186E-03,2.1905E-05,2.3037E-05,1.2853E-01,2.6144E-02,2.3364E-02,2.9959E-05,2.8409E-05,1.0939E-02,,,,,,
300,5.5680E+01,4.6486E+01,7.1461E+00,1.6007E+00,4.4758E-01,4.6486E+01,5.1718E+00,1.0640E+00,9.1029E-01,1.1180E+00,2.4960E-01,2.2027E-01,6.3311E-03,6.4710E-03,2.7121E-01,5.8694E-02,5.1050E-02,1.5124E-03,1.5261E-03,3.8897E-06,4.1156E-06,4.5081E-02,8.0160E-03,6.6277E-03,6.8685E-06,6.4642E-06,3.8381E-03,,,,,,
400,2.6420E+01,2.2097E+01,3.3601E+00,7.5218E-01,2.1088E-01,2.2097E+01,2.5024E+00,4.7159E-01,3.8614E-01,5.4190E-01,1.1145E-01,9.4064E-02,2.3424E-03,2.4265E-03,1.3151E-01,2.6259E-02,2.1831E-02,5.6167E-04,5.7316E-04,1.2303E-06,1.3379E-06,2.1861E-02,3.5867E-03,2.8350E-03,2.5495E-06,2.4350E-06,1.8620E-03,,,,,,
500,1.5192E+01,1.2724E+01,1.9183E+00,4.2913E-01,1.2050E-01,1.2724E+01,1.4541E+00,2.5819E-01,2.0596E-01,3.1517E-01,6.1273E-02,5.0362E-02,1.1255E-03,1.1942E-03,7.6498E-02,1.4454E-02,1.1694E-02,2.7039E-04,2.8204E-04,5.2794E-07,5.9688E-07,1.2717E-02,1.9744E-03,1.5192E-03,1.2279E-06,1.2025E-06,1.0838E-03,,,,,,
600,9.8576E+00,8.2662E+00,1.2371E+00,2.7657E-01,7.7733E-02,8.2662E+00,9.4896E-01,1.6140E-01,1.2672E-01,2.0578E-01,3.8404E-02,3.1059E-02,6.4079E-04,6.9249E-04,4.9948E-02,9.0651E-03,7.2119E-03,1.5385E-04,1.6486E-04,2.8038E-07,3.2716E-07,8.3034E-03,1.2384E-03,9.3724E-04,6.9990E-07,7.0389E-07,7.0823E-04,,,,,,
800,5.1793E+00,4.3519E+00,6.4338E-01,1.4362E-01,4.0426E-02,4.3519E+00,5.0109E-01,8.0275E-02,6.2011E-02,1.0865E-01,1.9183E-02,1.5199E-02,2.7630E-04,3.1609E-04,2.6379E-02,4.5270E-03,3.5395E-03,6.6623E-05,7.4963E-05,1.0691E-07,1.3544E-07,4.3853E-03,6.1838E-04,4.5999E-04,3.0295E-07,3.2310E-07,3.7487E-04,,,,,,
1000,3.2512E+00,2.7358E+00,4.0081E-01,8.9391E-02,2.5174E-02,2.7358E+00,3.1493E-01,4.8608E-02,3.7272E-02,6.8272E-02,1.1635E-02,9.1490E-03,1.5383E-04,1.8034E-04,1.6574E-02,2.7468E-03,2.1284E-03,3.6655E-05,4.3315E-05,5.4790E-08,7.3800E-08,2.7555E-03,3.7521E-04,2.7685E-04,1.6767E-07,1.8821E-07,2.3631E-04,,,,,,
1500,1.4963E+00,1.2619E+00,1.8236E-01,4.0597E-02,1.1443E-02,1.2619E+00,1.4479E-01,2.1339E-02,1.6229E-02,3.1365E-02,5.1217E-03,3.9761E-03,5.7907E-05,7.6050E-05,7.6128E-03,1.2090E-03,9.2697E-04,1.3903E-05,1.7861E-05,1.8321E-08,2.8121E-08,1.2659E-03,1.6512E-04,1.2073E-04,6.4762E-08,8.0541E-08,1.1002E-04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,0.4,0.6,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
