PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
2.2943,8.3402E+05,0.0000E+00,0.0000E+00,6.8896E+05,1.4506E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.5097E+04,5.1683E+04,1.2015E+05,1.9921E+05,2.8282E+05,1.1592E+04,1.4192E+04,2.9412E+04,2.8333E+04,3.9918E+04,6.1426E+03,7.6964E+03,2.0031E+03,1.9161E+03,3.7060E+03,1.5027E+02,,,,,,,,
3,4.4461E+05,0.0000E+00,0.0000E+00,3.6581E+05,7.8790E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.4416E+04,3.5623E+04,7.6792E+04,9.5363E+04,1.3362E+05,7.3849E+03,9.0065E+03,1.7796E+04,1.4525E+04,2.0218E+04,2.2688E+03,2.8296E+03,1.2520E+03,1.1946E+03,2.2195E+03,9.5307E+01,,,,,,,,
4,2.2069E+05,0.0000E+00,0.0000E+00,1.8067E+05,4.0016E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.5912E+04,2.2499E+04,4.4749E+04,4.0930E+04,5.6585E+04,4.4504E+03,5.2934E+03,9.9801E+03,6.6951E+03,9.1977E+03,7.4473E+02,9.2412E+02,7.4349E+02,6.9368E+02,1.2367E+03,5.6592E+01,,,,,,,,
5,1.2621E+05,0.0000E+00,0.0000E+00,1.0288E+05,2.3330E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1009E+04,1.4928E+04,2.8272E+04,2.0548E+04,2.8121E+04,2.9623E+03,3.4064E+03,6.2046E+03,3.5367E+03,4.8085E+03,3.0231E+02,3.7055E+02,4.9071E+02,4.4364E+02,7.6662E+02,3.7360E+01,,,,,,,,
6,7.9374E+04,0.0000E+00,0.0000E+00,6.4472E+04,1.4903E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.0230E+03,1.0393E+04,1.8993E+04,1.1482E+04,1.5581E+04,2.1067E+03,2.3350E+03,4.1381E+03,2.0524E+03,2.7661E+03,1.4290E+02,1.7447E+02,3.4703E+02,3.0299E+02,5.1054E+02,2.6429E+01,,,,,,,,
8,3.7769E+04,0.0000E+00,0.0000E+00,3.0514E+04,7.2548E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.7590E+03,5.6171E+03,9.7687E+03,4.4353E+03,5.9337E+03,1.2132E+03,1.2474E+03,2.1187E+03,8.3575E+02,1.1102E+03,4.2292E+01,5.1289E+01,1.9843E+02,1.6122E+02,2.6114E+02,1.5120E+01,,,,,,,,
8.6292,3.0999E+04,0.0000E+00,0.0000E+00,2.5011E+04,5.9881E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.1293E+03,4.7402E+03,8.1380E+03,3.4309E+03,4.5728E+03,1.0461E+03,1.0511E+03,1.7655E+03,6.5462E+02,8.6611E+02,3.0477E+01,3.6891E+01,1.7085E+02,1.3575E+02,2.1760E+02,1.3021E+01,,,,,,,,
8.6983,8.1363E+04,0.0000E+00,5.1004E+04,2.4491E+04,5.8679E+03,0.0000E+00,0.0000E+00,0.0000E+00,5.1004E+04,4.0673E+03,4.6556E+03,7.9813E+03,3.3389E+03,4.4483E+03,1.0299E+03,1.0321E+03,1.7317E+03,6.3787E+02,8.4359E+02,2.9438E+01,3.5626E+01,1.6817E+02,1.3329E+02,2.1343E+02,1.2816E+01,,,,,,,,
9.6202,6.2545E+04,0.0000E+00,3.9236E+04,1.8771E+04,4.5379E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.9236E+04,3.3547E+03,3.6946E+03,6.2303E+03,2.3619E+03,3.1298E+03,8.4389E+02,8.1811E+02,1.3525E+03,4.5839E+02,6.0294E+02,1.8943E+01,2.2863E+01,1.3754E+02,1.0557E+02,1.6671E+02,1.0484E+01,,,,,,,,
9.6973,8.4286E+04,0.0000E+00,6.1461E+04,1.8379E+04,4.4462E+03,0.0000E+00,0.0000E+00,2.3036E+04,3.8425E+04,3.3038E+03,3.6266E+03,6.1080E+03,2.2976E+03,3.0433E+03,8.3061E+02,8.0304E+02,1.3260E+03,4.4645E+02,5.8698E+02,1.8289E+01,2.2069E+01,1.3536E+02,1.0362E+02,1.6346E+02,1.0318E+01,,,,,,,,
10,7.8247E+04,0.0000E+00,5.7195E+04,1.6942E+04,4.1093E+03,0.0000E+00,0.0000E+00,2.1711E+04,3.5485E+04,3.1139E+03,3.3751E+03,5.6567E+03,2.0653E+03,2.7313E+03,7.8125E+02,7.4730E+02,1.2284E+03,4.0314E+02,5.2913E+02,1.5970E+01,1.9254E+01,1.2725E+02,9.6412E+01,1.5143E+02,9.7005E+00,,,,,,,,
10.073,7.6722E+04,0.0000E+00,5.6071E+04,1.6618E+04,4.0331E+03,0.0000E+00,0.0000E+00,2.1250E+04,3.4821E+04,3.0704E+03,3.3179E+03,5.5541E+03,2.0136E+03,2.6619E+03,7.6995E+02,7.3461E+02,1.2063E+03,3.9347E+02,5.1623E+02,1.5463E+01,1.8639E+01,1.2539E+02,9.4771E+01,1.4871E+02,9.5592E+00,,,,,,,,
10.154,8.6859E+04,0.0000E+00,6.6637E+04,1.6270E+04,3.9513E+03,0.0000E+00,1.1769E+04,2.0761E+04,3.4107E+04,3.0234E+03,3.2563E+03,5.4439E+03,1.9586E+03,2.5880E+03,7.5777E+02,7.2096E+02,1.1825E+03,3.8315E+02,5.0247E+02,1.4927E+01,1.7989E+01,1.2339E+02,9.3005E+01,1.4578E+02,9.4069E+00,,,,,,,,
15,3.1698E+04,0.0000E+00,2.4538E+04,5.7274E+03,1.4328E+03,0.0000E+00,5.8809E+03,7.4158E+03,1.1241E+04,1.3867E+03,1.2535E+03,1.9684E+03,4.8821E+02,6.3067E+02,3.4112E+02,2.7812E+02,4.3055E+02,1.0032E+02,1.2856E+02,2.5759E+00,3.0680E+00,5.5271E+01,3.5846E+01,5.3128E+01,4.2162E+00,,,,,,,,
20,1.4755E+04,0.0000E+00,1.1461E+04,2.6254E+03,6.6899E+02,0.0000E+00,3.3602E+03,3.3057E+03,4.7945E+03,7.5921E+02,5.9312E+02,8.8991E+02,1.6895E+02,2.1423E+02,1.8504E+02,1.3223E+02,1.9592E+02,3.5724E+01,4.4922E+01,6.8429E-01,8.0712E-01,2.9913E+01,1.7264E+01,2.4201E+01,2.2823E+00,,,,,,,,
30,4.9088E+03,0.0000E+00,3.8212E+03,8.6281E+02,2.2475E+02,0.0000E+00,1.4308E+03,1.0143E+03,1.3762E+03,3.1226E+02,1.9541E+02,2.7447E+02,3.6163E+01,4.4511E+01,7.5494E+01,4.3951E+01,6.1048E+01,7.9024E+00,9.6441E+00,1.0163E-01,1.1800E-01,1.2261E+01,5.7474E+00,7.5536E+00,9.2941E-01,,,,,,,,
40,2.2220E+03,0.0000E+00,1.7311E+03,3.8839E+02,1.0249E+02,0.0000E+00,7.5140E+02,4.2719E+02,5.5249E+02,1.6162E+02,8.5898E+01,1.1488E+02,1.1805E+01,1.4189E+01,3.8955E+01,1.9449E+01,2.5735E+01,2.6266E+00,3.1306E+00,2.5629E-02,2.9366E-02,6.3224E+00,2.5462E+00,3.1879E+00,4.7920E-01,,,,,,,,
50,1.1947E+03,0.0000E+00,9.3104E+02,2.0823E+02,5.5423E+01,0.0000E+00,4.4646E+02,2.1602E+02,2.6856E+02,9.5443E+01,4.4677E+01,5.7430E+01,4.9040E+00,5.7778E+00,2.2972E+01,1.0165E+01,1.2930E+01,1.1034E+00,1.2895E+00,8.7493E-03,9.9124E-03,3.7271E+00,1.3318E+00,1.6030E+00,2.8248E-01,,,,,,,,
59.444,7.3646E+02,0.0000E+00,5.7401E+02,1.2814E+02,3.4309E+01,0.0000E+00,2.9486E+02,1.2661E+02,1.5254E+02,6.2859E+01,2.6698E+01,3.3244E+01,2.4720E+00,2.8656E+00,1.5120E+01,6.0952E+00,7.5113E+00,5.6036E-01,6.4447E-01,3.8033E-03,4.2683E-03,2.4526E+00,7.9913E-01,9.3179E-01,1.8588E-01,,,,,,,,
59.92,3.8345E+03,3.1143E+03,5.6132E+02,1.2530E+02,3.3557E+01,3.1143E+03,2.8920E+02,1.2352E+02,1.4860E+02,6.1648E+01,2.6068E+01,3.2411E+01,2.3950E+00,2.7742E+00,1.4829E+01,5.9525E+00,7.3243E+00,5.4307E-01,6.2415E-01,3.6601E-03,4.1058E-03,2.4053E+00,7.8042E-01,9.0862E-01,1.8229E-01,,,,,,,,
60,3.8156E+03,3.0981E+03,5.5923E+02,1.2483E+02,3.3433E+01,3.0981E+03,2.8827E+02,1.2301E+02,1.4795E+02,6.1449E+01,2.5965E+01,3.2274E+01,2.3824E+00,2.7593E+00,1.4780E+01,5.9290E+00,7.2935E+00,5.4024E-01,6.2082E-01,3.6367E-03,4.0793E-03,2.3975E+00,7.7734E-01,9.0481E-01,1.8170E-01,,,,,,,,
80,1.7946E+03,1.4750E+03,2.4914E+02,5.5486E+01,1.4989E+01,1.4750E+03,1.4171E+02,5.0220E+01,5.7209E+01,3.0153E+01,1.0897E+01,1.2818E+01,7.6100E-01,8.5698E-01,7.2501E+00,2.5011E+00,2.9118E+00,1.7432E-01,1.9492E-01,9.1765E-04,1.0127E-03,1.1757E+00,3.2820E-01,3.6155E-01,8.9104E-02,,,,,,,,
100,9.8536E+02,8.1506E+02,1.3275E+02,2.9529E+01,8.0217E+00,8.1506E+02,8.0510E+01,2.4992E+01,2.7249E+01,1.7136E+01,5.5204E+00,6.2112E+00,3.1468E-01,3.4667E-01,4.1206E+00,1.2715E+00,1.4158E+00,7.2581E-02,7.8977E-02,3.1776E-04,3.4621E-04,6.6809E-01,1.6695E-01,1.7591E-01,5.0635E-02,,,,,,,,
150,3.2580E+02,2.7155E+02,4.2287E+01,9.3938E+00,2.5730E+00,2.7155E+02,2.8130E+01,7.0627E+00,7.0941E+00,6.0030E+00,1.6005E+00,1.6571E+00,6.4581E-02,6.8595E-02,1.4447E+00,3.7052E-01,3.7896E-01,1.5037E-02,1.5773E-02,4.8205E-05,5.1400E-05,2.3417E-01,4.8698E-02,4.7215E-02,1.7749E-02,,,,,,,,
200,1.4791E+02,1.2366E+02,1.8898E+01,4.1962E+00,1.1546E+00,1.2366E+02,1.3211E+01,2.9193E+00,2.7682E+00,2.8263E+00,6.7066E-01,6.5506E-01,2.1601E-02,2.2513E-02,6.8038E-01,1.5585E-01,1.5021E-01,5.0549E-03,5.2006E-03,1.3267E-05,1.4019E-05,1.1032E-01,2.0474E-02,1.8725E-02,8.3627E-03,,,,,,,,
300,4.9425E+01,4.1437E+01,6.2250E+00,1.3815E+00,3.8201E-01,4.1437E+01,4.5843E+00,8.7225E-01,7.6841E-01,9.8409E-01,2.0324E-01,1.8424E-01,4.8963E-03,5.0658E-03,2.3706E-01,4.7378E-02,4.2366E-02,1.1517E-03,1.1760E-03,2.3457E-06,2.4986E-06,3.8443E-02,6.2272E-03,5.2843E-03,2.9153E-03,,,,,,,,
400,2.3373E+01,1.9627E+01,2.9193E+00,6.4757E-01,1.7952E-01,1.9627E+01,2.2091E+00,3.8496E-01,3.2527E-01,4.7506E-01,9.0324E-02,7.8487E-02,1.8058E-03,1.8961E-03,1.1448E-01,2.1094E-02,1.8073E-02,4.2596E-04,4.4160E-04,7.3854E-07,8.1150E-07,1.8566E-02,2.7730E-03,2.2547E-03,1.4088E-03,,,,,,,,
500,1.3410E+01,1.1275E+01,1.6637E+00,3.6883E-01,1.0240E-01,1.1275E+01,1.2802E+00,2.1015E-01,1.7333E-01,2.7556E-01,4.9504E-02,4.1974E-02,8.6567E-04,9.2418E-04,6.6417E-02,1.1576E-02,9.6711E-03,2.0487E-04,2.1720E-04,3.1700E-07,3.6168E-07,1.0772E-02,1.5215E-03,1.2068E-03,8.1794E-04,,,,,,,,
600,8.6877E+00,7.3126E+00,1.0717E+00,2.3741E-01,6.5989E-02,7.3126E+00,8.3400E-01,1.3111E-01,1.0660E-01,1.7960E-01,3.0959E-02,2.5820E-02,4.9303E-04,5.3899E-04,4.3288E-02,7.2452E-03,5.9610E-03,1.1652E-04,1.2646E-04,1.6761E-07,1.9821E-07,7.0207E-03,9.5238E-04,7.4412E-04,5.3364E-04,,,,,,,,
800,4.5568E+00,3.8426E+00,5.5672E-01,1.2318E-01,3.4279E-02,3.8426E+00,4.3951E-01,6.5031E-02,5.2177E-02,9.4638E-02,1.5424E-02,1.2658E-02,2.1153E-04,2.4695E-04,2.2817E-02,3.6064E-03,2.9250E-03,5.0162E-05,5.7808E-05,6.3812E-08,8.2079E-08,3.7007E-03,4.7413E-04,3.6525E-04,2.8210E-04,,,,,,,,
1000,2.8585E+00,2.4138E+00,3.4672E-01,7.6643E-02,2.1342E-02,2.4138E+00,2.7602E-01,3.9311E-02,3.1384E-02,5.9423E-02,9.3361E-03,7.6253E-03,1.1745E-04,1.4138E-04,1.4326E-02,2.1850E-03,1.7608E-03,2.7678E-05,3.3180E-05,3.2784E-08,4.4965E-08,2.3237E-03,2.8715E-04,2.2001E-04,1.7784E-04,,,,,,,,
1500,1.3160E+00,1.1136E+00,1.5784E-01,3.4835E-02,9.7073E-03,1.1136E+00,1.2693E-01,1.7217E-02,1.3694E-02,2.7308E-02,4.1019E-03,3.3209E-03,4.4548E-05,5.9243E-05,6.5822E-03,9.5924E-04,7.6854E-04,1.0480E-05,1.3680E-05,1.1099E-08,1.7578E-08,1.0679E-03,1.2608E-04,9.6171E-05,8.3096E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,5.57,7.43,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
