PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
2.3857,8.0246E+05,0.0000E+00,0.0000E+00,6.6164E+05,1.4083E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.3673E+04,4.9642E+04,1.1590E+05,1.9131E+05,2.7111E+05,1.1140E+04,1.3673E+04,2.8347E+04,2.7295E+04,3.8364E+04,6.4865E+03,8.1075E+03,1.9126E+03,1.8293E+03,3.5264E+03,1.4346E+02,,,,,,,,
3,4.6875E+05,0.0000E+00,0.0000E+00,3.8530E+05,8.3447E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.4848E+04,3.6240E+04,7.9052E+04,1.0216E+05,1.4300E+05,7.5920E+03,9.2978E+03,1.8476E+04,1.5464E+04,2.1504E+04,2.7762E+03,3.4556E+03,1.2818E+03,1.2247E+03,2.2782E+03,9.6092E+01,,,,,,,,
4,2.3314E+05,0.0000E+00,0.0000E+00,1.9076E+05,4.2377E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.6223E+04,2.3165E+04,4.6380E+04,4.4082E+04,6.0913E+04,4.5903E+03,5.4985E+03,1.0404E+04,7.1766E+03,9.8463E+03,9.1628E+02,1.1349E+03,7.6315E+02,7.1496E+02,1.2741E+03,5.7200E+01,,,,,,,,
5,1.3349E+05,0.0000E+00,0.0000E+00,1.0878E+05,2.4710E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.1269E+04,1.5467E+04,2.9439E+04,2.2220E+04,3.0382E+04,3.0615E+03,3.5538E+03,6.4877E+03,3.8094E+03,5.1711E+03,3.7623E+02,4.5682E+02,5.0453E+02,4.5906E+02,7.9204E+02,3.7824E+01,,,,,,,,
6,8.4031E+04,0.0000E+00,0.0000E+00,6.8245E+04,1.5787E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.2440E+03,1.0813E+04,1.9851E+04,1.2456E+04,1.6881E+04,2.1804E+03,2.4444E+03,4.3372E+03,2.2191E+03,2.9854E+03,1.7716E+02,2.1581E+02,3.5724E+02,3.1450E+02,5.2866E+02,2.6790E+01,,,,,,,,
8,4.0033E+04,0.0000E+00,0.0000E+00,3.2344E+04,7.6898E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.9061E+03,5.8876E+03,1.0255E+04,4.8362E+03,6.4592E+03,1.2582E+03,1.3127E+03,2.2291E+03,9.0895E+02,1.2049E+03,5.2739E+01,6.3807E+01,2.0463E+02,1.6818E+02,2.7138E+02,1.5354E+01,,,,,,,,
8.9246,3.0101E+04,0.0000E+00,0.0000E+00,2.4272E+04,5.8281E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.9998E+03,4.6126E+03,7.8847E+03,3.3396E+03,4.4358E+03,1.0162E+03,1.0261E+03,1.7139E+03,6.3945E+02,8.4262E+02,3.2899E+01,3.9690E+01,1.6490E+02,1.3133E+02,2.0865E+02,1.2375E+01,,,,,,,,
8.996,7.8608E+04,0.0000E+00,4.9129E+04,2.3768E+04,5.7110E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.9129E+04,3.9398E+03,4.5304E+03,7.7328E+03,3.2501E+03,4.3150E+03,1.0004E+03,1.0077E+03,1.6810E+03,6.2309E+02,8.2071E+02,3.1778E+01,3.8330E+01,1.6231E+02,1.2895E+02,2.0464E+02,1.2181E+01,,,,,,,,
9.9831,5.9878E+04,0.0000E+00,3.7445E+04,1.8056E+04,4.3777E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.7445E+04,3.2288E+03,3.5687E+03,5.9850E+03,2.2729E+03,3.0001E+03,8.1425E+02,7.9276E+02,1.3018E+03,4.4290E+02,5.8000E+02,2.0156E+01,2.4243E+01,1.3185E+02,1.0137E+02,1.5850E+02,9.8977E+00,,,,,,,,
10,8.3382E+04,0.0000E+00,6.1048E+04,1.7975E+04,4.3588E+03,0.0000E+00,0.0000E+00,2.3769E+04,3.7280E+04,3.2183E+03,3.5547E+03,5.9599E+03,2.2596E+03,2.9824E+03,8.1151E+02,7.8965E+02,1.2964E+03,4.4043E+02,5.7671E+02,2.0007E+01,2.4062E+01,1.3141E+02,1.0097E+02,1.5784E+02,9.8642E+00,,,,,,,,
10.063,8.0762E+04,0.0000E+00,5.8795E+04,1.7678E+04,4.2892E+03,0.0000E+00,0.0000E+00,2.2122E+04,3.6673E+04,3.1797E+03,3.5031E+03,5.8674E+03,2.2110E+03,2.9172E+03,8.0143E+02,7.7817E+02,1.2763E+03,4.3137E+02,5.6464E+02,1.9462E+01,2.3401E+01,1.2976E+02,9.9499E+01,1.5540E+02,9.7407E+00,,,,,,,,
10.446,7.3643E+04,0.0000E+00,5.3735E+04,1.6011E+04,3.8967E+03,0.0000E+00,0.0000E+00,2.0446E+04,3.3290E+04,2.9587E+03,3.2100E+03,5.3433E+03,1.9420E+03,2.5573E+03,7.4383E+02,7.1299E+02,1.1628E+03,3.8100E+02,4.9765E+02,1.6503E+01,1.9823E+01,1.2036E+02,9.1151E+01,1.4159E+02,9.0356E+00,,,,,,,,
10.53,8.3374E+04,0.0000E+00,6.3881E+04,1.5676E+04,3.8177E+03,0.0000E+00,1.1300E+04,1.9975E+04,3.2606E+04,2.9134E+03,3.1505E+03,5.2371E+03,1.8889E+03,2.4862E+03,7.3205E+02,6.9976E+02,1.1398E+03,3.7101E+02,4.8438E+02,1.5931E+01,1.9132E+01,1.1844E+02,8.9454E+01,1.3880E+02,8.8916E+00,,,,,,,,
15,3.3487E+04,0.0000E+00,2.5878E+04,6.0866E+03,1.5223E+03,0.0000E+00,6.0521E+03,7.8855E+03,1.1940E+04,1.4392E+03,1.3308E+03,2.0865E+03,5.3744E+02,6.9263E+02,3.5543E+02,2.9610E+02,4.5697E+02,1.1046E+02,1.4115E+02,3.2491E+00,3.8594E+00,5.7237E+01,3.7817E+01,5.5696E+01,4.2996E+00,,,,,,,,
20,1.5610E+04,0.0000E+00,1.2105E+04,2.7932E+03,7.1164E+02,0.0000E+00,3.4643E+03,3.5377E+03,5.1035E+03,7.9001E+02,6.3317E+02,9.4706E+02,1.8677E+02,2.3620E+02,1.9323E+02,1.4151E+02,2.0877E+02,3.9536E+01,4.9557E+01,8.6634E-01,1.0189E+00,3.1042E+01,1.8308E+01,2.5471E+01,2.3324E+00,,,,,,,,
30,5.2076E+03,0.0000E+00,4.0486E+03,9.1956E+02,2.3951E+02,0.0000E+00,1.4854E+03,1.0913E+03,1.4719E+03,3.2616E+02,2.1013E+02,2.9370E+02,4.0217E+01,4.9348E+01,7.9091E+01,4.7370E+01,6.5407E+01,8.8048E+00,1.0706E+01,1.2951E-01,1.4990E-01,1.2764E+01,6.1383E+00,7.9934E+00,9.5278E-01,,,,,,,,
40,2.3607E+03,0.0000E+00,1.8369E+03,4.1445E+02,1.0936E+02,0.0000E+00,7.8270E+02,4.6165E+02,5.9256E+02,1.6927E+02,9.2820E+01,1.2339E+02,1.3181E+01,1.5788E+01,4.0912E+01,2.1064E+01,2.7677E+01,2.9401E+00,3.4904E+00,3.2819E-02,3.7482E-02,6.5979E+00,2.7328E+00,3.3863E+00,4.9245E-01,,,,,,,,
50,1.2708E+03,0.0000E+00,9.8922E+02,2.2242E+02,5.9205E+01,0.0000E+00,4.6643E+02,2.3410E+02,2.8869E+02,1.0018E+02,4.8452E+01,6.1849E+01,5.4913E+00,6.4462E+00,2.4175E+01,1.1049E+01,1.3945E+01,1.2393E+00,1.4421E+00,1.1237E-02,1.2689E-02,3.8972E+00,1.4347E+00,1.7076E+00,2.9086E-01,,,,,,,,
60,7.6391E+02,0.0000E+00,5.9472E+02,1.3344E+02,3.5745E+01,0.0000E+00,3.0180E+02,1.3363E+02,1.5930E+02,6.4610E+01,2.8238E+01,3.4833E+01,2.6738E+00,3.0848E+00,1.5580E+01,6.4634E+00,7.8834E+00,6.0823E-01,6.9588E-01,4.6809E-03,5.2324E-03,2.5110E+00,8.3978E-01,9.6599E-01,1.8740E-01,,,,,,,,
61.397,7.1624E+02,0.0000E+00,5.5762E+02,1.2509E+02,3.3533E+01,0.0000E+00,2.8543E+02,1.2446E+02,1.4772E+02,6.1092E+01,2.6365E+01,3.2379E+01,2.4412E+00,2.8102E+00,1.4731E+01,6.0373E+00,7.3316E+00,5.5589E-01,6.3453E-01,4.1913E-03,4.6794E-03,2.3741E+00,7.8449E-01,8.9843E-01,1.7718E-01,,,,,,,,
61.889,3.6985E+03,2.9981E+03,5.4530E+02,1.2232E+02,3.2799E+01,2.9981E+03,2.7996E+02,1.2144E+02,1.4391E+02,5.9916E+01,2.5745E+01,3.1569E+01,2.3654E+00,2.7208E+00,1.4447E+01,5.8964E+00,7.1493E+00,5.3879E-01,6.1456E-01,4.0339E-03,4.5017E-03,2.3283E+00,7.6617E-01,8.7612E-01,1.7377E-01,,,,,,,,
80,1.8856E+03,1.5449E+03,2.6532E+02,5.9389E+01,1.6047E+01,1.5449E+03,1.4881E+02,5.4754E+01,6.1752E+01,3.1791E+01,1.1901E+01,1.3878E+01,8.5695E-01,9.6100E-01,7.6625E+00,2.7384E+00,3.1577E+00,1.9698E-01,2.1922E-01,1.1851E-03,1.3030E-03,1.2346E+00,3.5611E-01,3.8728E-01,9.2140E-02,,,,,,,,
100,1.0377E+03,8.5598E+02,1.4152E+02,3.1637E+01,8.5977E+00,8.5598E+02,8.4731E+01,2.7321E+01,2.9468E+01,1.8104E+01,6.0480E+00,6.7403E+00,3.5520E-01,3.8959E-01,4.3639E+00,1.3965E+00,1.5391E+00,8.2239E-02,8.9034E-02,4.1152E-04,4.4668E-04,7.0301E-01,1.8173E-01,1.8888E-01,5.2468E-02,,,,,,,,
150,3.4435E+02,2.8634E+02,4.5172E+01,1.0084E+01,2.7633E+00,2.8634E+02,2.9720E+01,7.7557E+00,7.6958E+00,6.3658E+00,1.7625E+00,1.8050E+00,7.3171E-02,7.7337E-02,1.5356E+00,4.0911E-01,4.1355E-01,1.7106E-02,1.7849E-02,6.2691E-05,6.6571E-05,2.4731E-01,5.3289E-02,5.0892E-02,1.8459E-02,,,,,,,,
200,1.5666E+02,1.3069E+02,2.0217E+01,4.5106E+00,1.2423E+00,1.3069E+02,1.3993E+01,3.2150E+00,3.0088E+00,3.0046E+00,7.4094E-01,7.1512E-01,2.4530E-02,2.5429E-02,7.2545E-01,1.7267E-01,1.6430E-01,5.7640E-03,5.8977E-03,1.7293E-05,1.8195E-05,1.1680E-01,2.2480E-02,2.0231E-02,8.7185E-03,,,,,,,,
300,5.2483E+01,4.3911E+01,6.6728E+00,1.4879E+00,4.1173E-01,4.3911E+01,4.8718E+00,9.6401E-01,8.3699E-01,1.0496E+00,2.2542E-01,2.0164E-01,5.5755E-03,5.7335E-03,2.5344E-01,5.2703E-02,4.6461E-02,1.3171E-03,1.3369E-03,3.0639E-06,3.2475E-06,4.0833E-02,6.8648E-03,5.7240E-03,3.0492E-03,,,,,,,,
400,2.4861E+01,2.0836E+01,3.1335E+00,6.9833E-01,1.9374E-01,2.0836E+01,2.3524E+00,4.2637E-01,3.5467E-01,5.0770E-01,1.0042E-01,8.6002E-02,2.0594E-03,2.1480E-03,1.2264E-01,2.3522E-02,1.9845E-02,4.8816E-04,5.0229E-04,9.6653E-07,1.0557E-06,1.9760E-02,3.0642E-03,2.4454E-03,1.4764E-03,,,,,,,,
500,1.4280E+01,1.1984E+01,1.7873E+00,3.9808E-01,1.1061E-01,1.1984E+01,1.3651E+00,2.3310E-01,1.8909E-01,2.9489E-01,5.5124E-02,4.6019E-02,9.8849E-04,1.0567E-03,7.1244E-02,1.2928E-02,1.0625E-02,2.3501E-04,2.4699E-04,4.1498E-07,4.7051E-07,1.1480E-02,1.6840E-03,1.3097E-03,8.5837E-04,,,,,,,,
600,9.2583E+00,7.7786E+00,1.1520E+00,2.5643E-01,7.1317E-02,7.7786E+00,8.9008E-01,1.4557E-01,1.1632E-01,1.9237E-01,3.4510E-02,2.8376E-02,5.6278E-04,6.1171E-04,4.6476E-02,8.1000E-03,6.5504E-03,1.3365E-04,1.4396E-04,2.1977E-07,2.5823E-07,7.4889E-03,1.0553E-03,8.0776E-04,5.6049E-04,,,,,,,,
800,4.8602E+00,4.0913E+00,5.9876E-01,1.3309E-01,3.7068E-02,4.0913E+00,4.6953E-01,7.2301E-02,5.6926E-02,1.0147E-01,1.7216E-02,1.3882E-02,2.4210E-04,2.7976E-04,2.4521E-02,4.0382E-03,3.2147E-03,5.7693E-05,6.5749E-05,8.3757E-08,1.0704E-07,3.9513E-03,5.2610E-04,3.9647E-04,2.9656E-04,,,,,,,,
1000,3.0499E+00,2.5710E+00,3.7296E-01,8.2820E-02,2.3080E-02,2.5710E+00,2.9499E-01,4.3743E-02,3.4228E-02,6.3734E-02,1.0431E-02,8.3603E-03,1.3474E-04,1.5979E-04,1.5401E-02,2.4487E-03,1.9341E-03,3.1794E-05,3.7788E-05,4.3121E-08,5.8513E-08,2.4819E-03,3.1891E-04,2.3874E-04,1.8700E-04,,,,,,,,
1500,1.4039E+00,1.1860E+00,1.6974E-01,3.7627E-02,1.0495E-02,1.1860E+00,1.3564E-01,1.9180E-02,1.4919E-02,2.9285E-02,4.5876E-03,3.6368E-03,5.0929E-05,6.7294E-05,7.0751E-03,1.0763E-03,8.4330E-04,1.2046E-05,1.5574E-05,1.4572E-08,2.2791E-08,1.1404E-03,1.4019E-04,1.0425E-04,8.7330E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
