PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
3.0196,6.2328E+05,0.0000E+00,0.0000E+00,4.8594E+05,1.3733E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,9.7173E+04,1.6236E+05,2.2642E+05,9.2090E+03,1.1550E+04,2.4695E+04,2.4920E+04,3.4619E+04,8.6613E+03,1.0843E+04,1.9761E+03,2.0931E+03,4.1594E+03,1.9376E+03,2.5843E+03,8.4230E+01,,,,,,
3.0438,6.4911E+05,0.0000E+00,0.0000E+00,5.1428E+05,1.3483E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.7994E+04,9.5947E+04,1.5887E+05,2.2147E+05,9.0912E+03,1.1406E+04,2.4339E+04,2.4453E+04,3.3954E+04,8.4165E+03,1.0535E+04,1.9493E+03,2.0655E+03,4.0978E+03,1.9014E+03,2.5350E+03,8.3046E+01,,,,,,
3.2719,5.4679E+05,0.0000E+00,0.0000E+00,4.3277E+05,1.1402E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.5091E+04,8.4791E+04,1.3036E+05,1.8253E+05,8.0852E+03,1.0167E+04,2.1306E+04,2.0551E+04,2.8419E+04,6.4783E+03,8.0956E+03,1.7219E+03,1.8288E+03,3.5748E+03,1.5991E+03,2.1242E+03,7.3011E+01,,,,,,
3.2981,5.6031E+05,0.0000E+00,0.0000E+00,4.4838E+05,1.1193E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.3038E+04,3.4825E+04,8.3597E+04,1.2829E+05,1.7863E+05,7.9807E+03,1.0037E+04,2.0992E+04,2.0156E+04,2.7859E+04,6.2927E+03,7.8622E+03,1.6983E+03,1.8041E+03,3.5208E+03,1.5685E+03,2.0827E+03,7.1979E+01,,,,,,
4,3.5355E+05,0.0000E+00,0.0000E+00,2.8248E+05,7.1066E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.8179E+04,2.6767E+04,5.9466E+04,7.5080E+04,1.0299E+05,5.7848E+03,7.2679E+03,1.4522E+04,1.2412E+04,1.6963E+04,3.0766E+03,3.8268E+03,1.2122E+03,1.2875E+03,2.4174E+03,9.6898E+02,1.2738E+03,5.2575E+01,,,,,,
5,2.0482E+05,0.0000E+00,0.0000E+00,1.6325E+05,4.1566E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.3016E+04,1.9150E+04,3.9105E+04,3.9066E+04,5.2913E+04,3.9318E+03,4.8749E+03,9.2712E+03,6.8506E+03,9.2417E+03,1.3081E+03,1.6184E+03,8.1262E+02,8.5327E+02,1.5342E+03,5.4176E+02,6.9257E+02,3.5206E+01,,,,,,
6,1.2995E+05,0.0000E+00,0.0000E+00,1.0334E+05,2.6611E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,9.8084E+03,1.3958E+04,2.7085E+04,2.2424E+04,3.0068E+04,2.8382E+03,3.4493E+03,6.3136E+03,4.1121E+03,5.4878E+03,6.3716E+02,7.8461E+02,5.8158E+02,5.9968E+02,1.0416E+03,3.2679E+02,4.1328E+02,2.5180E+01,,,,,,
8,6.2504E+04,0.0000E+00,0.0000E+00,4.9499E+04,1.3005E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.0307E+03,8.0806E+03,1.4496E+04,9.0103E+03,1.1881E+04,1.6681E+03,1.9330E+03,3.3387E+03,1.7622E+03,2.3107E+03,1.9782E+02,2.4170E+02,3.3835E+02,3.3368E+02,5.4933E+02,1.4110E+02,1.7533E+02,1.4643E+01,,,,,,
10,3.5131E+04,0.0000E+00,0.0000E+00,2.7736E+04,7.3950E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.0439E+03,5.0856E+03,8.6522E+03,4.3268E+03,5.6278E+03,1.0900E+03,1.2011E+03,1.9857E+03,8.8361E+02,1.1421E+03,7.7659E+01,9.4264E+01,2.1976E+02,2.0660E+02,3.2642E+02,7.1133E+01,8.7127E+01,9.5088E+00,,,,,,
11.555,2.4106E+04,0.0000E+00,0.0000E+00,1.8995E+04,5.1109E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.0911E+03,3.7089E+03,6.1107E+03,2.6591E+03,3.4254E+03,8.2262E+02,8.7212E+02,1.4018E+03,5.5691E+02,7.1285E+02,4.1848E+01,5.0565E+01,1.6531E+02,1.4977E+02,2.3041E+02,4.4981E+01,5.4561E+01,7.1526E+00,,,,,,
11.647,6.0489E+04,0.0000E+00,3.6881E+04,1.8601E+04,5.0074E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.6881E+04,3.0452E+03,3.6434E+03,5.9924E+03,2.5878E+03,3.3320E+03,8.0982E+02,8.5662E+02,1.3748E+03,5.4272E+02,6.9432E+02,4.0434E+01,4.8841E+01,1.6271E+02,1.4710E+02,2.2596E+02,4.3843E+01,5.3152E+01,7.0403E+00,,,,,,
13.301,4.2297E+04,0.0000E+00,2.5636E+04,1.3105E+04,3.5566E+03,0.0000E+00,0.0000E+00,0.0000E+00,2.5636E+04,2.3631E+03,2.6985E+03,4.3092E+03,1.6408E+03,2.0935E+03,6.2259E+02,6.3285E+02,9.8993E+02,3.5152E+02,4.4556E+02,2.2702E+01,2.7301E+01,1.2477E+02,1.0856E+02,1.6273E+02,2.8479E+01,3.4208E+01,5.3988E+00,,,,,,
13.407,5.7588E+04,0.0000E+00,4.1273E+04,1.2831E+04,3.4840E+03,0.0000E+00,0.0000E+00,1.6169E+04,2.5104E+04,2.3270E+03,2.6493E+03,4.2238E+03,1.5961E+03,2.0353E+03,6.1275E+02,6.2129E+02,9.7035E+02,3.4236E+02,4.3371E+02,2.1924E+01,2.6356E+01,1.2278E+02,1.0657E+02,1.5951E+02,2.7742E+01,3.3304E+01,5.3128E+00,,,,,,
13.855,5.3109E+04,0.0000E+00,3.8145E+04,1.1763E+04,3.2002E+03,0.0000E+00,0.0000E+00,1.5113E+04,2.3033E+04,2.1840E+03,2.4552E+03,3.8879E+03,1.4241E+03,1.8121E+03,5.7382E+02,5.7574E+02,8.9352E+02,3.0705E+02,3.8806E+02,1.8983E+01,2.2795E+01,1.1491E+02,9.8740E+01,1.4689E+02,2.4898E+01,2.9820E+01,4.9723E+00,,,,,,
13.965,6.0123E+04,0.0000E+00,4.5471E+04,1.1517E+04,3.1347E+03,0.0000E+00,8.1571E+03,1.4762E+04,2.2552E+04,2.1506E+03,2.4100E+03,3.8100E+03,1.3851E+03,1.7615E+03,5.6472E+02,5.6515E+02,8.7573E+02,2.9900E+02,3.7768E+02,1.8330E+01,2.2004E+01,1.1308E+02,9.6918E+01,1.4397E+02,2.4250E+01,2.9027E+01,4.8928E+00,,,,,,
15,5.0076E+04,0.0000E+00,3.7945E+04,9.5270E+03,2.6037E+03,0.0000E+00,7.1861E+03,1.2170E+04,1.8589E+04,1.8707E+03,2.0386E+03,3.1731E+03,1.0792E+03,1.3655E+03,4.8898E+02,4.7789E+02,7.3035E+02,2.3538E+02,2.9578E+02,1.3371E+01,1.6009E+01,9.7799E+01,8.1926E+01,1.2009E+02,1.9118E+01,2.2765E+01,4.2318E+00,,,,,,
20,2.3803E+04,0.0000E+00,1.8163E+04,4.4154E+03,1.2252E+03,0.0000E+00,4.3133E+03,5.7723E+03,8.0771E+03,1.0492E+03,1.0135E+03,1.4856E+03,3.8740E+02,4.7970E+02,2.7056E+02,2.3801E+02,3.4392E+02,8.7692E+01,1.0779E+02,3.6831E+00,4.3608E+00,5.3912E+01,4.0779E+01,5.6629E+01,7.1613E+00,8.3420E+00,2.3330E+00,,,,,,
30,8.1096E+03,0.0000E+00,6.2187E+03,1.4745E+03,4.1648E+02,0.0000E+00,1.9348E+03,1.8726E+03,2.4112E+03,4.4608E+02,3.5645E+02,4.8025E+02,8.7256E+01,1.0444E+02,1.1356E+02,8.4269E+01,1.1230E+02,2.0580E+01,2.4444E+01,5.7545E-01,6.6952E-01,2.2554E+01,1.4448E+01,1.8510E+01,1.6913E+00,1.9038E+00,9.7597E-01,,,,,,
40,3.7244E+03,0.0000E+00,2.8611E+03,6.7151E+02,1.9180E+02,0.0000E+00,1.0492E+03,8.2000E+02,9.9181E+02,2.3641E+02,1.6370E+02,2.0755E+02,2.9487E+01,3.4363E+01,5.9852E+01,3.8945E+01,4.8896E+01,7.1192E+00,8.2317E+00,1.5108E-01,1.7106E-01,1.1873E+01,6.7452E+00,8.0705E+00,5.8722E-01,6.4347E-01,5.1363E-01,,,,,,
50,2.0241E+03,0.0000E+00,1.5562E+03,3.6330E+02,1.0454E+02,0.0000E+00,6.3878E+02,4.2614E+02,4.9133E+02,1.4222E+02,8.7951E+01,1.0624E+02,1.2565E+01,1.4320E+01,3.5905E+01,2.1031E+01,2.5172E+01,3.0798E+00,3.4829E+00,5.2923E-02,5.9398E-02,7.1200E+00,3.6462E+00,4.1591E+00,2.5468E-01,2.7292E-01,3.0789E-01,,,,,,
60,1.2258E+03,0.0000E+00,9.4288E+02,2.1940E+02,6.3503E+01,0.0000E+00,4.2025E+02,2.4795E+02,2.7467E+02,9.2960E+01,5.2432E+01,6.0825E+01,6.2260E+00,6.9618E+00,2.3434E+01,1.2589E+01,1.4474E+01,1.5423E+00,1.7115E+00,2.2453E-02,2.4927E-02,4.6645E+00,2.1842E+00,2.3935E+00,1.2777E-01,1.3435E-01,2.0086E-01,,,,,,
78.577,5.8131E+02,0.0000E+00,4.4734E+02,1.0373E+02,3.0240E+01,0.0000E+00,2.2186E+02,1.1039E+02,1.1509E+02,4.8794E+01,2.4086E+01,2.6275E+01,2.1952E+00,2.3842E+00,1.2284E+01,5.8152E+00,6.2894E+00,5.5084E-01,5.9394E-01,6.3438E-03,6.9194E-03,2.4441E+00,1.0101E+00,1.0412E+00,4.5741E-02,4.6725E-02,1.0524E-01,,,,,,
79.206,2.8017E+03,2.2331E+03,4.3755E+02,1.0146E+02,2.9582E+01,2.2331E+03,2.1763E+02,1.0777E+02,1.1215E+02,4.7860E+01,2.3534E+01,2.5626E+01,2.1285E+00,2.3097E+00,1.2049E+01,5.6829E+00,6.1349E+00,5.3427E-01,5.7560E-01,6.1117E-03,6.6628E-03,2.3973E+00,9.8715E-01,1.0157E+00,4.4369E-02,4.5284E-02,1.0322E-01,,,,,,
80,2.7029E+03,2.1498E+03,4.2561E+02,9.8681E+01,2.8779E+01,2.1498E+03,2.1245E+02,1.0458E+02,1.0858E+02,4.6717E+01,2.2861E+01,2.4836E+01,2.0479E+00,2.2199E+00,1.1760E+01,5.5214E+00,5.9469E+00,5.1429E-01,5.5346E-01,5.8334E-03,6.3555E-03,2.3399E+00,9.5915E-01,9.8459E-01,4.2711E-02,4.3545E-02,1.0075E-01,,,,,,
100,1.5209E+03,1.2233E+03,2.2905E+02,5.3006E+01,1.5537E+01,1.2233E+03,1.2318E+02,5.3306E+01,5.2566E+01,2.7039E+01,1.1909E+01,1.2278E+01,8.6486E-01,9.1502E-01,6.8038E+00,2.8882E+00,2.9524E+00,2.1905E-01,2.3018E-01,2.0655E-03,2.2196E-03,1.3534E+00,5.0214E-01,4.8920E-01,1.8222E-02,1.8137E-02,5.8275E-02,,,,,,
150,5.1882E+02,4.2229E+02,7.4307E+01,1.7158E+01,5.0675E+00,4.2229E+02,4.4561E+01,1.5686E+01,1.4060E+01,9.7863E+00,3.6167E+00,3.3846E+00,1.8355E-01,1.8641E-01,2.4628E+00,8.8262E-01,8.1901E-01,4.7071E-02,4.7244E-02,3.2531E-04,3.4123E-04,4.8979E-01,1.5365E-01,1.3588E-01,3.9234E-03,3.7503E-03,2.1090E-02,,,,,,
200,2.4002E+02,1.9632E+02,3.3643E+01,7.7604E+00,2.3021E+00,1.9632E+02,2.1413E+01,6.6526E+00,5.5771E+00,4.7113E+00,1.5603E+00,1.3643E+00,6.2501E-02,6.2062E-02,1.1863E+00,3.8211E-01,3.3134E-01,1.6137E-02,1.5838E-02,9.0635E-05,9.3971E-05,2.3589E-01,6.6571E-02,5.5000E-02,1.3461E-03,1.2587E-03,1.0157E-02,,,,,,
300,8.2144E+01,6.7482E+01,1.1286E+01,2.6006E+00,7.7490E-01,6.7482E+01,7.6553E+00,2.0531E+00,1.5781E+00,1.6893E+00,4.9013E-01,3.9237E-01,1.4543E-02,1.4239E-02,4.2557E-01,1.2061E-01,9.5455E-02,3.7816E-03,3.6570E-03,1.6532E-05,1.7167E-05,8.4642E-02,2.1009E-02,1.5886E-02,3.1558E-04,2.9117E-04,3.6452E-03,,,,,,
400,3.9450E+01,3.2492E+01,5.3565E+00,1.2330E+00,3.6830E-01,3.2492E+01,3.7586E+00,9.2385E-01,6.7414E-01,8.3077E-01,2.2252E-01,1.6894E-01,5.4401E-03,5.3717E-03,2.0936E-01,5.4876E-02,4.1173E-02,1.4195E-03,1.3831E-03,5.2877E-06,5.6225E-06,4.1641E-02,9.5617E-03,6.8543E-03,1.1851E-04,1.1032E-04,1.7939E-03,,,,,,
500,2.2874E+01,1.8877E+01,3.0771E+00,7.0763E-01,2.1167E-01,1.8877E+01,2.2054E+00,5.1094E-01,3.6075E-01,4.8785E-01,1.2370E-01,9.0798E-02,2.6339E-03,2.6503E-03,1.2296E-01,3.0547E-02,2.2148E-02,6.8831E-04,6.8429E-04,2.2945E-06,2.4981E-06,2.4458E-02,5.3228E-03,3.6882E-03,5.7514E-05,5.4570E-05,1.0540E-03,,,,,,
600,1.4925E+01,1.2339E+01,1.9922E+00,4.5771E-01,1.3703E-01,1.2339E+01,1.4487E+00,3.2146E-01,2.2204E-01,3.2057E-01,7.8070E-02,5.6033E-02,1.4967E-03,1.5416E-03,8.0800E-02,1.9297E-02,1.3670E-02,3.9195E-04,3.9893E-04,1.1873E-06,1.3540E-06,1.6072E-02,3.3630E-03,2.2772E-03,3.2739E-05,3.1807E-05,6.9297E-04,,,,,,
800,7.8932E+00,6.5421E+00,1.0408E+00,2.3872E-01,7.1550E-02,6.5421E+00,7.7065E-01,1.6154E-01,1.0863E-01,1.7055E-01,3.9368E-02,2.7445E-02,6.5719E-04,6.9663E-04,4.2983E-02,9.7398E-03,6.7096E-03,1.7200E-04,1.8155E-04,4.7397E-07,5.6400E-07,8.5495E-03,1.6977E-03,1.1178E-03,1.4342E-05,1.4572E-05,3.6917E-04,,,,,,
1000,4.9668E+00,4.1244E+00,6.4916E-01,1.4870E-01,4.4594E-02,4.1244E+00,4.8575E-01,9.8319E-02,6.5085E-02,1.0745E-01,2.4044E-02,1.6448E-02,3.6067E-04,4.0191E-04,2.7082E-02,5.9443E-03,4.0249E-03,9.4575E-05,1.0478E-04,2.3688E-07,3.1127E-07,5.3867E-03,1.0359E-03,6.7068E-04,7.9076E-06,8.3912E-06,2.3309E-04,,,,,,
1500,2.2849E+00,1.9022E+00,2.9496E-01,6.7434E-02,2.0233E-02,1.9022E+00,2.2326E-01,4.3556E-02,2.8147E-02,4.9337E-02,1.0668E-02,7.1232E-03,1.4185E-04,1.6369E-04,1.2434E-02,2.6397E-03,1.7418E-03,3.6414E-05,4.3066E-05,8.7917E-08,1.1800E-07,2.4731E-03,4.6003E-04,2.9035E-04,3.0515E-06,3.4877E-06,1.0797E-04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,3.6,5.4,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
