PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,5d3/2,5d5/2,6s1/2,,,,,,
2.4792,8.2035E+05,0.0000E+00,0.0000E+00,6.6357E+05,1.5679E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.8813E+04,1.1804E+05,2.0593E+05,2.9078E+05,1.1278E+04,1.3933E+04,2.9499E+04,2.9814E+04,4.1833E+04,9.0538E+03,1.1368E+04,2.1397E+03,2.1494E+03,4.2521E+03,5.3724E+02,7.2594E+02,2.0226E+02,,,,,,
2.6832,6.8269E+05,0.0000E+00,0.0000E+00,5.5165E+05,1.3104E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.3804E+04,1.0373E+05,1.6783E+05,2.3629E+05,9.9245E+03,1.2290E+04,2.5578E+04,2.4718E+04,3.4543E+04,6.8052E+03,8.5315E+03,1.8689E+03,1.8824E+03,3.6720E+03,4.4569E+02,6.0020E+02,1.7582E+02,,,,,,
2.7047,6.9900E+05,0.0000E+00,0.0000E+00,5.7033E+05,1.2867E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.8993E+04,4.3449E+04,1.0233E+05,1.6426E+05,2.3130E+05,9.7960E+03,1.2133E+04,2.5209E+04,2.4248E+04,3.3873E+04,6.6107E+03,8.2862E+03,1.8434E+03,1.8570E+03,3.6176E+03,4.3725E+02,5.8352E+02,1.7334E+02,,,,,,
3,5.4950E+05,0.0000E+00,0.0000E+00,4.4810E+05,1.0140E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.5856E+04,3.7995E+04,8.5591E+04,1.2453E+05,1.7413E+05,8.2517E+03,1.0226E+04,2.0796E+04,1.8813E+04,2.6140E+04,4.5185E+03,5.6522E+03,1.5402E+03,1.5532E+03,2.9716E+03,3.3970E+02,4.5107E+02,1.4403E+02,,,,,,
4,2.7460E+05,0.0000E+00,0.0000E+00,2.2302E+05,5.1574E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7028E+04,2.4863E+04,5.1427E+04,5.4575E+04,7.5128E+04,5.0402E+03,6.1636E+03,1.1855E+04,8.9134E+03,1.2206E+04,1.5193E+03,1.8892E+03,9.2384E+02,9.2128E+02,1.6795E+03,1.6323E+02,2.1189E+02,8.7524E+01,,,,,,
5,1.5786E+05,0.0000E+00,0.0000E+00,1.2774E+05,3.0119E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.2034E+04,1.6951E+04,3.3065E+04,2.7813E+04,3.7875E+04,3.3836E+03,4.0378E+03,7.4589E+03,4.8009E+03,6.4989E+03,6.3190E+02,7.8202E+02,6.1400E+02,5.9868E+02,1.0525E+03,8.8375E+01,1.1341E+02,5.8150E+01,,,,,,
6,9.9631E+04,0.0000E+00,0.0000E+00,8.0369E+04,1.9262E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.8811E+03,1.2049E+04,2.2490E+04,1.5725E+04,2.1224E+04,2.4212E+03,2.8058E+03,5.0213E+03,2.8284E+03,3.7921E+03,3.0273E+02,3.7310E+02,4.3646E+02,4.1411E+02,7.0712E+02,5.2283E+01,6.6449E+01,4.1333E+01,,,,,,
8,4.7633E+04,0.0000E+00,0.0000E+00,3.8233E+04,9.4001E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.3460E+03,6.7031E+03,1.1778E+04,6.1851E+03,8.2208E+03,1.4061E+03,1.5308E+03,2.6090E+03,1.1788E+03,1.5555E+03,9.1624E+01,1.1214E+02,2.5141E+02,2.2479E+02,3.6678E+02,2.1925E+01,2.7426E+01,2.3810E+01,,,,,,
9.869,2.7585E+04,0.0000E+00,0.0000E+00,2.2064E+04,5.5210E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.6223E+03,4.2336E+03,7.1400E+03,3.0551E+03,4.0133E+03,9.3518E+02,9.6052E+02,1.5807E+03,6.0408E+02,7.8749E+02,3.7308E+01,4.5401E+01,1.6644E+02,1.4073E+02,2.2215E+02,1.1283E+01,1.3943E+01,1.5765E+01,,,,,,
9.948,7.0915E+04,0.0000E+00,4.3900E+04,2.1606E+04,5.4098E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.3900E+04,3.5681E+03,4.1584E+03,7.0021E+03,2.9731E+03,3.9039E+03,9.2063E+02,9.4329E+02,1.5503E+03,5.8865E+02,7.6702E+02,3.6040E+01,4.3848E+01,1.6382E+02,1.3819E+02,2.1788E+02,1.0997E+01,1.3583E+01,1.5518E+01,,,,,,
10,7.0153E+04,0.0000E+00,4.3503E+04,2.1311E+04,5.3383E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.3503E+04,3.5330E+03,4.1099E+03,6.9133E+03,2.9207E+03,3.8340E+03,9.1123E+02,9.3217E+02,1.5308E+03,5.7877E+02,7.5390E+02,3.5234E+01,4.2861E+01,1.6213E+02,1.3656E+02,2.1512E+02,1.0813E+01,1.3352E+01,1.5358E+01,,,,,,
11.153,5.2393E+04,0.0000E+00,3.2379E+04,1.5977E+04,4.0369E+03,0.0000E+00,0.0000E+00,0.0000E+00,3.2379E+04,2.8673E+03,3.2040E+03,5.2794E+03,2.0079E+03,2.6182E+03,7.3422E+02,7.2550E+02,1.1700E+03,4.0477E+02,5.2377E+02,2.1888E+01,2.6540E+01,1.3038E+02,1.0620E+02,1.6444E+02,7.5782E+00,9.2951E+00,1.2351E+01,,,,,,
11.242,7.0883E+04,0.0000E+00,5.1285E+04,1.5643E+04,3.9550E+03,0.0000E+00,0.0000E+00,1.9578E+04,3.1707E+04,2.8236E+03,3.1452E+03,5.1753E+03,1.9532E+03,2.5457E+03,7.2264E+02,7.1218E+02,1.1470E+03,3.9423E+02,5.0987E+02,2.1134E+01,2.5620E+01,1.2830E+02,1.0424E+02,1.6121E+02,7.3819E+00,9.0500E+00,1.2155E+01,,,,,,
11.648,6.4936E+04,0.0000E+00,4.7088E+04,1.4238E+04,3.6095E+03,0.0000E+00,0.0000E+00,1.8191E+04,2.8897E+04,2.6367E+03,2.8952E+03,4.7338E+03,1.7266E+03,2.2458E+03,6.7314E+02,6.5555E+02,1.0495E+03,3.5038E+02,4.5216E+02,1.8073E+01,2.1888E+01,1.1945E+02,9.5934E+01,1.4752E+02,6.5651E+00,8.0310E+00,1.1316E+01,,,,,,
11.741,7.3526E+04,0.0000E+00,5.6049E+04,1.3940E+04,3.5361E+03,0.0000E+00,9.9845E+03,1.7765E+04,2.8300E+04,2.5963E+03,2.8416E+03,4.6395E+03,1.6794E+03,2.1833E+03,6.6248E+02,6.4341E+02,1.0287E+03,3.4120E+02,4.4009E+02,1.7448E+01,2.1127E+01,1.1754E+02,9.4153E+01,1.4460E+02,6.3939E+00,7.8177E+00,1.1135E+01,,,,,,
15,3.9398E+04,0.0000E+00,3.0272E+04,7.2536E+03,1.8725E+03,0.0000E+00,6.5667E+03,9.4720E+03,1.4233E+04,1.5989E+03,1.5782E+03,2.4637E+03,7.0740E+02,9.0533E+02,4.0274E+02,3.5749E+02,5.4867E+02,1.4855E+02,1.8858E+02,5.8451E+00,7.0222E+00,7.1211E+01,5.2277E+01,7.7193E+01,2.7955E+00,3.3641E+00,6.7478E+00,,,,,,
20,1.8411E+04,0.0000E+00,1.4192E+04,3.3407E+03,8.7797E+02,0.0000E+00,3.7876E+03,4.2790E+03,6.1254E+03,8.8476E+02,7.6315E+02,1.1316E+03,2.4893E+02,3.1231E+02,2.2041E+02,1.7352E+02,2.5361E+02,5.3983E+01,6.7153E+01,1.5692E+00,1.8488E+00,3.8862E+01,2.5375E+01,3.5743E+01,1.0203E+00,1.2031E+00,3.6832E+00,,,,,,
30,6.1910E+03,0.0000E+00,4.7885E+03,1.1056E+03,2.9690E+02,0.0000E+00,1.6529E+03,1.3483E+03,1.7873E+03,3.6933E+02,2.5882E+02,3.5659E+02,5.4543E+01,6.6308E+01,9.1084E+01,5.9324E+01,8.0730E+01,1.2265E+01,1.4780E+01,2.3890E-01,2.7680E-01,1.6022E+01,8.7740E+00,1.1383E+01,2.3296E-01,2.6613E-01,1.5184E+00,,,,,,
40,2.8191E+03,0.0000E+00,2.1828E+03,5.0021E+02,1.3611E+02,0.0000E+00,8.7986E+02,5.7774E+02,7.2516E+02,1.9322E+02,1.1601E+02,1.5144E+02,1.8087E+01,2.1444E+01,4.7458E+01,2.6767E+01,3.4540E+01,4.1517E+00,4.8790E+00,6.1426E-02,7.0197E-02,8.3863E+00,3.9637E+00,4.8764E+00,7.9087E-02,8.8109E-02,7.9031E-01,,,,,,
50,1.5228E+03,0.0000E+00,1.1797E+03,2.6923E+02,7.3903E+01,0.0000E+00,5.2837E+02,2.9572E+02,3.5557E+02,1.1507E+02,6.1214E+01,7.6529E+01,7.6001E+00,8.8240E+00,2.8207E+01,1.4195E+01,1.7548E+01,1.7674E+00,2.0343E+00,2.1235E-02,2.3979E-02,4.9821E+00,2.1039E+00,2.4797E+00,3.3736E-02,3.6807E-02,4.6947E-01,,,,,,
60,9.1788E+02,0.0000E+00,7.1124E+02,1.6192E+02,4.4728E+01,0.0000E+00,3.4403E+02,1.7001E+02,1.9720E+02,7.4593E+01,3.5980E+01,4.3371E+01,3.7255E+00,4.2483E+00,1.8268E+01,8.3758E+00,9.9851E+00,8.7411E-01,9.8840E-01,8.9041E-03,9.9503E-03,3.2256E+00,1.2423E+00,1.4120E+00,1.6709E-02,1.7908E-02,3.0394E-01,,,,,,
67.521,6.6051E+02,0.0000E+00,5.1187E+02,1.1637E+02,3.2268E+01,0.0000E+00,2.5914E+02,1.1850E+02,1.3423E+02,5.6077E+01,2.5410E+01,2.9900E+01,2.3454E+00,2.6429E+00,1.3727E+01,5.9291E+00,6.9004E+00,5.5311E-01,6.1812E-01,5.0837E-03,5.6424E-03,2.4235E+00,8.7980E-01,9.7622E-01,1.0583E-02,1.1207E-02,2.2835E-01,,,,,,
68.062,3.3265E+03,2.6806E+03,5.0060E+02,1.1380E+02,3.1563E+01,2.6806E+03,2.5418E+02,1.1564E+02,1.3078E+02,5.4999E+01,2.4817E+01,2.9155E+01,2.2732E+00,2.5594E+00,1.3463E+01,5.7920E+00,6.7296E+00,5.3624E-01,5.9881E-01,4.8948E-03,5.4301E-03,2.3768E+00,8.5946E-01,9.5208E-01,1.0261E-02,1.0858E-02,2.2396E-01,,,,,,
80,2.1710E+03,1.7598E+03,3.1868E+02,7.2343E+01,2.0159E+01,1.7598E+03,1.7124E+02,7.0413E+01,7.7024E+01,3.7001E+01,1.5358E+01,1.7443E+01,1.2059E+00,1.3354E+00,9.0543E+00,3.5951E+00,4.0386E+00,2.8623E-01,3.1446E-01,2.2760E-03,2.5001E-03,1.5983E+00,5.3376E-01,5.7167E-01,5.4829E-03,5.7070E-03,1.5060E-01,,,,,,
100,1.2084E+03,9.8837E+02,1.7055E+02,3.8656E+01,1.0834E+01,9.8837E+02,9.8179E+01,3.5414E+01,3.6958E+01,2.1202E+01,7.8773E+00,8.5292E+00,5.0341E-01,5.4479E-01,5.1876E+00,1.8509E+00,1.9823E+00,1.2036E-01,1.2931E-01,7.9681E-04,8.6321E-04,9.1555E-01,2.7500E-01,2.8079E-01,2.3088E-03,2.3491E-03,8.6268E-02,,,,,,
150,4.0449E+02,3.3383E+02,5.4766E+01,1.2392E+01,3.5032E+00,3.3383E+02,3.4837E+01,1.0189E+01,9.7405E+00,7.5372E+00,2.3313E+00,2.3094E+00,1.0487E-01,1.0921E-01,1.8452E+00,5.5087E-01,5.3982E-01,2.5357E-02,2.6060E-02,1.2299E-04,1.3033E-04,3.2557E-01,8.1937E-02,7.6539E-02,4.8683E-04,4.7693E-04,3.0678E-02,,,,,,
200,1.8507E+02,1.5330E+02,2.4618E+01,5.5663E+00,1.5812E+00,1.5330E+02,1.6528E+01,4.2602E+00,3.8298E+00,3.5841E+00,9.8963E-01,9.2107E-01,3.5395E-02,3.6106E-02,8.7807E-01,2.3482E-01,2.1557E-01,8.6077E-03,8.6650E-03,3.4152E-05,3.5813E-05,1.5490E-01,3.4914E-02,3.0638E-02,1.6534E-04,1.5875E-04,1.4597E-02,,,,,,
300,6.2497E+01,5.1949E+01,8.1748E+00,1.8469E+00,5.2723E-01,5.1949E+01,5.8114E+00,1.2911E+00,1.0722E+00,1.2643E+00,3.0468E-01,2.6164E-01,8.1096E-03,8.1883E-03,3.0984E-01,7.2550E-02,6.1426E-02,1.9842E-03,1.9753E-03,6.1032E-06,6.4329E-06,5.4685E-02,1.0792E-02,8.7361E-03,3.8119E-05,3.6261E-05,5.1542E-03,,,,,,
400,2.9754E+01,2.4781E+01,3.8540E+00,8.7011E-01,2.4904E-01,2.4781E+01,2.8235E+00,5.7476E-01,4.5576E-01,6.1534E-01,1.3669E-01,1.1200E-01,3.0099E-03,3.0759E-03,1.5085E-01,3.2611E-02,2.6329E-02,7.3844E-04,7.4409E-04,1.9347E-06,2.0862E-06,2.6626E-02,4.8523E-03,3.7462E-03,1.4195E-05,1.3674E-05,2.5105E-03,,,,,,
500,1.7149E+01,1.4305E+01,2.2041E+00,4.9723E-01,1.4254E-01,1.4305E+01,1.6451E+00,3.1558E-01,2.4333E-01,3.5885E-01,7.5386E-02,6.0030E-02,1.4495E-03,1.5149E-03,8.7992E-02,1.8005E-02,1.4121E-02,3.5628E-04,3.6746E-04,8.3092E-07,9.3142E-07,1.5531E-02,2.6798E-03,2.0098E-03,6.8501E-06,6.7526E-06,1.4651E-03,,,,,,
600,1.1144E+01,9.3086E+00,1.4227E+00,3.2073E-01,9.2039E-02,9.3086E+00,1.0756E+00,1.9752E-01,1.4965E-01,2.3471E-01,4.7314E-02,3.7010E-02,8.2049E-04,8.7714E-04,5.7554E-02,1.1310E-02,8.7098E-03,2.0225E-04,2.1361E-04,4.3355E-07,5.0558E-07,1.0159E-02,1.6833E-03,1.2397E-03,3.8828E-06,3.9351E-06,9.5888E-04,,,,,,
800,5.8661E+00,4.9104E+00,7.4097E-01,1.6679E-01,4.7928E-02,4.9104E+00,5.6912E-01,9.8587E-02,7.3270E-02,1.2418E-01,2.3716E-02,1.8129E-02,3.5811E-04,3.9941E-04,3.0457E-02,5.6696E-03,4.2753E-03,8.7981E-05,9.7501E-05,1.6944E-07,2.1252E-07,5.3761E-03,8.4366E-04,6.0874E-04,1.6927E-06,1.8057E-06,5.0830E-04,,,,,,
1000,3.6845E+00,3.0891E+00,4.6168E-01,1.0381E-01,2.9848E-02,3.0891E+00,3.5795E-01,5.9744E-02,4.3980E-02,7.8091E-02,1.4401E-02,1.0894E-02,1.9724E-04,2.2792E-04,1.9151E-02,3.4425E-03,2.5685E-03,4.8399E-05,5.6184E-05,8.4750E-08,1.1411E-07,3.3804E-03,5.1239E-04,3.6588E-04,9.3007E-07,1.0434E-06,3.2042E-04,,,,,,
1500,1.6956E+00,1.4249E+00,2.0999E-01,4.7127E-02,1.3561E-02,1.4249E+00,1.6455E-01,2.6313E-02,1.9121E-02,3.5868E-02,6.3569E-03,4.7307E-03,7.5056E-05,9.5947E-05,8.7946E-03,1.5200E-03,1.1166E-03,1.8529E-05,2.3235E-05,2.9910E-08,4.3707E-08,1.5526E-03,2.2622E-04,1.5928E-04,3.5861E-07,4.3923E-07,1.4870E-04,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,6,8,2,2,4,1.2,1.8,2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
