PhotonEnergy[keV],TotalCrossSection[barn/atom],K-shell,L-shell,M-shell,All Other,1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2,,,,,,,,
1,7.1361E+05,0.0000E+00,0.0000E+00,0.0000E+00,7.1361E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.8564E+04,4.2618E+04,1.0403E+05,1.3951E+05,2.0474E+05,6.8146E+04,8.6791E+04,7.5215E+03,6.5984E+03,1.4462E+04,6.1588E+02,,,,,,,,
1.3537,3.9645E+05,0.0000E+00,0.0000E+00,0.0000E+00,3.9645E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.5252E+04,2.9634E+04,6.7015E+04,8.1053E+04,1.1707E+05,2.5640E+04,3.2508E+04,4.6510E+03,4.2995E+03,8.9558E+03,3.7185E+02,,,,,,,,
1.3646,7.5901E+05,0.0000E+00,0.0000E+00,3.6889E+05,3.9013E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.6889E+05,2.4957E+04,2.9323E+04,6.6194E+04,7.9791E+04,1.1520E+05,2.4966E+04,3.1649E+04,4.5911E+03,4.2487E+03,8.8388E+03,3.6686E+02,,,,,,,,
1.3938,1.2463E+06,0.0000E+00,0.0000E+00,8.7258E+05,3.7374E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,8.7258E+05,2.4184E+04,2.8503E+04,6.4047E+04,7.6504E+04,1.1034E+05,2.3253E+04,2.9467E+04,4.4354E+03,4.1160E+03,8.5336E+03,3.5389E+02,,,,,,,,
1.405,1.4793E+06,0.0000E+00,0.0000E+00,1.1115E+06,3.6774E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.2894E+05,8.8257E+05,2.3898E+04,2.8198E+04,6.3254E+04,7.5294E+04,1.0856E+05,2.2637E+04,2.8684E+04,4.3781E+03,4.0669E+03,8.4212E+03,3.4913E+02,,,,,,,,
1.5,1.5987E+06,0.0000E+00,0.0000E+00,1.2770E+06,3.2164E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.2260E+05,7.5443E+05,2.1656E+04,2.5769E+04,5.7014E+04,6.5902E+04,9.4730E+04,1.8137E+04,2.2959E+04,3.9329E+03,3.6817E+03,7.5454E+03,3.1231E+02,,,,,,,,
1.7268,1.1262E+06,0.0000E+00,0.0000E+00,8.8664E+05,2.3959E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.6385E+05,5.2279E+05,1.7433E+04,2.1028E+04,4.5216E+04,4.8782E+04,6.9671E+04,1.1148E+04,1.4081E+04,3.1120E+03,2.9513E+03,5.9195E+03,2.4478E+02,,,,,,,,
1.7406,1.2793E+06,0.0000E+00,0.0000E+00,1.0437E+06,2.3556E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.7506E+05,3.5655E+05,5.1213E+05,1.7216E+04,2.0778E+04,4.4611E+04,4.7931E+04,6.8432E+04,1.0840E+04,1.3691E+04,3.0706E+03,2.9137E+03,5.8372E+03,2.4139E+02,,,,,,,,
1.9089,1.0290E+06,0.0000E+00,0.0000E+00,8.3569E+05,1.9328E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.5139E+05,2.8154E+05,4.0276E+05,1.4864E+04,1.8045E+04,3.8076E+04,3.8942E+04,5.5370E+04,7.8222E+03,9.8645E+03,2.6269E+03,2.5068E+03,4.9536E+03,2.0521E+02,,,,,,,,
1.9241,1.0730E+06,0.0000E+00,0.0000E+00,8.8306E+05,1.8997E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,6.3092E+04,1.4977E+05,2.7579E+05,3.9440E+05,1.4675E+04,1.7823E+04,3.7551E+04,3.8235E+04,5.4348E+04,7.6027E+03,9.5866E+03,2.5915E+03,2.4739E+03,4.8830E+03,2.0235E+02,,,,,,,,
2,9.8077E+05,0.0000E+00,0.0000E+00,8.0611E+05,1.7467E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.9001E+04,1.4156E+05,2.4944E+05,3.5611E+05,1.3788E+04,1.6772E+04,3.5088E+04,3.4962E+04,4.9611E+04,6.6193E+03,8.3413E+03,2.4258E+03,2.3197E+03,4.5528E+03,1.8901E+02,,,,,,,,
2.1012,8.7974E+05,0.0000E+00,0.0000E+00,7.2297E+05,1.5677E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,5.6516E+04,1.3092E+05,2.2081E+05,3.1473E+05,1.2722E+04,1.5496E+04,3.2140E+04,3.1129E+04,4.4076E+04,5.5382E+03,6.9738E+03,2.2286E+03,2.1343E+03,4.1593E+03,1.7314E+02,,,,,,,,
2.118,9.0187E+05,0.0000E+00,0.0000E+00,7.4783E+05,1.5404E+05,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,3.8154E+04,5.6032E+04,1.2923E+05,2.1621E+05,3.0820E+05,1.2557E+04,1.5297E+04,3.1684E+04,3.0544E+04,4.3234E+04,5.3806E+03,6.7742E+03,2.1981E+03,2.1056E+03,4.0986E+03,1.7069E+02,,,,,,,,
3,3.9881E+05,0.0000E+00,0.0000E+00,3.2870E+05,7.0106E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,2.3590E+04,3.4403E+04,7.2140E+04,8.2690E+04,1.1588E+05,6.9597E+03,8.4051E+03,1.6441E+04,1.2730E+04,1.7753E+04,1.4668E+03,1.8364E+03,1.1898E+03,1.1321E+03,2.0996E+03,9.3618E+01,,,,,,,,
4,1.9690E+05,0.0000E+00,0.0000E+00,1.6130E+05,3.5596E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.5189E+04,2.1159E+04,4.1438E+04,3.5029E+04,4.8486E+04,4.1683E+03,4.8812E+03,9.1453E+03,5.7884E+03,7.9733E+03,4.7602E+02,5.9316E+02,7.0330E+02,6.5049E+02,1.1612E+03,5.5327E+01,,,,,,,,
5,1.1239E+05,0.0000E+00,0.0000E+00,9.1642E+04,2.0744E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,1.0451E+04,1.3840E+04,2.5967E+04,1.7453E+04,2.3932E+04,2.7636E+03,3.1146E+03,5.6520E+03,3.0282E+03,4.1302E+03,1.9164E+02,2.3590E+02,4.6275E+02,4.1279E+02,7.1583E+02,3.6410E+01,,,,,,,,
6,7.0582E+04,0.0000E+00,0.0000E+00,5.7340E+04,1.3242E+04,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,7.5810E+03,9.5410E+03,1.7333E+04,9.6959E+03,1.3189E+04,1.9602E+03,2.1208E+03,3.7517E+03,1.7438E+03,2.3587E+03,8.9935E+01,1.1029E+02,3.2653E+02,2.8016E+02,4.7457E+02,2.5698E+01,,,,,,,,
8,3.3504E+04,0.0000E+00,0.0000E+00,2.7067E+04,6.4365E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.4618E+03,5.0914E+03,8.8248E+03,3.7093E+03,4.9798E+03,1.1243E+03,1.1211E+03,1.9061E+03,7.0157E+02,9.3590E+02,2.6292E+01,3.2033E+01,1.8608E+02,1.4759E+02,2.4094E+02,1.4651E+01,,,,,,,,
8.0534,3.2926E+04,0.0000E+00,0.0000E+00,2.6597E+04,6.3289E+03,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,4.4058E+03,5.0153E+03,8.6833E+03,3.6262E+03,4.8666E+03,1.1097E+03,1.1042E+03,1.8756E+03,6.8657E+02,9.1559E+02,2.5542E+01,3.1114E+01,1.8365E+02,1.4536E+02,2.3709E+02,1.4459E+01,,,,,,,,
8.1179,8.7330E+04,0.0000E+00,5.5083E+04,2.6045E+04,6.2022E+03,0.0000E+00,0.0000E+00,0.0000E+00,5.5083E+04,4.3396E+03,4.9255E+03,8.5164E+03,3.5290E+03,4.7341E+03,1.0924E+03,1.0842E+03,1.8397E+03,6.6899E+02,8.9179E+02,2.4670E+01,3.0046E+01,1.8076E+02,1.4272E+02,2.3255E+02,1.4233E+01,,,,,,,,
8.9201,6.8343E+04,0.0000E+00,4.3155E+04,2.0310E+04,4.8793E+03,0.0000E+00,0.0000E+00,0.0000E+00,4.3155E+04,3.6250E+03,3.9649E+03,6.7587E+03,2.5528E+03,3.4083E+03,9.0688E+02,8.7205E+02,1.4607E+03,4.9105E+02,6.5145E+02,1.6323E+01,1.9834E+01,1.4981E+02,1.1472E+02,1.8465E+02,1.1797E+01,,,,,,,,
8.9915,9.1943E+04,0.0000E+00,6.7276E+04,1.9886E+04,4.7809E+03,0.0000E+00,0.0000E+00,2.5020E+04,4.2257E+04,3.5700E+03,3.8919E+03,6.6264E+03,2.4833E+03,3.3143E+03,8.9263E+02,8.5597E+02,1.4322E+03,4.7826E+02,6.3423E+02,1.5759E+01,1.9145E+01,1.4743E+02,1.1259E+02,1.8105E+02,1.1610E+01,,,,,,,,
9.3528,8.3416E+04,0.0000E+00,6.1177E+04,1.7916E+04,4.3224E+03,0.0000E+00,0.0000E+00,2.3019E+04,3.8158E+04,3.3092E+03,3.5490E+03,6.0066E+03,2.1662E+03,2.8856E+03,8.2526E+02,7.8042E+02,1.2987E+03,4.1959E+02,5.5528E+02,1.3241E+01,1.6069E+01,1.3622E+02,1.0263E+02,1.6419E+02,1.0728E+01,,,,,,,,
9.4277,9.4425E+04,0.0000E+00,7.2648E+04,1.7542E+04,4.2349E+03,0.0000E+00,1.2779E+04,2.2490E+04,3.7379E+04,3.2585E+03,3.4831E+03,5.8876E+03,2.1070E+03,2.8055E+03,8.1221E+02,7.6589E+02,1.2732E+03,4.0857E+02,5.4048E+02,1.2781E+01,1.5508E+01,1.3405E+02,1.0072E+02,1.6096E+02,1.0557E+01,,,,,,,,
10,8.1430E+04,0.0000E+00,6.2790E+04,1.5000E+04,3.6399E+03,0.0000E+00,1.1533E+04,1.9269E+04,3.1988E+04,2.9047E+03,3.0298E+03,5.0737E+03,1.7151E+03,2.2764E+03,7.2171E+02,6.6600E+02,1.0982E+03,3.3532E+02,4.4220E+02,9.8359E+00,1.1915E+01,1.1900E+02,8.7554E+01,1.3886E+02,9.3730E+00,,,,,,,,
15,2.8347E+04,0.0000E+00,2.2027E+04,5.0544E+03,1.2648E+03,0.0000E+00,5.5727E+03,6.4960E+03,9.9587E+03,1.2832E+03,1.1065E+03,1.7447E+03,4.0041E+02,5.1964E+02,3.1318E+02,2.4412E+02,3.8040E+02,8.2136E+01,1.0585E+02,1.5663E+00,1.8751E+00,5.1397E+01,3.2074E+01,4.8144E+01,4.0504E+00,,,,,,,,
20,1.3137E+04,0.0000E+00,1.0236E+04,2.3116E+03,5.8911E+02,0.0000E+00,3.1456E+03,2.8754E+03,4.2153E+03,6.9888E+02,5.1795E+02,7.8232E+02,1.3735E+02,1.7507E+02,1.6913E+02,1.1486E+02,1.7171E+02,2.8951E+01,3.6634E+01,4.1288E-01,4.8972E-01,2.7700E+01,1.5288E+01,2.1755E+01,2.1832E+00,,,,,,,,
30,4.3495E+03,0.0000E+00,3.3952E+03,7.5710E+02,1.9720E+02,0.0000E+00,1.3246E+03,8.7185E+02,1.1988E+03,2.8529E+02,1.6819E+02,2.3861E+02,2.9044E+01,3.5969E+01,6.8544E+01,3.7638E+01,5.2911E+01,6.3156E+00,7.7637E+00,6.0453E-02,7.0610E-02,1.1282E+01,5.0177E+00,6.7151E+00,8.8333E-01,,,,,,,,
40,1.9623E+03,0.0000E+00,1.5326E+03,3.3997E+02,8.9680E+01,0.0000E+00,6.8990E+02,3.6450E+02,4.7821E+02,1.4684E+02,7.3214E+01,9.9123E+01,9.4055E+00,1.1381E+01,3.5189E+01,1.6492E+01,2.2133E+01,2.0797E+00,2.4985E+00,1.5100E-02,1.7410E-02,5.7886E+00,2.2011E+00,2.8122E+00,4.5318E-01,,,,,,,,
50,1.0528E+03,0.0000E+00,8.2244E+02,1.8193E+02,4.8395E+01,0.0000E+00,4.0778E+02,1.8315E+02,2.3151E+02,8.6347E+01,3.7806E+01,4.9279E+01,3.8843E+00,4.6097E+00,2.0667E+01,8.5559E+00,1.1057E+01,8.6782E-01,1.0229E+00,5.1255E-03,5.8450E-03,3.3986E+00,1.1428E+00,1.4060E+00,2.6606E-01,,,,,,,,
55.655,7.7962E+02,0.0000E+00,6.0910E+02,1.3458E+02,3.5932E+01,0.0000E+00,3.1501E+02,1.3125E+02,1.6284E+02,6.6590E+01,2.7412E+01,3.5065E+01,2.5351E+00,2.9794E+00,1.5933E+01,6.2166E+00,7.8846E+00,5.6889E-01,6.6412E-01,3.0515E-03,3.4600E-03,2.6198E+00,8.3068E-01,1.0030E+00,2.0509E-01,,,,,,,,
56.101,4.1263E+03,3.3640E+03,5.9561E+02,1.3159E+02,3.5144E+01,3.3640E+03,3.0896E+02,1.2803E+02,1.5862E+02,6.5307E+01,2.6761E+01,3.4184E+01,2.4558E+00,2.8841E+00,1.5626E+01,6.0699E+00,7.6877E+00,5.5125E-01,6.4308E-01,2.9360E-03,3.3277E-03,2.5692E+00,8.1110E-01,9.7795E-01,2.0113E-01,,,,,,,,
60,3.4587E+03,2.8275E+03,4.9313E+02,1.0889E+02,2.9143E+01,2.8275E+03,2.6225E+02,1.0379E+02,1.2710E+02,5.5396E+01,2.1847E+01,2.7575E+01,1.8784E+00,2.1922E+00,1.3252E+01,4.9617E+00,6.2091E+00,4.2272E-01,4.9013E-01,2.1214E-03,2.3958E-03,2.1788E+00,6.6314E-01,7.9004E-01,1.7057E-01,,,,,,,,
80,1.6195E+03,1.3391E+03,2.1908E+02,4.8278E+01,1.3029E+01,1.3391E+03,1.2812E+02,4.2070E+01,4.8888E+01,2.7033E+01,9.0912E+00,1.0881E+01,5.9595E-01,6.7669E-01,6.4658E+00,2.0750E+00,2.4624E+00,1.3539E-01,1.5203E-01,5.3146E-04,5.9068E-04,1.0628E+00,2.7755E-01,3.1359E-01,8.3199E-02,,,,,,,,
100,8.8577E+02,7.3670E+02,1.1648E+02,2.5641E+01,6.9581E+00,7.3670E+02,7.2452E+01,2.0826E+01,2.3197E+01,1.5298E+01,4.5773E+00,5.2482E+00,2.4525E-01,2.7257E-01,3.6596E+00,1.0482E+00,1.1916E+00,5.6088E-02,6.1624E-02,1.8297E-04,2.0083E-04,6.0144E-01,1.4029E-01,1.5183E-01,4.7084E-02,,,,,,,,
150,2.9078E+02,2.4348E+02,3.6955E+01,8.1261E+00,2.2228E+00,2.4348E+02,2.5120E+01,5.8329E+00,6.0016E+00,5.3194E+00,1.3135E+00,1.3897E+00,4.9955E-02,5.3583E-02,1.2737E+00,3.0223E-01,3.1646E-01,1.1528E-02,1.2218E-02,2.7534E-05,2.9592E-05,2.0926E-01,4.0490E-02,4.0436E-02,1.6384E-02,,,,,,,,
200,1.3145E+02,1.1036E+02,1.6468E+01,3.6198E+00,9.9448E-01,1.1036E+02,1.1738E+01,2.3972E+00,2.3329E+00,2.4919E+00,5.4686E-01,5.4687E-01,1.6634E-02,1.7521E-02,5.9680E-01,1.2630E-01,1.2485E-01,3.8570E-03,4.0129E-03,7.5454E-06,8.0414E-06,9.8093E-02,1.6911E-02,1.5961E-02,7.6808E-03,,,,,,,,
300,4.3699E+01,3.6781E+01,5.4025E+00,1.1871E+00,3.2769E-01,3.6781E+01,4.0466E+00,7.1117E-01,6.4473E-01,8.6202E-01,1.6441E-01,1.5304E-01,3.7498E-03,3.9267E-03,2.0659E-01,3.8088E-02,3.5029E-02,8.7399E-04,9.0298E-04,1.3279E-06,1.4285E-06,3.3961E-02,5.1021E-03,4.4809E-03,2.6602E-03,,,,,,,,
400,2.0598E+01,1.7362E+01,2.5270E+00,5.5507E-01,1.5359E-01,1.7362E+01,1.9421E+00,3.1253E-01,2.7233E-01,4.1446E-01,7.2728E-02,6.5036E-02,1.3783E-03,1.4670E-03,9.9365E-02,1.6876E-02,1.4904E-02,3.2195E-04,3.3817E-04,4.1682E-07,4.6323E-07,1.6335E-02,2.2611E-03,1.9070E-03,1.2804E-03,,,,,,,,
500,1.1792E+01,9.9509E+00,1.4379E+00,3.1569E-01,8.7480E-02,9.9509E+00,1.1226E+00,1.7024E-01,1.4506E-01,2.3978E-01,3.9762E-02,3.4761E-02,6.6496E-04,7.1708E-04,5.7497E-02,9.2370E-03,7.9711E-03,1.5509E-04,1.6707E-04,1.8186E-07,2.0859E-07,9.4527E-03,1.2376E-03,1.0200E-03,7.4148E-04,,,,,,,,
600,7.6274E+00,6.4431E+00,9.2502E-01,2.0299E-01,5.6300E-02,6.4431E+00,7.2997E-01,1.0592E-01,8.9131E-02,1.5601E-01,2.4831E-02,2.1362E-02,3.7558E-04,4.1560E-04,3.7407E-02,5.7658E-03,4.9087E-03,8.7767E-05,9.6919E-05,9.4195E-08,1.1300E-07,6.1501E-03,7.7237E-04,6.2828E-04,4.8290E-04,,,,,,,,
800,3.9939E+00,3.3795E+00,4.7997E-01,1.0519E-01,2.9213E-02,3.3795E+00,3.8395E-01,5.2394E-02,4.3633E-02,8.2044E-02,1.2323E-02,1.0470E-02,1.6069E-04,1.9034E-04,1.9680E-02,2.8616E-03,2.4077E-03,3.7638E-05,4.4211E-05,3.5702E-08,4.6790E-08,3.2356E-03,3.8342E-04,3.0841E-04,2.5481E-04,,,,,,,,
1000,2.5039E+00,2.1214E+00,2.9884E-01,6.5432E-02,1.8184E-02,2.1214E+00,2.4095E-01,3.1618E-02,2.6263E-02,5.1478E-02,7.4451E-03,6.3098E-03,8.8544E-05,1.1005E-04,1.2348E-02,1.7306E-03,1.4510E-03,2.0796E-05,2.5438E-05,1.8362E-08,2.5619E-08,2.0303E-03,2.3181E-04,1.8589E-04,1.6053E-04,,,,,,,,
1500,1.1530E+00,9.7884E-01,1.3613E-01,2.9763E-02,8.2770E-03,9.7884E-01,1.1084E-01,1.3815E-02,1.1484E-02,2.3665E-02,3.2635E-03,2.7554E-03,3.3866E-05,4.5294E-05,5.6749E-03,7.5786E-04,6.3451E-04,7.8700E-06,1.0498E-05,6.2185E-09,1.0062E-08,9.3334E-04,1.0153E-04,8.1423E-05,7.5069E-05,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of electrons,,,,,,2,2,2,4,2,2,4,4,6,2,2,4,4,6,4.71,6.29,2,2,4,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
